method,rows,loss_delta_mean,loss_delta_min,loss_delta_max
dense_nvfp4,263,0.0009248468592446664,-0.0007009683523160337,0.037456107466188104
sparse_nvfp4,263,0.006921984360592069,-0.0019050610275417323,0.2132075668081146
