timestamp,model,model_variant,method,task,speed_scope,runtime_dtype,device,batch_size,input_c,input_h,input_w,warmup,iters,latency_mean_ms,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,images_per_sec,model_path,cutlass_sparse_bf16_module_count,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,calib_samples,checkpoint_format,runtime_checkpoint_path,source_checkpoint_path,packed_checkpoint_file_size_bytes,runtime_checkpoint_loader_mode,storage_checkpoint_path,storage_checkpoint_format,storage_checkpoint_file_size_bytes,kernel_backend,sparse_backend,sparse_pattern,sparse_prune_on_convert,token_pad_multiple,replaced_linear_count,skipped_linear_count,nvfp4_scale_rule
2026-05-17T18:58:35,timm/maxvit_base_tf_224.in1k,base,sparse_bf16_cutlass,forward_speed,random_input_forward_only,bfloat16,NVIDIA GeForce RTX 5090,128,3,224,224,1,2,5491.251465,5491.251465,5503.226074,5476.283203,5506.219727,23.310,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,176,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/semi_structured_sparse/model.pt,semi_structured_sparse,0.5,16,128,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_base/cutlass_sparse_bf16_runtime/model.pt,artifacts/checkpoints/maxvit_base/semi_structured_sparse/model.pt,166907566,maxvit_runtime_assign,,,,cutlass_sparse_bf16_cusparselt,cusparselt_bf16,2to4,False,8,176,64,
2026-05-17T19:28:04,timm/maxvit_base_tf_224.in1k,base,sparse_bf16_cutlass,forward_speed,random_input_forward_only,bfloat16,NVIDIA GeForce RTX 5090,128,3,224,224,50,200,5332.741663,5331.941406,5343.026709,5307.108398,5521.627930,24.003,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,176,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/semi_structured_sparse/model.pt,semi_structured_sparse,0.5,16,128,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_base/cutlass_sparse_bf16_runtime/model.pt,artifacts/checkpoints/maxvit_base/semi_structured_sparse/model.pt,166907566,maxvit_runtime_assign,,,,cutlass_sparse_bf16_cusparselt,cusparselt_bf16,2to4,False,8,176,64,
2026-05-18T00:40:46,timm/maxvit_base_tf_224.in1k,base,sparse_bf16_cutlass,forward_speed,random_input_forward_only,bfloat16,NVIDIA GeForce RTX 5090,128,3,224,224,50,200,134.102427,134.093689,134.236476,133.791611,134.380325,954.494,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,176,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/semi_structured_sparse/model.pt,semi_structured_sparse,0.5,16,128,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_base/cutlass_sparse_bf16_runtime/model.pt,artifacts/checkpoints/maxvit_base/semi_structured_sparse/model.pt,166907566,maxvit_runtime_assign,,,,cutlass_sparse_bf16_cusparselt,cusparselt_bf16,2to4,False,8,176,64,
