batch,checkpoint,e2e_mean_ms,e2e_median_ms,input_seq,method,output_seq,scenario,status,total_tokens_per_s,tpot_ms,ttft_median_ms
8,/root/wja/project/my/cospaq/fake/artifacts/debug/056_llama2_prefill_decode_b8_o64_canonical_pareto/llama2_7b_chat/speed/runs/b8o64007/checkpoint,1837.98189163208,1599.069906398654,2048,ours_max_speed,64,prefill_decode,OK,9192.691221237654,13.806523341271612,729.2589358985424
