policy_id,family,split,path,sha256,dense_nvfp4,sparse_bf16,sparse_nvfp4,avg_nll,delta_nll,perplexity,elapsed_seconds
q024_mid,quant_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/q024_mid.json,11063243a608b794ca9292f9ffcdde0925e5bfe2acb46b600b05648d49901b7c,24,0,0,1.9755249767681127,-6.456005616772842e-06,7.210403954963526,54.66919091716409
q024_high,quant_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/q024_high.json,420ea8307e35336f57a2b9ec9ec70668106d078b88975773fb870df288aca778,24,0,0,1.975558718763314,2.7285989584457937e-05,7.210647252483822,52.63610925339162
q048_mid,quant_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/q048_mid.json,036f9df0acf1bf386d1bdf4a05e8cab2a9218613f549aa9bca85e01239252c52,48,0,0,1.9755221303259993,-9.302447730119567e-06,7.210383430995265,58.490542685613036
q048_high,quant_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/q048_high.json,7afddbeaf986b69c657f44f058b6681aad5b07a35a94803cf06c8e727e6685f6,48,0,0,1.9756280831273392,9.665035360972851e-05,7.211147431791811,57.71479844674468
q080_mid,quant_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/q080_mid.json,c8b756d8091afb064f620aebaf430cfac37f0960bc986ec5cc64a50180e96e95,80,0,0,1.9756729418928025,0.00014150911907306885,7.211470922218812,64.65023694373667
q080_high,quant_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/q080_high.json,dd568cdcecda3cbf15eddd96db7ed5147791b3499acebd5cf7e64e1a6bbb5c00,80,0,0,1.9755318874096144,4.5463588493888096e-07,7.2104537836525155,67.21247037313879
q096_mid,quant_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/q096_mid.json,1d72526aff8c11da78df0555cb3b5a78de676d7c1677ff038f5b0ddaa85bdbdb,96,0,0,1.9755054530435177,-2.597973021178923e-05,7.210263182396697,71.85452184081078
q096_high,quant_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/q096_high.json,393813a7578f5737ea3aab65a599bbb206297c754d1edc761f35f78c1dc1009b,96,0,0,1.9755695738382975,3.814106456800914e-05,7.210725525025254,68.75911286473274
s008_mid,sparse_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/s008_mid.json,080bd8ef1bdad0435658635b7b801cac833c214f25846f4317423f2a7ab54cce,0,8,0,1.9757807570607429,0.00024932428701340825,7.212248470082361,53.29537998698652
s008_high,sparse_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/s008_high.json,c771a97cb4b7d124e71be8dcf2edd24e44cf1b6f0bced945ac036b941cc977a1,0,8,0,1.9757263201869733,0.00019488741324380499,7.211855868508898,54.14285519346595
s016_mid,sparse_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/s016_mid.json,eda7c97619a45f6c54747ee14a8a8d3464d1005e7d6bb29a98c4faf552762e89,0,16,0,1.976090865622655,0.0005594328489255673,7.214485396910725,52.876425417140126
s016_high,sparse_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/s016_high.json,0cb5f79e2e830aeba5eee3bd210a86fbc2fe4b71ec23405d716429c8f93c73a1,0,16,0,1.9757454214517696,0.00021398867804012234,7.211993625393177,51.75600176118314
s024_mid,sparse_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/s024_mid.json,d0cc7d82475048de9382457fbb218c92177631ca4720e111e9a97d403e4de4a3,0,24,0,1.9766747708618317,0.001143338088102297,7.218699202843903,55.92341917194426
s024_high,sparse_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/s024_high.json,d3cedede14ae51b2bce6fc916bb81c202bf3afc8b4473be2445ef27e4d3adb56,0,24,0,1.9757004326773986,0.00016899990366914253,7.21166917393759,54.8814945910126
s048_mid,sparse_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/s048_mid.json,e3000250e5cba7b9ca65ce2fc98ee44db44de4ebe9925a37cbff57472c91ac40,0,48,0,1.977716052410499,0.0021846196367696358,7.226219815987525,59.93920055218041
s048_high,sparse_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/s048_high.json,84ed4095f8b596c77081ee460d0c4c4a1d0265b5a1a773f0960e2a69b22e7ed6,0,48,0,1.9760126888655356,0.00048125609180615925,7.213921413883579,56.94012760184705
sq016_mid,colocated_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/sq016_mid.json,9a664359e59dec126b3ed49aeed16c652589d6860cae9ce22c1d2ddf378b8fcb,0,0,16,1.976844078085794,0.001312645312064653,7.219921484234171,53.666075816378
sq016_high,colocated_sensitivity_coverage,train,/root/wja/project/my/cospaq/fake/artifacts/debug/048_llama2_prefill_quality_coverage/policies/sq016_high.json,43a915a330326bd69efe088fc8092a19d8210d604a09db7c800046203843a09b,0,0,16,1.97591198039161,0.0003805476178806444,7.213194947448245,52.88787058368325
