m,n,k,latency_ms,latency_mean_ms,latency_std_ms,latency_min_ms,latency_max_ms,samples,tflops,latency_q25_ms,latency_q75_ms,latency_iqr_ms,dense_flops,effective_work,bytes_activation,bytes_weight,bytes_scale,bytes_output,bytes_total,arithmetic_intensity
16384,4096,4096,1.973278,1.973278,0.0,1.973278,1.973278,1,278.600228,1.973278,1.973278,0.0,549755813888.0,274877906944.0,167772160.0,4194304.0,2621440.0,134217728.0,308805632.0,890.132427843803
16384,4096,11008,4.989113,4.989113,0.0,4.989113,4.989113,1,296.138574,4.989113,4.989113,0.0,1477468749824.0,738734374912.0,450887680.0,11272192.0,7045120.0,134217728.0,603422720.0,1224.2402389356503
16384,12288,4096,2.563466,2.563466,0.0,2.563466,2.563466,1,643.37393,2.563466,2.563466,0.0,1649267441664.0,824633720832.0,167772160.0,12582912.0,3670016.0,402653184.0,586678272.0,1405.597855227882
16384,22016,4096,3.334312,3.334312,0.0,3.334312,3.334312,1,886.221051,3.334312,3.334312,0.0,2954937499648.0,1477468749824.0,167772160.0,22544384.0,4915200.0,721420288.0,916652032.0,1611.8098234074498
