benchmark_level,shape_index,m,n,k,gpu,warmup,iters,bias,torch_version,cuda_version,kernel,status,latency_ms,tflops,error_msg
module_forward,0,16384,12288,4096,0,20,100,False,2.9.0+cu128,12.8,dense_bf16,pass,4.185632,394.030685,
module_forward,0,16384,12288,4096,0,20,100,False,2.9.0+cu128,12.8,dense_nvfp4,pass,3.059855,539.001878,
module_forward,0,16384,12288,4096,0,20,100,False,2.9.0+cu128,12.8,sparse_bf16,pass,2.835213,581.708454,
module_forward,0,16384,12288,4096,0,20,100,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,2.549657,646.858484,
module_forward,0,16384,12288,4096,0,20,100,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,4.777485,345.216655,
module_forward,1,16384,4096,4096,0,20,100,False,2.9.0+cu128,12.8,dense_bf16,pass,1.364185,402.992235,
module_forward,1,16384,4096,4096,0,20,100,False,2.9.0+cu128,12.8,dense_nvfp4,pass,2.113614,260.102268,
module_forward,1,16384,4096,4096,0,20,100,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.976126,563.201646,
module_forward,1,16384,4096,4096,0,20,100,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,1.967768,279.380447,
module_forward,1,16384,4096,4096,0,20,100,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,1.542232,356.467575,
module_forward,2,16384,22016,4096,0,20,100,False,2.9.0+cu128,12.8,dense_bf16,pass,7.582974,389.680532,
module_forward,2,16384,22016,4096,0,20,100,False,2.9.0+cu128,12.8,dense_nvfp4,pass,4.186143,705.885405,
module_forward,2,16384,22016,4096,0,20,100,False,2.9.0+cu128,12.8,sparse_bf16,pass,5.105579,578.766360,
module_forward,2,16384,22016,4096,0,20,100,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,3.313528,891.779763,
module_forward,2,16384,22016,4096,0,20,100,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,8.301893,355.935383,
module_forward,3,16384,4096,11008,0,20,100,False,2.9.0+cu128,12.8,dense_bf16,pass,3.707412,398.517603,
module_forward,3,16384,4096,11008,0,20,100,False,2.9.0+cu128,12.8,dense_nvfp4,pass,5.315304,277.965036,
module_forward,3,16384,4096,11008,0,20,100,False,2.9.0+cu128,12.8,sparse_bf16,pass,2.619211,564.089269,
module_forward,3,16384,4096,11008,0,20,100,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,4.998435,295.586256,
module_forward,3,16384,4096,11008,0,20,100,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,4.041939,365.534630,
