point_index,quality_budget,quality_cost,latency_ms,total_prefill_ms,total_decode_ms,total_conversion_ms,selected_method
0,18.06786415453512,18.06786415453512,8797.293829273747,657.4411037290528,8139.852725544694,0.0,dense_nvfp4
