policy_id,split,policy_kind,sample_count,token_count,avg_nll,target_delta_nll,elapsed_seconds,decode_transitions
p00,train,controlled,100,6400,1.957887285211183,0.0,44.980683375149965,13
p01,train,controlled,100,6400,2.0013937645288498,0.04350647931766671,48.724185694009066,13
p02,train,controlled,100,6400,2.320712996885498,0.362825711674315,39.84074348025024,13
p03,train,controlled,100,6400,2.283060658735267,0.32517337352408404,70.49857909418643,13
p04,train,controlled,100,6400,1.981960172957437,0.024072887746253935,37.632300021126866,13
p05,train,controlled,100,6400,1.9582184789990733,0.00033119378789026044,45.63070138730109,13
p06,train,controlled,100,6400,1.9625954864719928,0.00470820126080973,44.16670214943588,13
p07,train,controlled,100,6400,1.9580490733027498,0.00016178809156675023,43.55020093545318,13
p08,train,controlled,100,6400,1.9612393142366338,0.0033520290254507312,42.68093880452216,13
p09,train,controlled,100,6400,1.9545827933865476,-0.003304491824635436,41.9258327819407,13
p10,train,controlled,100,6400,1.9475123427859953,-0.010374942425187772,42.5773745123297,13
p11,train,controlled,100,6400,1.9811760366893758,0.02328875147819276,48.96613236144185,13
p12,train,controlled,100,6400,1.9576721813896036,-0.00021510382157940988,42.65412620827556,13
p13,train,controlled,100,6400,1.9577787710775576,-0.00010851413362544804,43.743255944922566,13
p14,train,controlled,100,6400,1.9572891420654208,-0.000598143145762231,42.62078252620995,13
p15,train,controlled,100,6400,1.9483989114745197,-0.009488373736663336,44.78483749367297,13
p16,train,controlled,100,6400,1.960420977951756,0.0025336927405730236,42.41464892402291,13
p17,train,controlled,100,6400,1.960967490672958,0.0030802054617748986,44.75933047570288,13
p18,train,controlled,100,6400,1.9565656570247205,-0.0013216281864625312,39.8706118632108,13
p19,train,controlled,100,6400,1.970617169087017,0.012729883875833847,43.17914089001715,13
p20,train,controlled,100,6400,1.9604483965586499,0.002561111347466838,43.312448002398014,13
p21,train,controlled,100,6400,1.960086958915578,0.002199673704395,46.681351356208324,13
p22,train,controlled,100,6400,1.962125343424125,0.004238058212941986,46.37106260471046,13
p23,train,controlled,100,6400,1.9618316567976628,0.003944371586479756,47.86624269373715,13
p24,train,controlled,100,6400,1.9595938567802185,0.00170657156903542,45.03611107543111,13
p25,train,controlled,100,6400,1.9572280818169263,-0.0006592033942567355,45.95180053077638,13
p26,train,controlled,100,6400,1.9566838849668529,-0.0012034002443301883,43.56354480981827,13
p27,train,controlled,100,6400,1.961962385643212,0.004075100432028966,47.63965301215649,13
p28,train,controlled,100,6400,1.957083769618528,-0.0008035155926551241,45.81269071251154,13
p29,train,controlled,100,6400,1.9602256506834923,0.002338365472309256,48.80027587339282,13
