policy_id,split,policy_kind,sample_count,token_count,avg_nll,target_delta_nll,elapsed_seconds,decode_transitions
p30,train,controlled,100,6400,1.9576768978903025,-0.00021038732088052292,45.012553660199046,13
p31,train,controlled,100,6400,1.9624686019007849,0.004581316689601822,49.77986753731966,13
p32,train,controlled,100,6400,1.961829402361471,0.003942117150288027,46.12391400523484,13
p33,train,controlled,100,6400,1.9610105684105645,0.003123283199381488,48.499043533578515,13
p34,train,controlled,100,6400,1.9559350817570336,-0.0019522034541494815,43.71887752786279,13
p35,train,controlled,100,6400,1.9638688840750804,0.005981598863897375,51.13051965460181,13
p36,train,controlled,100,6400,1.9607125957816718,0.002825310570488737,47.09813602268696,13
p37,train,balanced_mixed,100,6400,2.046206383632483,0.08831909842129981,72.61550544388592,13
p38,train,balanced_mixed,100,6400,2.0312854804860176,0.0733981952748346,66.5849500130862,13
p39,train,balanced_mixed,100,6400,2.0366463010351477,0.0787590158239646,73.95603550411761,13
p40,train,balanced_mixed,100,6400,2.0381608278127583,0.08027354260157527,80.45957568660378,13
p41,train,balanced_mixed,100,6400,2.0508953733232453,0.09300808811206229,95.72856570221484,13
p42,train,balanced_mixed,100,6400,2.046206383632483,0.08831909842129981,69.27266209386289,13
p43,train,balanced_mixed,100,6400,2.0312854804860176,0.0733981952748346,68.51482950523496,13
p44,train,balanced_mixed,100,6400,2.0366463010351477,0.0787590158239646,77.70973484031856,13
p45,train,balanced_mixed,100,6400,2.0381608278127583,0.08027354260157527,77.68243515118957,13
p46,train,balanced_mixed,100,6400,2.0508953733232453,0.09300808811206229,84.24173236079514,13
p47,train,balanced_mixed,100,6400,2.046206383632483,0.08831909842129981,74.92649956420064,13
p48,train,balanced_mixed,100,6400,2.0312854804860176,0.0733981952748346,67.64941309578717,13
p49,train,balanced_mixed,100,6400,2.0366463010351477,0.0787590158239646,79.24423345923424,13
p50,train,balanced_mixed,100,6400,2.0381608278127583,0.08027354260157527,72.7165165990591,13
p51,train,balanced_mixed,100,6400,2.0508953733232453,0.09300808811206229,73.31956681981683,13
p52,train,balanced_mixed,100,6400,2.046206383632483,0.08831909842129981,80.16826723329723,13
p53,train,balanced_mixed,100,6400,2.0312854804860176,0.0733981952748346,70.42424378171563,13
p54,holdout,balanced_mixed,100,6400,2.0366463010351477,0.0787590158239646,65.14785043522716,13
p55,holdout,balanced_mixed,100,6400,2.0381608278127583,0.08027354260157527,76.8606975544244,13
p56,holdout,balanced_mixed,100,6400,2.0508953733232453,0.09300808811206229,72.6092572491616,13
p57,holdout,balanced_mixed,100,6400,2.046206383632483,0.08831909842129981,77.76329540461302,13
p58,holdout,balanced_mixed,100,6400,2.0312854804860176,0.0733981952748346,73.47740860655904,13
p59,holdout,balanced_mixed,100,6400,2.0366463010351477,0.0787590158239646,69.5914874766022,13
p60,holdout,balanced_mixed,100,6400,2.0381608278127583,0.08027354260157527,89.07004962302744,13
p61,holdout,balanced_mixed,100,6400,2.0508953733232453,0.09300808811206229,85.38411278277636,13
p62,holdout,balanced_mixed,100,6400,2.046206383632483,0.08831909842129981,82.65414008498192,13
p63,holdout,balanced_mixed,100,6400,2.0312854804860176,0.0733981952748346,73.35253456421196,13
p64,holdout,balanced_mixed,100,6400,2.0366463010351477,0.0787590158239646,74.73969638720155,13
p65,holdout,balanced_mixed,100,6400,2.0381608278127583,0.08027354260157527,88.89172737114131,13
p66,holdout,balanced_mixed,100,6400,2.0508953733232453,0.09300808811206229,74.14523718878627,13
p67,holdout,balanced_mixed,100,6400,2.046206383632483,0.08831909842129981,88.00084058009088,13
p68,holdout,balanced_mixed,100,6400,2.0312854804860176,0.0733981952748346,80.10314366780221,13
p69,holdout,balanced_mixed,100,6400,2.0366463010351477,0.0787590158239646,73.97628355957568,13
p70,holdout,balanced_mixed,100,6400,2.0381608278127583,0.08027354260157527,69.70294281095266,13
p71,holdout,balanced_mixed,100,6400,2.0508953733232453,0.09300808811206229,69.76974306628108,13
