timestamp,model,head,method,task,runtime_dtype,device,num_samples,batch_size,num_workers,resize_size,hidden_size,num_register_tokens,top1,top5,elapsed_sec,images_per_sec,backbone_path,head_path,dataset_root,csv,zip,cutlass_sparse_nvfp4_module_count,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,calib_samples,checkpoint_format,runtime_checkpoint_path,source_checkpoint_path,packed_checkpoint_file_size_bytes,runtime_checkpoint_loader_mode,storage_checkpoint_path,storage_checkpoint_format,storage_checkpoint_file_size_bytes,kernel_backend,nvfp4_block_size,nvfp4_backend,nvfp4_quant_backend,nvfp4_sf_layout,sparse_pattern,sparse_prune_on_convert,token_pad_multiple,replaced_linear_count,skipped_linear_count
2026-05-16T19:17:41,facebook/dinov3-vit7b16-pretrain-lvd1689m,dinov3_vit7b16_imagenet1k_linear_head,sparse_nvfp4_cutlass,imagenet_accuracy,bfloat16,NVIDIA GeForce RTX 5090,50000,1,4,256,4096,4,0.845460,0.977440,2832.946,17.649,/data/home/scxj523/run/wja/data/models/facebook/dinov3-vit7b16-pretrain-lvd1689m,/data/home/scxj523/run/wja/data/models/facebook/dinov3_vit7b16_imagenet1k_linear_head/dinov3_vit7b16_imagenet1k_linear_head-90d8ed92.pth,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,280,2.9.0+cu128,12.8,artifacts/checkpoints/dinov3_vit7b16/nvfp4_semi_structured_sparse/model.pt,nvfp4_semi_structured_sparse,0.5,32,16,cutlass_storage_packed_v1,,artifacts/checkpoints/dinov3_vit7b16/nvfp4_semi_structured_sparse/model.pt,,storage_loadtime_pack,artifacts/checkpoints/dinov3_vit7b16/cutlass_sparse_nvfp4_storage/model.pt,cutlass_storage_packed_v1,2753525152,cutlass_sparse_nvfp4_sm120,32,cutlass_sparse_sm120,cutlass_sparse_sm120,cutlass_sparse_sm120,pairwise_4to8,False,32,280,0
