group,policies,mean_residual,min_residual,max_residual
layers_24_31,188,-0.05439729235026378,-0.13083659510558515,0.2012156229429527
layers_16_23,189,-0.05407068632828212,-0.13083659510558515,0.2012156229429527
layers_08_15,190,-0.05314192242470413,-0.13083659510558515,0.2012156229429527
layers_00_07,192,-0.05276625212033837,-0.13083659510558515,0.2012156229429527
