group,policies,mean_residual,min_residual,max_residual
o_proj,171,-0.060085130961318234,-0.13083659510558515,0.2012156229429527
down_proj,180,-0.056305263061011065,-0.13083659510558515,0.2012156229429527
v_proj,179,-0.05620417327852305,-0.13083659510558515,0.2012156229429527
k_proj,181,-0.056186267700593054,-0.13083659510558515,0.2012156229429527
up_proj,180,-0.055854187980776474,-0.13083659510558515,0.2012156229429527
q_proj,181,-0.055710540110549635,-0.13083659510558515,0.2012156229429527
gate_proj,182,-0.055666551125088906,-0.13083659510558515,0.2012156229429527
