status,method,model_path,scenario,batch,input_seq,output_seq,e2e_median_ms,e2e_mean_ms,e2e_min_ms,e2e_max_ms,e2e_std_ms,ttft_median_ms,ttft_mean_ms,tpot_ms,requests_per_s,prompt_tokens_per_s,output_tokens_per_s,total_tokens_per_s
OK,dense_bf16,/home/agent/wja/data/models/shakechen/Llama-2-7b-chat-hf,prefill_only,8,2048,1,1079.535860568285,1082.0691164582968,1078.4960873425007,1093.2289473712444,5.631119576274121,1076.8335834145546,1081.3958764076233,0.0,7.410592174111448,15176.892772580246,7.410592174111448,15184.303364754356
OK,dense_bf16,/home/agent/wja/data/models/shakechen/Llama-2-7b-chat-hf,prefill_decode,16,2048,80,4868.067817762494,4872.874845564365,4865.173591300845,4894.294206053019,10.79704236805065,2151.098508387804,2153.196493908763,34.39201657436317,3.286724959257874,6731.212716560126,262.9379967406299,6994.150713300755
OK,dense_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/baselines/llama2-7b-chat/checkpoints/uniform_dense_nvfp4,prefill_only,8,2048,1,578.1633891165257,578.1819127500057,576.1781074106693,580.1108442246914,1.5541384351811556,580.9410866349936,587.5003408640623,0.0,13.836919027724262,28338.01016877929,13.836919027724262,28351.84708780701
OK,dense_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/baselines/llama2-7b-chat/checkpoints/uniform_dense_nvfp4,prefill_decode,16,2048,80,4293.724669143558,4299.4105119258165,4281.825605779886,4329.406352713704,16.066414832866563,1157.1799609810114,1160.6869999319315,39.7030975716778,3.7263684173748897,7631.602518783774,298.1094733899912,7929.711992173765
OK,marlin_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/baselines/llama2-7b-chat/checkpoints/uniform_marlin_nvfp4,prefill_only,8,2048,1,1034.9917970597744,1035.5842519551516,1033.1301130354404,1039.40618224442,2.147379199578999,1033.0064352601767,1033.7318673729897,0.0,7.7295298597791415,15830.077152827682,7.7295298597791415,15837.806682687462
OK,marlin_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/baselines/llama2-7b-chat/checkpoints/uniform_marlin_nvfp4,prefill_decode,16,2048,80,3495.346687734127,3496.7585034668446,3491.6815385222435,3506.4687747508287,5.049650598243266,2062.1120762079954,2064.0915237367153,18.14221027248268,4.577514458336053,9374.749610672237,366.20115666688423,9740.950767339122
OK,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/baselines/llama2-7b-chat/checkpoints/uniform_sparse_bf16,prefill_only,8,2048,1,660.948358476162,723.1771070510149,657.1911163628101,969.9361734092236,123.46794797002283,656.4144268631935,657.6545603573322,0.0,12.103820060078917,24788.62348304162,12.103820060078917,24800.7273031017
OK,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/baselines/llama2-7b-chat/checkpoints/uniform_sparse_bf16,prefill_decode,16,2048,80,3424.8695708811283,3429.4278364628553,3412.2231137007475,3454.4077273458242,13.972911388231552,1299.1852313280106,1299.1049520671368,26.90739670320402,4.671710752442938,9567.663621003137,373.7368601954351,9941.400481198572
OK,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/baselines/llama2-7b-chat/checkpoints/uniform_sparse_nvfp4,prefill_only,8,2048,1,520.6317435950041,520.6959828734398,517.524229362607,523.3628880232573,2.217334190034026,520.2930737286806,524.5476610958576,0.0,15.365947425255625,31469.46032692352,15.365947425255625,31484.826274348776
OK,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/baselines/llama2-7b-chat/checkpoints/uniform_sparse_nvfp4,prefill_decode,16,2048,80,4723.442725837231,4721.529534831643,4709.607038646936,4734.625866636634,9.991971825129509,1051.0522983968258,1054.3155767023563,46.48595477772665,3.3873597984961274,6937.312867320069,270.9887838796902,7208.301651199758
