method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss
sparse_bf16,layer_type:4:down_proj,layer_type,4,down_proj,1,1,1.9589213121193962,0.0010328572790216928,7.091673235879592,65408,128129.12518310547,1.9578884548403745
sparse_bf16,layer_type:5:q_proj,layer_type,5,q_proj,1,1,1.95782042529485,-6.802954552465046e-05,7.083870402056754,65408,128057.11837768555,1.9578884548403745
sparse_bf16,layer_type:5:k_proj,layer_type,5,k_proj,1,1,1.9574461510503363,-0.0004423037900382898,7.081219587910467,65408,128032.63784790039,1.9578884548403745
sparse_bf16,layer_type:5:v_proj,layer_type,5,v_proj,1,1,1.9581657762396825,0.0002773213993079171,7.08631724587877,65408,128079.70709228516,1.9578884548403745
sparse_bf16,layer_type:5:o_proj,layer_type,5,o_proj,1,1,1.9582161917378524,0.0003277368974778927,7.086674515098789,65408,128083.00466918945,1.9578884548403745
sparse_bf16,layer_type:5:gate_proj,layer_type,5,gate_proj,1,1,1.9590347704355497,0.0011463155951751958,7.092477890830181,65408,128136.54626464844,1.9578884548403745
sparse_bf16,layer_type:5:up_proj,layer_type,5,up_proj,1,1,1.9593728610447474,0.0014844062043728457,7.094876196400463,65408,128158.66009521484,1.9578884548403745
sparse_bf16,layer_type:5:down_proj,layer_type,5,down_proj,1,1,1.9578266526388328,-6.180220154172744e-05,7.083914515891834,65408,128057.52569580078,1.9578884548403745
sparse_bf16,layer_type:6:q_proj,layer_type,6,q_proj,1,1,1.9586607000832454,0.0007722452428708948,7.089825301285331,65408,128112.07907104492,1.9578884548403745
sparse_bf16,layer_type:6:k_proj,layer_type,6,k_proj,1,1,1.9582993554975656,0.00041090065719107116,7.087263894102475,65408,128088.44424438477,1.9578884548403745
sparse_bf16,layer_type:6:v_proj,layer_type,6,v_proj,1,1,1.9585787218844122,0.0006902670440376291,7.089244113999758,65408,128106.71704101562,1.9578884548403745
sparse_bf16,layer_type:6:o_proj,layer_type,6,o_proj,1,1,1.9579587682585893,7.031341821472914e-05,7.08485047347435,65408,128066.16711425781,1.9578884548403745
sparse_bf16,layer_type:6:gate_proj,layer_type,6,gate_proj,1,1,1.958919639456762,0.001031184616387515,7.091661373912677,65408,128129.01577758789,1.9578884548403745
sparse_bf16,layer_type:6:up_proj,layer_type,6,up_proj,1,1,1.9603597609264276,0.00247130608605306,7.101881585119288,65408,128223.21124267578,1.9578884548403745
sparse_bf16,layer_type:6:down_proj,layer_type,6,down_proj,1,1,1.9599919015880667,0.0021034467476921392,7.0992695721144115,65408,128199.15029907227,1.9578884548403745
sparse_bf16,layer_type:7:q_proj,layer_type,7,q_proj,1,1,1.9580671446663993,0.00017868982602475825,7.0856183457274025,65408,128073.25579833984,1.9578884548403745
sparse_bf16,layer_type:7:k_proj,layer_type,7,k_proj,1,1,1.957620201278806,-0.0002682535615685655,7.082452183061209,65408,128044.02212524414,1.9578884548403745
sparse_bf16,layer_type:7:v_proj,layer_type,7,v_proj,1,1,1.960122210172291,0.0022337553319164982,7.100194728157958,65408,128207.67352294922,1.9578884548403745
sparse_bf16,layer_type:7:o_proj,layer_type,7,o_proj,1,1,1.9578091020453465,-7.93527950280204e-05,7.083790190078873,65408,128056.37774658203,1.9578884548403745
sparse_bf16,layer_type:7:gate_proj,layer_type,7,gate_proj,1,1,1.958058150080552,0.00016969524017751425,7.085554613811532,65408,128072.66748046875,1.9578884548403745
sparse_bf16,layer_type:7:up_proj,layer_type,7,up_proj,1,1,1.9586309644807343,0.000742509640359712,7.089614484192701,65408,128110.13412475586,1.9578884548403745
sparse_bf16,layer_type:7:down_proj,layer_type,7,down_proj,1,1,1.958324289601843,0.00043583476146835665,7.087440610882579,65408,128090.07513427734,1.9578884548403745
sparse_bf16,layer_type:8:q_proj,layer_type,8,q_proj,1,1,1.9585107329307003,0.0006222780903257785,7.088762140094476,65408,128102.27001953125,1.9578884548403745
sparse_bf16,layer_type:8:k_proj,layer_type,8,k_proj,1,1,1.9585156440734863,0.0006271892331117801,7.08879695410301,65408,128102.5912475586,1.9578884548403745
sparse_bf16,layer_type:8:v_proj,layer_type,8,v_proj,1,1,1.9583484044047017,0.0004599495643271556,7.087611525176458,65408,128091.65243530273,1.9578884548403745
sparse_bf16,layer_type:8:o_proj,layer_type,8,o_proj,1,1,1.9574833840073438,-0.00040507083303076286,7.0814832475633285,65408,128035.07318115234,1.9578884548403745
sparse_bf16,layer_type:8:gate_proj,layer_type,8,gate_proj,1,1,1.9580557145717792,0.00016725973140463424,7.085537356902124,65408,128072.50817871094,1.9578884548403745
sparse_bf16,layer_type:8:up_proj,layer_type,8,up_proj,1,1,1.9583680149160485,0.0004795600756739571,7.087750518225552,65408,128092.9351196289,1.9578884548403745
sparse_bf16,layer_type:8:down_proj,layer_type,8,down_proj,1,1,1.9589912700093188,0.0011028151689442822,7.092169371729301,65408,128133.70098876953,1.9578884548403745
sparse_bf16,layer_type:9:q_proj,layer_type,9,q_proj,1,1,1.9578950503101087,6.595469734138604e-06,7.084399055718747,65408,128061.9994506836,1.9578884548403745
sparse_bf16,layer_type:9:k_proj,layer_type,9,k_proj,1,1,1.9576150563831665,-0.000273398457208085,7.082415744677592,65408,128043.68560791016,1.9578884548403745
sparse_bf16,layer_type:9:v_proj,layer_type,9,v_proj,1,1,1.9599737757106117,0.0020853208702371617,7.099140892790343,65408,128197.96472167969,1.9578884548403745
sparse_bf16,layer_type:9:o_proj,layer_type,9,o_proj,1,1,1.958416653705903,0.0005281988655283509,7.088095266217543,65408,128096.1164855957,1.9578884548403745
sparse_bf16,layer_type:9:gate_proj,layer_type,9,gate_proj,1,1,1.9580058346989104,0.00011737985853588206,7.085183940013824,65408,128069.24563598633,1.9578884548403745
sparse_bf16,layer_type:9:up_proj,layer_type,9,up_proj,1,1,1.9590215057776166,0.0011330509372420305,7.092383812161023,65408,128135.67864990234,1.9578884548403745
sparse_bf16,layer_type:9:down_proj,layer_type,9,down_proj,1,1,1.9585175906142143,0.0006291357738397174,7.088810752748423,65408,128102.71856689453,1.9578884548403745
sparse_bf16,layer_type:10:q_proj,layer_type,10,q_proj,1,1,1.9580373857352598,0.00014893089488521305,7.08540748843643,65408,128071.30932617188,1.9578884548403745
sparse_bf16,layer_type:10:k_proj,layer_type,10,k_proj,1,1,1.957985742218107,9.728737773251339e-05,7.085041582521683,65408,128067.93142700195,1.9578884548403745
sparse_bf16,layer_type:10:v_proj,layer_type,10,v_proj,1,1,1.9600636604480781,0.0021752056077035675,7.099779025884512,65408,128203.84390258789,1.9578884548403745
sparse_bf16,layer_type:10:o_proj,layer_type,10,o_proj,1,1,1.9583047145500108,0.00041625970963621306,7.087301875223147,65408,128088.79476928711,1.9578884548403745
sparse_bf16,layer_type:10:gate_proj,layer_type,10,gate_proj,1,1,1.958307126263583,0.00041867142320839434,7.087318967785881,65408,128088.95251464844,1.9578884548403745
sparse_bf16,layer_type:10:up_proj,layer_type,10,up_proj,1,1,1.9585705335359518,0.0006820786955772373,7.089186065036295,65408,128106.18145751953,1.9578884548403745
sparse_bf16,layer_type:10:down_proj,layer_type,10,down_proj,1,1,1.9596003217006617,0.0017118668602871256,7.096490185146237,65408,128173.53784179688,1.9578884548403745
sparse_bf16,layer_type:11:q_proj,layer_type,11,q_proj,1,1,1.957137702262565,-0.0007507525778096547,7.079035731133935,65408,128012.46282958984,1.9578884548403745
sparse_bf16,layer_type:11:k_proj,layer_type,11,k_proj,1,1,1.9571647000172834,-0.0007237548230911717,7.07922685178415,65408,128014.22869873047,1.9578884548403745
sparse_bf16,layer_type:11:v_proj,layer_type,11,v_proj,1,1,1.957533027327924,-0.00035542751245065674,7.0818348046325275,65408,128038.32025146484,1.9578884548403745
sparse_bf16,layer_type:11:o_proj,layer_type,11,o_proj,1,1,1.95681381785473,-0.0010746369856444726,7.076743313097384,65408,127991.27819824219,1.9578884548403745
