method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss
dense_bf16,none,baseline,,,0,0,1.9578884548403745,0.0,7.084352330933277,65408,128061.56805419922,1.9578884548403745
sparse_nvfp4,layer:0,layer,0,,7,7,1.9582378710319384,0.00034941619156381165,7.086828150865044,65408,128084.42266845703,1.9578884548403745
sparse_nvfp4,layer:1,layer,1,,7,7,1.988452023489368,0.030563568648993344,7.304218248217334,65408,130060.66995239258,1.9578884548403745
sparse_nvfp4,layer:2,layer,2,,7,7,1.9774343346896237,0.01954587984924916,7.224184348537508,65408,129340.0249633789,1.9578884548403745
sparse_nvfp4,layer:3,layer,3,,7,7,1.9727844193490285,0.014895964508653936,7.190670481619486,65408,129035.88330078125,1.9578884548403745
sparse_nvfp4,layer:4,layer,4,,7,7,1.9679628165034166,0.010074361663042097,7.156083374017979,65408,128720.51190185547,1.9578884548403745
sparse_nvfp4,layer:5,layer,5,,7,7,1.9674303265700368,0.009541871729662255,7.152273846016558,65408,128685.68280029297,1.9578884548403745
sparse_nvfp4,layer:6,layer,6,,7,7,1.971952830275444,0.014064375435069554,7.184693284245696,65408,128981.49072265625,1.9578884548403745
sparse_nvfp4,layer:7,layer,7,,7,7,1.9668973444026043,0.009008889562229783,7.1484628272927635,65408,128650.82150268555,1.9578884548403745
sparse_nvfp4,layer:8,layer,8,,7,7,1.9693017295195399,0.011413274679165308,7.165671164368236,65408,128808.08752441406,1.9578884548403745
sparse_nvfp4,layer:9,layer,9,,7,7,1.9677555425759632,0.009867087735588642,7.15460025822279,65408,128706.9545288086,1.9578884548403745
sparse_nvfp4,layer:10,layer,10,,7,7,1.9724925740124428,0.014604119172068275,7.188572224170721,65408,129016.79428100586,1.9578884548403745
sparse_nvfp4,layer:11,layer,11,,7,7,1.9648730530897465,0.0069845982493719205,7.134006892539165,65408,128518.41665649414,1.9578884548403745
sparse_nvfp4,layer:12,layer,12,,7,7,1.9656536905732873,0.0077652357329127675,7.139578140006697,65408,128569.47659301758,1.9578884548403745
sparse_nvfp4,layer:13,layer,13,,7,7,1.9702068308328229,0.012318375992448338,7.172159758724337,65408,128867.28839111328,1.9578884548403745
sparse_nvfp4,layer:14,layer,14,,7,7,1.9666486215684744,0.008760166728099872,7.146685062453207,65408,128634.55303955078,1.9578884548403745
sparse_nvfp4,layer:15,layer,15,,7,7,1.968658134195436,0.010769679355061346,7.1610608556584845,65408,128765.99124145508,1.9578884548403745
sparse_nvfp4,layer:16,layer,16,,7,7,1.9717122239376002,0.013823769097225602,7.182964809455375,65408,128965.75314331055,1.9578884548403745
sparse_nvfp4,layer:17,layer,17,,7,7,1.9744534730444683,0.01656501820409373,7.20268211800413,65408,129145.05276489258,1.9578884548403745
sparse_nvfp4,layer:18,layer,18,,7,7,1.9682478918721298,0.010359437031755236,7.158123687932172,65408,128739.15811157227,1.9578884548403745
sparse_nvfp4,layer:19,layer,19,,7,7,1.9741619701721431,0.016273515331768573,7.200582821468637,65408,129125.98614501953,1.9578884548403745
sparse_nvfp4,layer:20,layer,20,,7,7,1.9736824315588068,0.0157939767184323,7.197130691748121,65408,129094.62048339844,1.9578884548403745
sparse_nvfp4,layer:21,layer,21,,7,7,1.9721639688234274,0.014275513983052823,7.186210410109676,65408,128995.30087280273,1.9578884548403745
sparse_nvfp4,layer:22,layer,22,,7,7,1.9750678077369286,0.017179352896554034,7.207108334958092,65408,129185.23516845703,1.9578884548403745
sparse_nvfp4,layer:23,layer,23,,7,7,1.9722244641552233,0.014336009314848797,7.18664515544269,65408,128999.25775146484,1.9578884548403745
sparse_nvfp4,layer:24,layer,24,,7,7,1.9682818000330617,0.010393345192687198,7.158366410857274,65408,128741.3759765625,1.9578884548403745
sparse_nvfp4,layer:25,layer,25,,7,7,1.9738856192437637,0.015997164403389164,7.198593208649388,65408,129107.9105834961,1.9578884548403745
sparse_nvfp4,layer:26,layer,26,,7,7,1.9718784553430786,0.013990000502704047,7.184158943039654,65408,128976.62600708008,1.9578884548403745
sparse_nvfp4,layer:27,layer,27,,7,7,1.9758796995166696,0.017991244676295093,7.212962102962457,65408,129238.33938598633,1.9578884548403745
sparse_nvfp4,layer:28,layer,28,,7,7,1.9741030187289543,0.01621456388857978,7.20015834923126,65408,129122.13024902344,1.9578884548403745
sparse_nvfp4,layer:29,layer,29,,7,7,1.9883504814364439,0.030462026596069336,7.303476600556255,65408,130054.02828979492,1.9578884548403745
sparse_nvfp4,layer:30,layer,30,,7,7,2.0003214045746684,0.0424329497342939,7.391431357052294,65408,130837.02243041992,1.9578884548403745
sparse_nvfp4,layer:31,layer,31,,7,7,1.9924362559607818,0.03454780112040723,7.333378002786935,65408,130321.27062988281,1.9578884548403745
sparse_nvfp4,type:q_proj,type,,q_proj,32,32,1.978814538444325,0.02092608360395043,7.234162078966581,65408,129430.3013305664,1.9578884548403745
sparse_nvfp4,type:k_proj,type,,k_proj,32,32,1.970673428589584,0.012784973749209394,7.175507053238217,65408,128897.8076171875,1.9578884548403745
