method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss
dense_nvfp4,layer_type:3:o_proj,layer_type,3,o_proj,1,1,1.9576673601004941,-0.00022109473988041195,7.082786191036474,65408,128047.10668945312,1.9578884548403745
dense_nvfp4,layer_type:3:gate_proj,layer_type,3,gate_proj,1,1,1.9578930515132538,4.596672879220165e-06,7.0843848954583475,65408,128061.8687133789,1.9578884548403745
dense_nvfp4,layer_type:3:up_proj,layer_type,3,up_proj,1,1,1.9578830071391424,-5.447701232119684e-06,7.084313737603478,65408,128061.21173095703,1.9578884548403745
dense_nvfp4,layer_type:3:down_proj,layer_type,3,down_proj,1,1,1.958325482161311,0.0004370273209364228,7.0874490630820235,65408,128090.15313720703,1.9578884548403745
dense_nvfp4,layer_type:4:q_proj,layer_type,4,q_proj,1,1,1.9579516996842774,6.324484390285434e-05,7.084800393859285,65408,128065.70477294922,1.9578884548403745
dense_nvfp4,layer_type:4:k_proj,layer_type,4,k_proj,1,1,1.957778987585915,-0.00010946725445948324,7.083576868778617,65408,128054.40802001953,1.9578884548403745
dense_nvfp4,layer_type:4:v_proj,layer_type,4,v_proj,1,1,1.9579033273073558,1.4872466981286081e-05,7.084457693512902,65408,128062.54083251953,1.9578884548403745
dense_nvfp4,layer_type:4:o_proj,layer_type,4,o_proj,1,1,1.9575120007688518,-0.0003764540715227582,7.0816858995801555,65408,128036.94494628906,1.9578884548403745
dense_nvfp4,layer_type:4:gate_proj,layer_type,4,gate_proj,1,1,1.9580127866300818,0.0001243317897072771,7.085233195896123,65408,128069.70034790039,1.9578884548403745
dense_nvfp4,layer_type:4:up_proj,layer_type,4,up_proj,1,1,1.958107161195311,0.00021870635493637103,7.085901893252047,65408,128075.87319946289,1.9578884548403745
dense_nvfp4,layer_type:4:down_proj,layer_type,4,down_proj,1,1,1.957905173534983,1.67186946085085e-05,7.084470773046493,65408,128062.66159057617,1.9578884548403745
dense_nvfp4,layer_type:5:q_proj,layer_type,5,q_proj,1,1,1.95785682821927,-3.162662110445247e-05,7.084128280349336,65408,128059.49942016602,1.9578884548403745
dense_nvfp4,layer_type:5:k_proj,layer_type,5,k_proj,1,1,1.9578963739764668,7.91913609221595e-06,7.084408433105651,65408,128062.08602905273,1.9578884548403745
dense_nvfp4,layer_type:5:v_proj,layer_type,5,v_proj,1,1,1.9577588120551959,-0.00012964278517868522,7.083433955297582,65408,128053.08837890625,1.9578884548403745
dense_nvfp4,layer_type:5:o_proj,layer_type,5,o_proj,1,1,1.9580022756834086,0.00011382084303401818,7.08515872377922,65408,128069.01284790039,1.9578884548403745
dense_nvfp4,layer_type:5:gate_proj,layer_type,5,gate_proj,1,1,1.9579809887768471,9.253393647257191e-05,7.08500790427274,65408,128067.62051391602,1.9578884548403745
dense_nvfp4,layer_type:5:up_proj,layer_type,5,up_proj,1,1,1.9580787403942788,0.00019028555390421253,7.085700509105968,65408,128074.01425170898,1.9578884548403745
dense_nvfp4,layer_type:5:down_proj,layer_type,5,down_proj,1,1,1.9577676125468573,-0.00012084229351727593,7.083496293273341,65408,128053.66400146484,1.9578884548403745
dense_nvfp4,layer_type:6:q_proj,layer_type,6,q_proj,1,1,1.958084630872872,0.00019617603249755255,7.085742247396065,65408,128074.39953613281,1.9578884548403745
dense_nvfp4,layer_type:6:k_proj,layer_type,6,k_proj,1,1,1.9578849984708364,-3.4563695381351067e-06,7.084327844835999,65408,128061.34197998047,1.9578884548403745
dense_nvfp4,layer_type:6:v_proj,layer_type,6,v_proj,1,1,1.9579280052632968,3.955042292225208e-05,7.084632525604968,65408,128064.15496826172,1.9578884548403745
dense_nvfp4,layer_type:6:o_proj,layer_type,6,o_proj,1,1,1.9577765166176275,-0.00011193822274702114,7.083559365506437,65408,128054.24639892578,1.9578884548403745
dense_nvfp4,layer_type:6:gate_proj,layer_type,6,gate_proj,1,1,1.9579247980435066,3.6343203132060964e-05,7.084609803667763,65408,128063.94519042969,1.9578884548403745
dense_nvfp4,layer_type:6:up_proj,layer_type,6,up_proj,1,1,1.9581572864853474,0.0002688316449728223,7.086257085041588,65408,128079.1517944336,1.9578884548403745
dense_nvfp4,layer_type:6:down_proj,layer_type,6,down_proj,1,1,1.957897088299059,8.633458684403905e-06,7.084413493660454,65408,128062.13275146484,1.9578884548403745
dense_nvfp4,layer_type:7:q_proj,layer_type,7,q_proj,1,1,1.9578616689095991,-2.6785930775430344e-05,7.084162572503591,65408,128059.81604003906,1.9578884548403745
dense_nvfp4,layer_type:7:k_proj,layer_type,7,k_proj,1,1,1.9578088370321314,-7.961780824317088e-05,7.083788312781108,65408,128056.36041259766,1.9578884548403745
dense_nvfp4,layer_type:7:v_proj,layer_type,7,v_proj,1,1,1.958027816798589,0.00013936195821440123,7.085339688945272,65408,128070.68344116211,1.9578884548403745
dense_nvfp4,layer_type:7:o_proj,layer_type,7,o_proj,1,1,1.9578547729671352,-3.3681873239377325e-05,7.084113720694526,65408,128059.36499023438,1.9578884548403745
