method,model_key,model_path,batch,input_seq,output_seq,max_model_len,total_prompt_tokens,total_tokens,status,iters,mean_ms,median_ms,min_ms,max_ms,std_ms,input_tokens_per_s_median,total_tokens_per_s_median,error
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,8,2048,1,2049,16384,16392,OK,5,646.8131218105555,649.8170383274555,640.6577490270138,651.1629577726126,5.006071296143702,25213.250859303847,25225.562016949993,
