name,module_name,module_index,layer,module_type,module_family,n,k,selected_method,backend,quality_cost,latency_cost
backbone.dino.model.layer.2.base_model.model.mlp.down_proj,backbone.dino.model.layer.2.base_model.model.mlp.down_proj,21,2,down_proj,mlp,1280,5120,dense_bf16,dense_bf16,1.5741985242420192e-06,0.2656592
backbone.dino.model.layer.3.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.3.base_model.model.attention.k_proj.base_layer,22,3,k_proj,attention,1280,1280,dense_bf16,dense_bf16,1.6697545772461187e-06,0.0825024
backbone.dino.model.layer.3.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.3.base_model.model.attention.v_proj.base_layer,23,3,v_proj,attention,1280,1280,dense_bf16,dense_bf16,1.900049320569023e-06,0.0843232
backbone.dino.model.layer.3.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.3.base_model.model.attention.q_proj.base_layer,24,3,q_proj,attention,1280,1280,dense_bf16,dense_bf16,1.7039029353754362e-06,0.084512
backbone.dino.model.layer.3.base_model.model.attention.o_proj,backbone.dino.model.layer.3.base_model.model.attention.o_proj,25,3,o_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.7467468137212727e-06,0.0847248
backbone.dino.model.layer.3.base_model.model.mlp.gate_proj,backbone.dino.model.layer.3.base_model.model.mlp.gate_proj,26,3,gate_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.7515438070372613e-06,0.2655472
backbone.dino.model.layer.3.base_model.model.mlp.up_proj,backbone.dino.model.layer.3.base_model.model.mlp.up_proj,27,3,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.8790698383509385e-06,0.2658368
backbone.dino.model.layer.3.base_model.model.mlp.down_proj,backbone.dino.model.layer.3.base_model.model.mlp.down_proj,28,3,down_proj,mlp,1280,5120,dense_bf16,dense_bf16,1.5172229836258406e-06,0.2589232
backbone.dino.model.layer.4.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.4.base_model.model.attention.k_proj.base_layer,29,4,k_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.5790677099691365e-06,0.0829664
backbone.dino.model.layer.4.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.4.base_model.model.attention.v_proj.base_layer,30,4,v_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.874463083570028e-06,0.084496
backbone.dino.model.layer.4.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.4.base_model.model.attention.q_proj.base_layer,31,4,q_proj,attention,1280,1280,dense_bf16,dense_bf16,1.6802804442468068e-06,0.0844848
backbone.dino.model.layer.4.base_model.model.attention.o_proj,backbone.dino.model.layer.4.base_model.model.attention.o_proj,32,4,o_proj,attention,1280,1280,dense_bf16,dense_bf16,1.8436269597107581e-06,0.08432
backbone.dino.model.layer.4.base_model.model.mlp.gate_proj,backbone.dino.model.layer.4.base_model.model.mlp.gate_proj,33,4,gate_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.8027834652782865e-06,0.2641728
backbone.dino.model.layer.4.base_model.model.mlp.up_proj,backbone.dino.model.layer.4.base_model.model.mlp.up_proj,34,4,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.867947030935287e-06,0.2642208
backbone.dino.model.layer.4.base_model.model.mlp.down_proj,backbone.dino.model.layer.4.base_model.model.mlp.down_proj,35,4,down_proj,mlp,1280,5120,dense_bf16,dense_bf16,1.7396190762955148e-06,0.2588976
backbone.dino.model.layer.5.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.5.base_model.model.attention.k_proj.base_layer,36,5,k_proj,attention,1280,1280,dense_bf16,dense_bf16,1.6191416673645451e-06,0.0828
backbone.dino.model.layer.5.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.5.base_model.model.attention.v_proj.base_layer,37,5,v_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.8543310234454304e-06,0.0843952
backbone.dino.model.layer.5.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.5.base_model.model.attention.q_proj.base_layer,38,5,q_proj,attention,1280,1280,dense_bf16,dense_bf16,1.7912749980952296e-06,0.0840624
backbone.dino.model.layer.5.base_model.model.attention.o_proj,backbone.dino.model.layer.5.base_model.model.attention.o_proj,39,5,o_proj,attention,1280,1280,dense_bf16,dense_bf16,1.7964425040376018e-06,0.0841472
backbone.dino.model.layer.5.base_model.model.mlp.gate_proj,backbone.dino.model.layer.5.base_model.model.mlp.gate_proj,40,5,gate_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.6693756986432307e-06,0.2649264
backbone.dino.model.layer.5.base_model.model.mlp.up_proj,backbone.dino.model.layer.5.base_model.model.mlp.up_proj,41,5,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.7019434528428535e-06,0.2823616
backbone.dino.model.layer.5.base_model.model.mlp.down_proj,backbone.dino.model.layer.5.base_model.model.mlp.down_proj,42,5,down_proj,mlp,1280,5120,dense_bf16,dense_bf16,1.7175801432834756e-06,0.2588784
backbone.dino.model.layer.6.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.6.base_model.model.attention.k_proj.base_layer,43,6,k_proj,attention,1280,1280,dense_bf16,dense_bf16,1.7079434176455903e-06,0.0828112
backbone.dino.model.layer.6.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.6.base_model.model.attention.v_proj.base_layer,44,6,v_proj,attention,1280,1280,dense_bf16,dense_bf16,1.8234210586557053e-06,0.0839936
backbone.dino.model.layer.6.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.6.base_model.model.attention.q_proj.base_layer,45,6,q_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.6547775664236352e-06,0.084672
backbone.dino.model.layer.6.base_model.model.attention.o_proj,backbone.dino.model.layer.6.base_model.model.attention.o_proj,46,6,o_proj,attention,1280,1280,dense_bf16,dense_bf16,1.8458791876704342e-06,0.0844016
backbone.dino.model.layer.6.base_model.model.mlp.gate_proj,backbone.dino.model.layer.6.base_model.model.mlp.gate_proj,47,6,gate_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.7679126721564784e-06,0.2650016
backbone.dino.model.layer.6.base_model.model.mlp.up_proj,backbone.dino.model.layer.6.base_model.model.mlp.up_proj,48,6,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.8122916179683069e-06,0.2648752
backbone.dino.model.layer.6.base_model.model.mlp.down_proj,backbone.dino.model.layer.6.base_model.model.mlp.down_proj,49,6,down_proj,mlp,1280,5120,sparse_bf16,sparse_bf16,2.0153437441366225e-06,0.2604816
backbone.dino.model.layer.7.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.7.base_model.model.attention.k_proj.base_layer,50,7,k_proj,attention,1280,1280,dense_bf16,dense_bf16,1.8552383492677631e-06,0.0827376
backbone.dino.model.layer.7.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.7.base_model.model.attention.v_proj.base_layer,51,7,v_proj,attention,1280,1280,dense_bf16,dense_bf16,1.7938597919365421e-06,0.0844144
backbone.dino.model.layer.7.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.7.base_model.model.attention.q_proj.base_layer,52,7,q_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.8601011855397139e-06,0.0844544
backbone.dino.model.layer.7.base_model.model.attention.o_proj,backbone.dino.model.layer.7.base_model.model.attention.o_proj,53,7,o_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.747176593184446e-06,0.0843936
backbone.dino.model.layer.7.base_model.model.mlp.gate_proj,backbone.dino.model.layer.7.base_model.model.mlp.gate_proj,54,7,gate_proj,mlp,5120,1280,sparse_bf16,sparse_bf16,1.6681654750154948e-06,0.2653392
backbone.dino.model.layer.7.base_model.model.mlp.up_proj,backbone.dino.model.layer.7.base_model.model.mlp.up_proj,55,7,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.7449390551793577e-06,0.264792
backbone.dino.model.layer.7.base_model.model.mlp.down_proj,backbone.dino.model.layer.7.base_model.model.mlp.down_proj,56,7,down_proj,mlp,1280,5120,dense_bf16,dense_bf16,1.7852564753441663e-06,0.2592416
backbone.dino.model.layer.8.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.8.base_model.model.attention.k_proj.base_layer,57,8,k_proj,attention,1280,1280,dense_bf16,dense_bf16,1.7917312671142855e-06,0.0829696
backbone.dino.model.layer.8.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.8.base_model.model.attention.v_proj.base_layer,58,8,v_proj,attention,1280,1280,dense_bf16,dense_bf16,1.8192945826927575e-06,0.0847952
backbone.dino.model.layer.8.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.8.base_model.model.attention.q_proj.base_layer,59,8,q_proj,attention,1280,1280,dense_bf16,dense_bf16,1.7550685081162252e-06,0.0841776
backbone.dino.model.layer.8.base_model.model.attention.o_proj,backbone.dino.model.layer.8.base_model.model.attention.o_proj,60,8,o_proj,attention,1280,1280,sparse_bf16,sparse_bf16,2.0418675803147664e-06,0.084384
backbone.dino.model.layer.8.base_model.model.mlp.gate_proj,backbone.dino.model.layer.8.base_model.model.mlp.gate_proj,61,8,gate_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.7319446929931904e-06,0.2643968
backbone.dino.model.layer.8.base_model.model.mlp.up_proj,backbone.dino.model.layer.8.base_model.model.mlp.up_proj,62,8,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.8270943530209334e-06,0.2659776
backbone.dino.model.layer.8.base_model.model.mlp.down_proj,backbone.dino.model.layer.8.base_model.model.mlp.down_proj,63,8,down_proj,mlp,1280,5120,dense_bf16,dense_bf16,1.8946618025099547e-06,0.2586304
backbone.dino.model.layer.9.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.9.base_model.model.attention.k_proj.base_layer,64,9,k_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.7378992796912644e-06,0.0826256
backbone.dino.model.layer.9.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.9.base_model.model.attention.v_proj.base_layer,65,9,v_proj,attention,1280,1280,dense_bf16,dense_bf16,2.0077487688812524e-06,0.0846352
backbone.dino.model.layer.9.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.9.base_model.model.attention.q_proj.base_layer,66,9,q_proj,attention,1280,1280,dense_bf16,dense_bf16,1.6854318524378264e-06,0.083312
backbone.dino.model.layer.9.base_model.model.attention.o_proj,backbone.dino.model.layer.9.base_model.model.attention.o_proj,67,9,o_proj,attention,1280,1280,dense_bf16,dense_bf16,2.0862845411431646e-06,0.0846144
backbone.dino.model.layer.9.base_model.model.mlp.gate_proj,backbone.dino.model.layer.9.base_model.model.mlp.gate_proj,68,9,gate_proj,mlp,5120,1280,sparse_bf16,sparse_bf16,1.7958249704175478e-06,0.2656288
backbone.dino.model.layer.9.base_model.model.mlp.up_proj,backbone.dino.model.layer.9.base_model.model.mlp.up_proj,69,9,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.8421510337831638e-06,0.2653232
backbone.dino.model.layer.9.base_model.model.mlp.down_proj,backbone.dino.model.layer.9.base_model.model.mlp.down_proj,70,9,down_proj,mlp,1280,5120,sparse_bf16,sparse_bf16,1.8829865572065338e-06,0.2585504
backbone.dino.model.layer.10.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.10.base_model.model.attention.k_proj.base_layer,71,10,k_proj,attention,1280,1280,dense_bf16,dense_bf16,2.1027326464435114e-06,0.0830688
backbone.dino.model.layer.10.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.10.base_model.model.attention.v_proj.base_layer,72,10,v_proj,attention,1280,1280,dense_bf16,dense_bf16,1.7721138154772389e-06,0.0842864
backbone.dino.model.layer.10.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.10.base_model.model.attention.q_proj.base_layer,73,10,q_proj,attention,1280,1280,dense_bf16,dense_bf16,1.817834769320442e-06,0.0847072
backbone.dino.model.layer.10.base_model.model.attention.o_proj,backbone.dino.model.layer.10.base_model.model.attention.o_proj,74,10,o_proj,attention,1280,1280,dense_bf16,dense_bf16,1.94186115318993e-06,0.0843136
backbone.dino.model.layer.10.base_model.model.mlp.gate_proj,backbone.dino.model.layer.10.base_model.model.mlp.gate_proj,75,10,gate_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.625680644710335e-06,0.2645632
backbone.dino.model.layer.10.base_model.model.mlp.up_proj,backbone.dino.model.layer.10.base_model.model.mlp.up_proj,76,10,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.8621843613935877e-06,0.2650496
backbone.dino.model.layer.10.base_model.model.mlp.down_proj,backbone.dino.model.layer.10.base_model.model.mlp.down_proj,77,10,down_proj,mlp,1280,5120,dense_bf16,dense_bf16,2.055864126497883e-06,0.2665456
backbone.dino.model.layer.11.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.11.base_model.model.attention.k_proj.base_layer,78,11,k_proj,attention,1280,1280,dense_bf16,dense_bf16,1.9995595080556458e-06,0.0827776
backbone.dino.model.layer.11.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.11.base_model.model.attention.v_proj.base_layer,79,11,v_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.8978098990598747e-06,0.084808
backbone.dino.model.layer.11.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.11.base_model.model.attention.q_proj.base_layer,80,11,q_proj,attention,1280,1280,dense_bf16,dense_bf16,1.8118253662828845e-06,0.0847248
backbone.dino.model.layer.11.base_model.model.attention.o_proj,backbone.dino.model.layer.11.base_model.model.attention.o_proj,81,11,o_proj,attention,1280,1280,dense_bf16,dense_bf16,1.943358782895208e-06,0.0849728
backbone.dino.model.layer.11.base_model.model.mlp.gate_proj,backbone.dino.model.layer.11.base_model.model.mlp.gate_proj,82,11,gate_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.6063244055359098e-06,0.264792
backbone.dino.model.layer.11.base_model.model.mlp.up_proj,backbone.dino.model.layer.11.base_model.model.mlp.up_proj,83,11,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.8154360190111445e-06,0.2651968
backbone.dino.model.layer.11.base_model.model.mlp.down_proj,backbone.dino.model.layer.11.base_model.model.mlp.down_proj,84,11,down_proj,mlp,1280,5120,dense_bf16,dense_bf16,1.6823301460066442e-06,0.2588704
backbone.dino.model.layer.12.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.12.base_model.model.attention.k_proj.base_layer,85,12,k_proj,attention,1280,1280,dense_bf16,dense_bf16,1.7805668238726876e-06,0.0829488
backbone.dino.model.layer.12.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.12.base_model.model.attention.v_proj.base_layer,86,12,v_proj,attention,1280,1280,dense_bf16,dense_bf16,1.7856058183095624e-06,0.08496
backbone.dino.model.layer.12.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.12.base_model.model.attention.q_proj.base_layer,87,12,q_proj,attention,1280,1280,dense_bf16,dense_bf16,1.6565886822351607e-06,0.084056
backbone.dino.model.layer.12.base_model.model.attention.o_proj,backbone.dino.model.layer.12.base_model.model.attention.o_proj,88,12,o_proj,attention,1280,1280,dense_bf16,dense_bf16,2.1920514242573546e-06,0.0843712
backbone.dino.model.layer.12.base_model.model.mlp.gate_proj,backbone.dino.model.layer.12.base_model.model.mlp.gate_proj,89,12,gate_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.7976892981816018e-06,0.266648
backbone.dino.model.layer.12.base_model.model.mlp.up_proj,backbone.dino.model.layer.12.base_model.model.mlp.up_proj,90,12,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.9472628799837564e-06,0.2654544
backbone.dino.model.layer.12.base_model.model.mlp.down_proj,backbone.dino.model.layer.12.base_model.model.mlp.down_proj,91,12,down_proj,mlp,1280,5120,dense_bf16,dense_bf16,2.0591136718341966e-06,0.2592224
backbone.dino.model.layer.13.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.13.base_model.model.attention.k_proj.base_layer,92,13,k_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.9427123181494196e-06,0.08264
backbone.dino.model.layer.13.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.13.base_model.model.attention.v_proj.base_layer,93,13,v_proj,attention,1280,1280,dense_bf16,dense_bf16,1.9663897492759827e-06,0.084528
backbone.dino.model.layer.13.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.13.base_model.model.attention.q_proj.base_layer,94,13,q_proj,attention,1280,1280,dense_bf16,dense_bf16,1.7417067843804256e-06,0.0846512
backbone.dino.model.layer.13.base_model.model.attention.o_proj,backbone.dino.model.layer.13.base_model.model.attention.o_proj,95,13,o_proj,attention,1280,1280,dense_bf16,dense_bf16,2.188908016308323e-06,0.0845184
backbone.dino.model.layer.13.base_model.model.mlp.gate_proj,backbone.dino.model.layer.13.base_model.model.mlp.gate_proj,96,13,gate_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.7985076288706943e-06,0.2648992
backbone.dino.model.layer.13.base_model.model.mlp.up_proj,backbone.dino.model.layer.13.base_model.model.mlp.up_proj,97,13,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.911059608361874e-06,0.2658
backbone.dino.model.layer.13.base_model.model.mlp.down_proj,backbone.dino.model.layer.13.base_model.model.mlp.down_proj,98,13,down_proj,mlp,1280,5120,dense_bf16,dense_bf16,2.044322502692956e-06,0.2589392
backbone.dino.model.layer.14.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.14.base_model.model.attention.k_proj.base_layer,99,14,k_proj,attention,1280,1280,dense_bf16,dense_bf16,1.8856536550344022e-06,0.0823376
backbone.dino.model.layer.14.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.14.base_model.model.attention.v_proj.base_layer,100,14,v_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.9980747970244576e-06,0.084616
backbone.dino.model.layer.14.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.14.base_model.model.attention.q_proj.base_layer,101,14,q_proj,attention,1280,1280,dense_bf16,dense_bf16,1.6704253844457349e-06,0.0839952
backbone.dino.model.layer.14.base_model.model.attention.o_proj,backbone.dino.model.layer.14.base_model.model.attention.o_proj,102,14,o_proj,attention,1280,1280,dense_bf16,dense_bf16,2.1174967522767554e-06,0.0842336
backbone.dino.model.layer.14.base_model.model.mlp.gate_proj,backbone.dino.model.layer.14.base_model.model.mlp.gate_proj,103,14,gate_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.824888716777395e-06,0.2647504
backbone.dino.model.layer.14.base_model.model.mlp.up_proj,backbone.dino.model.layer.14.base_model.model.mlp.up_proj,104,14,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.9168659405613668e-06,0.2645184
backbone.dino.model.layer.14.base_model.model.mlp.down_proj,backbone.dino.model.layer.14.base_model.model.mlp.down_proj,105,14,down_proj,mlp,1280,5120,dense_bf16,dense_bf16,1.999260419815751e-06,0.2595184
backbone.dino.model.layer.15.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.15.base_model.model.attention.k_proj.base_layer,106,15,k_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.8828489663445217e-06,0.0828848
backbone.dino.model.layer.15.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.15.base_model.model.attention.v_proj.base_layer,107,15,v_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.999175077644862e-06,0.0842944
backbone.dino.model.layer.15.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.15.base_model.model.attention.q_proj.base_layer,108,15,q_proj,attention,1280,1280,dense_bf16,dense_bf16,1.6085129261285265e-06,0.0842528
backbone.dino.model.layer.15.base_model.model.attention.o_proj,backbone.dino.model.layer.15.base_model.model.attention.o_proj,109,15,o_proj,attention,1280,1280,dense_bf16,dense_bf16,2.2938112744999874e-06,0.0844064
backbone.dino.model.layer.15.base_model.model.mlp.gate_proj,backbone.dino.model.layer.15.base_model.model.mlp.gate_proj,110,15,gate_proj,mlp,5120,1280,sparse_bf16,sparse_bf16,1.8337114443505066e-06,0.2669392
backbone.dino.model.layer.15.base_model.model.mlp.up_proj,backbone.dino.model.layer.15.base_model.model.mlp.up_proj,111,15,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.984992145999409e-06,0.2594016
backbone.dino.model.layer.15.base_model.model.mlp.down_proj,backbone.dino.model.layer.15.base_model.model.mlp.down_proj,112,15,down_proj,mlp,1280,5120,dense_bf16,dense_bf16,2.1165195698361635e-06,0.2586112
backbone.dino.model.layer.16.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.16.base_model.model.attention.k_proj.base_layer,113,16,k_proj,attention,1280,1280,dense_bf16,dense_bf16,1.9156669763514295e-06,0.0867056
backbone.dino.model.layer.16.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.16.base_model.model.attention.v_proj.base_layer,114,16,v_proj,attention,1280,1280,dense_bf16,dense_bf16,1.815747999520351e-06,0.0846288
backbone.dino.model.layer.16.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.16.base_model.model.attention.q_proj.base_layer,115,16,q_proj,attention,1280,1280,dense_bf16,dense_bf16,1.7211173140307905e-06,0.0836928
backbone.dino.model.layer.16.base_model.model.attention.o_proj,backbone.dino.model.layer.16.base_model.model.attention.o_proj,116,16,o_proj,attention,1280,1280,dense_bf16,dense_bf16,2.232088425751933e-06,0.0846672
backbone.dino.model.layer.16.base_model.model.mlp.gate_proj,backbone.dino.model.layer.16.base_model.model.mlp.gate_proj,117,16,gate_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.7622326071902295e-06,0.2645328
backbone.dino.model.layer.16.base_model.model.mlp.up_proj,backbone.dino.model.layer.16.base_model.model.mlp.up_proj,118,16,up_proj,mlp,5120,1280,dense_bf16,dense_bf16,1.9568694420128683e-06,0.265224
backbone.dino.model.layer.16.base_model.model.mlp.down_proj,backbone.dino.model.layer.16.base_model.model.mlp.down_proj,119,16,down_proj,mlp,1280,5120,sparse_bf16,sparse_bf16,2.1555353519288093e-06,0.2591904
backbone.dino.model.layer.17.base_model.model.attention.k_proj.base_layer,backbone.dino.model.layer.17.base_model.model.attention.k_proj.base_layer,120,17,k_proj,attention,1280,1280,dense_bf16,dense_bf16,1.8617377922355558e-06,0.0828352
backbone.dino.model.layer.17.base_model.model.attention.v_proj.base_layer,backbone.dino.model.layer.17.base_model.model.attention.v_proj.base_layer,121,17,v_proj,attention,1280,1280,dense_bf16,dense_bf16,1.9244034399660487e-06,0.0846416
backbone.dino.model.layer.17.base_model.model.attention.q_proj.base_layer,backbone.dino.model.layer.17.base_model.model.attention.q_proj.base_layer,122,17,q_proj,attention,1280,1280,sparse_bf16,sparse_bf16,1.7375334752267095e-06,0.0846736
backbone.dino.model.layer.17.base_model.model.attention.o_proj,backbone.dino.model.layer.17.base_model.model.attention.o_proj,123,17,o_proj,attention,1280,1280,dense_bf16,dense_bf16,2.144819342735447e-06,0.0844672
backbone.dino.model.layer.17.base_model.model.mlp.gate_proj,backbone.dino.model.layer.17.base_model.model.mlp.gate_proj,124,17,gate_proj,mlp,5120,1280,sparse_bf16,sparse_bf16,1.823639029858275e-06,0.2653232
