policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p53,prefill_only,100,204800,1.983379703760147,2.2837450444698333,0.30036534070968623,0.30036534070968623
