policy_name,model_path,task,num_fewshot,limit,sample_len,arc_acc,arc_acc_norm
policy_000_4f5ae62f3f,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/checkpoints/policy_000_4f5ae62f3f,arc_challenge,0,,1172,0.4249146757679181,0.44283276450511944
policy_001_2ac520a243,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/checkpoints/policy_001_2ac520a243,arc_challenge,0,,1172,0.40273037542662116,0.4308873720136519
policy_002_605d24248e,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/checkpoints/policy_002_605d24248e,arc_challenge,0,,1172,0.3319112627986348,0.36177474402730375
policy_003_23b5bafdf0,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/checkpoints/policy_003_23b5bafdf0,arc_challenge,0,,1172,0.3370307167235495,0.3660409556313993
policy_004_4831f76351,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/checkpoints/policy_004_4831f76351,arc_challenge,0,,1172,0.40784982935153585,0.43686006825938567
policy_005_023ac1246d,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/checkpoints/policy_005_023ac1246d,arc_challenge,0,,1172,0.3848122866894198,0.4061433447098976
policy_006_4db717c6ec,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/checkpoints/policy_006_4db717c6ec,arc_challenge,0,,1172,0.3412969283276451,0.3660409556313993
policy_007_f74a83b67c,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/checkpoints/policy_007_f74a83b67c,arc_challenge,0,,1172,0.40102389078498296,0.42662116040955633
