method,total_right,total_wrong,global_accuracy,replaced_linear_count,skipped_linear_count,replacement_backend,activation_quant,calibration_used
dense_nvfp4_prefill_marlin_decode,4934,66,0.986800,224,0,dense_nvfp4_prefill_marlin_decode,dynamic_online_for_prefill_bf16_for_decode,False
