benchmark_level,shape_index,m,n,k,gpu,warmup,iters,bias,torch_version,cuda_version,kernel,status,latency_ms,tflops,error_msg
module_forward,0,16384,12288,4096,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,3.919315,420.805003,
module_forward,0,16384,12288,4096,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,3.154346,522.855658,
module_forward,0,16384,12288,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,2.818371,585.184606,
module_forward,0,16384,12288,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,2.581357,638.914950,
module_forward,0,16384,12288,4096,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,4.726230,348.960438,
module_forward,1,16384,4096,4096,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,1.395469,393.957798,
module_forward,1,16384,4096,4096,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,2.146086,256.166673,
module_forward,1,16384,4096,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,1.042707,527.238914,
module_forward,1,16384,4096,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,1.979472,277.728512,
module_forward,1,16384,4096,4096,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,1.581341,347.651700,
module_forward,2,16384,22016,4096,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,7.137189,414.019801,
module_forward,2,16384,22016,4096,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,4.177394,707.363920,
module_forward,2,16384,22016,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,4.808970,614.463749,
module_forward,2,16384,22016,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,3.372560,876.170473,
module_forward,2,16384,22016,4096,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,8.212197,359.823027,
module_forward,3,16384,4096,11008,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,3.451197,428.103303,
module_forward,3,16384,4096,11008,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,5.300776,278.726880,
module_forward,3,16384,4096,11008,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,2.506685,589.411466,
module_forward,3,16384,4096,11008,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,5.056704,292.180192,
module_forward,3,16384,4096,11008,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,3.959331,373.161193,
