timestamp,model,head,method,task,runtime_dtype,device,num_samples,batch_size,num_workers,resize_size,hidden_size,num_register_tokens,top1,top5,elapsed_sec,images_per_sec,backbone_path,head_path,dataset_root,csv,zip,cutlass_sparse_bf16_module_count,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,nvfp4_scale_rule,calib_samples,checkpoint_format,runtime_checkpoint_path,source_checkpoint_path,packed_checkpoint_file_size_bytes,runtime_checkpoint_loader_mode,storage_checkpoint_path,storage_checkpoint_format,storage_checkpoint_file_size_bytes,kernel_backend,sparse_backend,sparse_pattern,sparse_prune_on_convert,token_pad_multiple,replaced_linear_count,skipped_linear_count
2026-05-18T01:05:27,facebook/dinov3-vit7b16-pretrain-lvd1689m,dinov3_vit7b16_imagenet1k_linear_head,sparse_bf16_cutlass,imagenet_accuracy,bfloat16,NVIDIA GeForce RTX 5090,50000,1,4,256,4096,4,0.872140,0.984160,1486.619,33.633,/data/home/scxj523/run/wja/data/models/facebook/dinov3-vit7b16-pretrain-lvd1689m,/data/home/scxj523/run/wja/data/models/facebook/dinov3_vit7b16_imagenet1k_linear_head/dinov3_vit7b16_imagenet1k_linear_head-90d8ed92.pth,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,280,2.9.0+cu128,12.8,artifacts/checkpoints/dinov3_vit7b16/semi_structured_sparse/model.pt,semi_structured_sparse,0.5,16,,16,cutlass_runtime_packed_v1,artifacts/checkpoints/dinov3_vit7b16/cutlass_sparse_bf16_runtime/model.pt,artifacts/checkpoints/dinov3_vit7b16/semi_structured_sparse/model.pt,7576780743,meta_skeleton_assign,,,,cutlass_sparse_bf16_cusparselt,cusparselt_bf16,2to4,False,8,280,0
