model,scenario,linear_group,n,k,count,prefill_backend,decode_backend,prefill_ms,decode_ms,conversion_ms,weighted_total_ms
Llama-2-7B,prefill_only,mlp.down_proj,4096,11008,32,sparse_nvfp4,sparse_nvfp4,4.881471967697143,0.0,0.0,156.20710296630858
Llama-2-7B,prefill_only,mlp.gate_proj,11008,4096,32,sparse_nvfp4,sparse_nvfp4,2.3603935480117797,0.0,0.0,75.53259353637695
Llama-2-7B,prefill_only,mlp.up_proj,11008,4096,32,sparse_nvfp4,sparse_nvfp4,2.3595904111862183,0.0,0.0,75.50689315795898
Llama-2-7B,prefill_only,self_attn.k_proj,4096,4096,32,sparse_nvfp4,sparse_nvfp4,1.8631680130958557,0.0,0.0,59.62137641906738
Llama-2-7B,prefill_only,self_attn.o_proj,4096,4096,32,sparse_nvfp4,sparse_nvfp4,1.8708767890930176,0.0,0.0,59.86805725097656
Llama-2-7B,prefill_only,self_attn.q_proj,4096,4096,32,sparse_nvfp4,sparse_nvfp4,1.8715744137763977,0.0,0.0,59.890381240844725
Llama-2-7B,prefill_only,self_attn.v_proj,4096,4096,32,sparse_nvfp4,sparse_nvfp4,1.8677472114562987,0.0,0.0,59.76791076660156
Llama-2-7B,prefill_only,__TOTAL__,,,,,,,,,546.3943153381347
