module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.self_attn.k_proj,0,k_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.0016254939320529253
model.layers.0.mlp.down_proj,0,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-11.873802880311064,0.03578318686338083
model.layers.1.self_attn.q_proj,1,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.006619225576817108
model.layers.1.self_attn.k_proj,1,k_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.0062558273276660924
model.layers.1.mlp.up_proj,1,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.07723092812965181
model.layers.2.self_attn.q_proj,2,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.007550517251145344
model.layers.2.self_attn.k_proj,2,k_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.006433274813749645
model.layers.2.mlp.gate_proj,2,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.07194509675836203
model.layers.3.mlp.gate_proj,3,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.07888982500598907
model.layers.15.mlp.up_proj,15,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.08483410190498858
model.layers.16.mlp.up_proj,16,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.08318317131216384
model.layers.17.mlp.up_proj,17,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.09032728385354415
model.layers.21.mlp.gate_proj,21,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.06625356871501217
model.layers.22.mlp.gate_proj,22,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.06866046335437279
model.layers.23.mlp.gate_proj,23,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.07523881525935354
model.layers.24.mlp.gate_proj,24,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.08823779465229982
model.layers.25.mlp.gate_proj,25,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.08884749628123569
model.layers.26.mlp.gate_proj,26,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.08375502199881497
model.layers.27.mlp.gate_proj,27,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.07939504718892723
model.layers.28.mlp.gate_proj,28,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.07657451384646109
model.layers.29.mlp.up_proj,29,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.07846056908514107
model.layers.31.mlp.down_proj,31,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-11.873802880311064,0.035682330218401774
