module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.self_attn.v_proj,0,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09629729742919978
model.layers.1.self_attn.v_proj,1,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.0889107496871865
model.layers.2.self_attn.v_proj,2,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09327617907339801
model.layers.2.self_attn.o_proj,2,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.08129171141223154
model.layers.3.self_attn.v_proj,3,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09675703750747117
model.layers.4.self_attn.v_proj,4,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10138295697782426
model.layers.4.self_attn.o_proj,4,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.08026980202798445
model.layers.5.self_attn.v_proj,5,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10642543725808011
model.layers.5.self_attn.o_proj,5,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09251573287203305
model.layers.6.self_attn.v_proj,6,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09684221934821598
model.layers.6.self_attn.o_proj,6,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09635492815207683
model.layers.7.self_attn.v_proj,7,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09958761785288672
model.layers.7.self_attn.o_proj,7,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.11047927377606584
model.layers.8.self_attn.v_proj,8,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.08593170346029672
model.layers.8.self_attn.o_proj,8,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.11250006603677072
model.layers.9.self_attn.v_proj,9,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.08786600431251641
model.layers.9.self_attn.o_proj,9,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.11975507623350974
model.layers.10.self_attn.v_proj,10,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.08573337720752042
model.layers.10.self_attn.o_proj,10,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.1284917298485558
model.layers.11.self_attn.o_proj,11,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.13661835999600289
model.layers.12.self_attn.v_proj,12,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09083810284655958
model.layers.12.self_attn.o_proj,12,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.13084963215331175
model.layers.13.self_attn.v_proj,13,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09973604408048867
model.layers.13.self_attn.o_proj,13,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.12328530786592422
model.layers.14.self_attn.v_proj,14,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10050032826825814
model.layers.14.self_attn.o_proj,14,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.13866136040515037
model.layers.15.self_attn.v_proj,15,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09925072135873814
model.layers.15.self_attn.o_proj,15,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.12140180154651135
model.layers.16.self_attn.v_proj,16,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10884244458585408
model.layers.16.self_attn.o_proj,16,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10828243323545857
model.layers.17.self_attn.v_proj,17,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10343865078038338
model.layers.17.self_attn.o_proj,17,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.11318926220898529
model.layers.18.self_attn.v_proj,18,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10771650607432776
model.layers.18.self_attn.o_proj,18,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10891921704834061
model.layers.19.self_attn.v_proj,19,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10669439983002124
model.layers.19.self_attn.o_proj,19,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.11035821273329141
model.layers.20.self_attn.v_proj,20,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.11318252368768615
model.layers.20.self_attn.o_proj,20,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.08634476148849425
model.layers.21.self_attn.v_proj,21,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.11803595920806247
model.layers.21.self_attn.o_proj,21,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10116348554395029
model.layers.22.self_attn.v_proj,22,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.1117201235261431
model.layers.22.self_attn.o_proj,22,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.08689333886142614
model.layers.23.self_attn.v_proj,23,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.11447964871728752
model.layers.23.self_attn.o_proj,23,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.1048220184792374
model.layers.24.self_attn.v_proj,24,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.13460392544928573
model.layers.24.self_attn.o_proj,24,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.09596771851453083
model.layers.25.self_attn.v_proj,25,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.13378874575833782
model.layers.25.self_attn.o_proj,25,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10298876303170347
model.layers.26.self_attn.v_proj,26,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.13850377358757443
model.layers.27.self_attn.v_proj,27,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.13089691174406265
model.layers.27.self_attn.o_proj,27,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.11854331227747278
model.layers.28.self_attn.v_proj,28,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.12995353938113044
model.layers.28.self_attn.o_proj,28,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.10381506244598224
model.layers.29.self_attn.v_proj,29,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.1373187121980304
model.layers.30.self_attn.v_proj,30,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.121159627199056
model.layers.31.self_attn.v_proj,31,v_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.12435127007055917
