n,seed,accuracy,abs_error
75,28,0.9733333333333334,0.013066666666666671
75,29,0.9733333333333334,0.013066666666666671
100,0,0.97,0.01640000000000008
100,1,0.98,0.006400000000000072
100,2,1.0,0.013599999999999945
100,3,0.97,0.01640000000000008
100,4,0.99,0.0035999999999999366
100,5,0.99,0.0035999999999999366
100,6,0.98,0.006400000000000072
100,7,0.99,0.0035999999999999366
100,8,0.99,0.0035999999999999366
100,9,1.0,0.013599999999999945
100,10,1.0,0.013599999999999945
100,11,0.99,0.0035999999999999366
100,12,1.0,0.013599999999999945
100,13,0.96,0.02640000000000009
100,14,0.98,0.006400000000000072
100,15,0.99,0.0035999999999999366
100,16,0.99,0.0035999999999999366
100,17,0.99,0.0035999999999999366
100,18,0.99,0.0035999999999999366
100,19,0.98,0.006400000000000072
100,20,0.98,0.006400000000000072
100,21,0.98,0.006400000000000072
100,22,0.99,0.0035999999999999366
100,23,1.0,0.013599999999999945
100,24,0.99,0.0035999999999999366
100,25,0.98,0.006400000000000072
100,26,0.99,0.0035999999999999366
100,27,0.99,0.0035999999999999366
100,28,0.98,0.006400000000000072
100,29,0.98,0.006400000000000072
150,0,0.9733333333333334,0.013066666666666671
150,1,0.9866666666666667,0.0002666666666666373
150,2,1.0,0.013599999999999945
150,3,0.98,0.006400000000000072
150,4,0.9933333333333333,0.006933333333333236
150,5,0.9933333333333333,0.006933333333333236
150,6,0.9866666666666667,0.0002666666666666373
150,7,0.9933333333333333,0.006933333333333236
150,8,0.9866666666666667,0.0002666666666666373
150,9,1.0,0.013599999999999945
150,10,1.0,0.013599999999999945
150,11,0.9866666666666667,0.0002666666666666373
150,12,0.9933333333333333,0.006933333333333236
150,13,0.9733333333333334,0.013066666666666671
150,14,0.9866666666666667,0.0002666666666666373
150,15,0.9933333333333333,0.006933333333333236
150,16,0.9933333333333333,0.006933333333333236
150,17,0.9933333333333333,0.006933333333333236
150,18,0.9866666666666667,0.0002666666666666373
150,19,0.98,0.006400000000000072
150,20,0.9866666666666667,0.0002666666666666373
150,21,0.9866666666666667,0.0002666666666666373
150,22,0.9933333333333333,0.006933333333333236
150,23,1.0,0.013599999999999945
150,24,0.9933333333333333,0.006933333333333236
150,25,0.9866666666666667,0.0002666666666666373
150,26,0.9933333333333333,0.006933333333333236
150,27,0.9866666666666667,0.0002666666666666373
150,28,0.98,0.006400000000000072
150,29,0.98,0.006400000000000072
200,0,0.98,0.006400000000000072
200,1,0.985,0.0014000000000000679
200,2,1.0,0.013599999999999945
200,3,0.975,0.011400000000000077
200,4,0.995,0.008599999999999941
200,5,0.99,0.0035999999999999366
200,6,0.99,0.0035999999999999366
200,7,0.99,0.0035999999999999366
200,8,0.985,0.0014000000000000679
200,9,0.99,0.0035999999999999366
200,10,0.995,0.008599999999999941
200,11,0.99,0.0035999999999999366
200,12,0.99,0.0035999999999999366
