policy_id,split,policy_kind,sample_count,token_count,avg_nll,target_delta_nll,elapsed_seconds
p42,train,balanced_mixed,100,6400,1.9993441556125016,0.08128031384488654,49.07550018909387
p43,train,balanced_mixed,100,6400,2.0006674615991042,0.08260361983148923,41.7880378968548
p44,train,balanced_mixed,100,6400,1.9942934150777591,0.07622957331014413,41.63056611805223
p45,train,balanced_mixed,100,6400,2.0174142246800475,0.09935038291243248,48.3501548031345
p46,train,balanced_mixed,100,6400,2.001491897020935,0.08342805525331998,44.070276360958815
p47,train,balanced_mixed,100,6400,1.9993441556125016,0.08128031384488654,47.06725559406914
p48,train,balanced_mixed,100,6400,2.0006674615991042,0.08260361983148923,42.92204516986385
p49,train,balanced_mixed,100,6400,1.9942934150777591,0.07622957331014413,39.98103236686438
p50,train,balanced_mixed,100,6400,2.0174142246800475,0.09935038291243248,47.50611348007806
p51,train,balanced_mixed,100,6400,2.001491897020935,0.08342805525331998,43.181544079910964
p52,train,balanced_mixed,100,6400,1.9993441556125016,0.08128031384488654,49.139971314929426
p53,train,balanced_mixed,100,6400,2.0006674615991042,0.08260361983148923,42.54685543710366
p54,holdout,balanced_mixed,100,6400,1.9942934150777591,0.07622957331014413,41.31435836106539
p55,holdout,balanced_mixed,100,6400,2.0174142246800475,0.09935038291243248,48.634776199935004
p56,holdout,balanced_mixed,100,6400,2.001491897020935,0.08342805525331998,43.92485092696734
p57,holdout,balanced_mixed,100,6400,1.9993441556125016,0.08128031384488654,47.4702940909192
p58,holdout,balanced_mixed,100,6400,2.0006674615991042,0.08260361983148923,42.92310863803141
p59,holdout,balanced_mixed,100,6400,1.9942934150777591,0.07622957331014413,39.97262614709325
p60,holdout,balanced_mixed,100,6400,2.0174142246800475,0.09935038291243248,47.46937257400714
p61,holdout,balanced_mixed,100,6400,2.001491897020935,0.08342805525331998,43.54683311586268
p62,holdout,balanced_mixed,100,6400,1.9993441556125016,0.08128031384488654,46.433021520031616
p63,holdout,balanced_mixed,100,6400,2.0006674615991042,0.08260361983148923,40.73899819003418
p64,holdout,balanced_mixed,100,6400,1.9942934150777591,0.07622957331014413,41.53400073479861
p65,holdout,balanced_mixed,100,6400,2.0174142246800475,0.09935038291243248,47.67613324406557
p66,holdout,balanced_mixed,100,6400,2.001491897020935,0.08342805525331998,44.45234007993713
p67,holdout,balanced_mixed,100,6400,1.9993441556125016,0.08128031384488654,47.21641763509251
p68,holdout,balanced_mixed,100,6400,2.0006674615991042,0.08260361983148923,43.80983497900888
p69,holdout,balanced_mixed,100,6400,1.9942934150777591,0.07622957331014413,40.03293040301651
p70,holdout,balanced_mixed,100,6400,2.0174142246800475,0.09935038291243248,46.651984507916495
p71,holdout,balanced_mixed,100,6400,2.001491897020935,0.08342805525331998,40.310366577934474
