policy_id,split,policy_kind,sample_count,token_count,avg_nll,target_delta_nll,elapsed_seconds
p00,train,controlled,100,6400,1.918063841767615,0.0,31.375315442914143
p01,train,controlled,100,6400,1.9591804192459554,0.04111657747834041,34.89584585605189
p02,train,controlled,100,6400,2.254520793661442,0.3364569518938272,27.69565502484329
p03,train,controlled,100,6400,2.2524061484654188,0.33434230669780374,41.107375286053866
p04,train,controlled,100,6400,1.9384761687829064,0.020412327015291387,27.035781126003712
p05,train,controlled,100,6400,1.920241247441601,0.0021774056739860548,31.83930011698976
p06,train,controlled,100,6400,1.922521020087683,0.004457178320067978,31.8309938989114
p07,train,controlled,100,6400,1.9275904441358558,0.009526602368240766,32.23512861900963
p08,train,controlled,100,6400,1.9197587101068376,0.0016948683392226105,31.12626644410193
p09,train,controlled,100,6400,1.9181952141467469,0.0001313723791318555,31.718027065042406
p10,train,controlled,100,6400,1.906653361046936,-0.011410480720678962,31.798238502815366
p11,train,controlled,100,6400,1.942250162917844,0.024186321150228896,31.558041639160365
p12,train,controlled,100,6400,1.9185093415560115,0.0004454997883964751,31.408038588939235
p13,train,controlled,100,6400,1.9185284095155564,0.0004645677479413468,31.14956612093374
p14,train,controlled,100,6400,1.919139555448529,0.001075713680914081,31.174553369171917
p15,train,controlled,100,6400,1.9152916684936405,-0.0027721732739744986,31.314302981831133
p16,train,controlled,100,6400,1.9191379505373152,0.001074108769700155,30.84577044006437
p17,train,controlled,100,6400,1.9218415584694686,0.003777716701853562,31.713937965920195
p18,train,controlled,100,6400,1.9134464255849244,-0.004617416182690626,31.477151344064623
p19,train,controlled,100,6400,1.9264111858249537,0.008347344057338724,31.63778966316022
p20,train,controlled,100,6400,1.9168532637319522,-0.0012105780356628237,31.438530494924635
p21,train,controlled,100,6400,1.920778816478968,0.0027149747113530687,33.089777291053906
p22,train,controlled,100,6400,1.92351876523111,0.005454923463495076,32.171787415863946
p23,train,controlled,100,6400,1.9205039639503496,0.0024401221827345942,32.779321174137294
p24,train,controlled,100,6400,1.9185271754544226,0.000463333686807621,32.47296985401772
p25,train,controlled,100,6400,1.9207238638262394,0.0026600220586243672,32.78477593394928
p26,train,controlled,100,6400,1.9122233190460451,-0.005840522721569874,31.783437627134845
p27,train,controlled,100,6400,1.9204985211062107,0.0024346793385956467,33.46876160684042
p28,train,controlled,100,6400,1.9177133813737668,-0.0003504603938482287,32.32364749489352
p29,train,controlled,100,6400,1.9191980594889162,0.0011342177213011784,32.57202143408358
p30,train,controlled,100,6400,1.9170333548454186,-0.0010304869221964275,32.15379825304262
p31,train,controlled,100,6400,1.9184334063586805,0.00036956459106551875,33.56759484298527
p32,train,controlled,100,6400,1.9193554154156351,0.0012915736480201279,32.414600057993084
p33,train,controlled,100,6400,1.9218507861019807,0.0037869443343656606,32.69893911294639
p34,train,controlled,100,6400,1.9127653170622807,-0.005298524705334318,31.366682064021006
p35,train,controlled,100,6400,1.9211417205748484,0.003077878807233425,33.603422758867964
p36,train,controlled,100,6400,1.9170720640585044,-0.0009917777091106306,32.56708060693927
p37,train,balanced_mixed,100,6400,1.9993441556125016,0.08128031384488654,47.25941457808949
p38,train,balanced_mixed,100,6400,2.0006674615991042,0.08260361983148923,43.13226746302098
p39,train,balanced_mixed,100,6400,1.9942934150777591,0.07622957331014413,39.84171657497063
p40,train,balanced_mixed,100,6400,2.0174142246800475,0.09935038291243248,47.69550121203065
p41,train,balanced_mixed,100,6400,2.001491897020935,0.08342805525331998,43.350626565050334
