batch,checkpoint,e2e_mean_ms,e2e_median_ms,input_seq,method,output_seq,scenario,status,total_tokens_per_s,tpot_ms,ttft_median_ms
8,/root/wja/project/my/cospaq/fake/artifacts/debug/056_llama2_prefill_decode_b8_o64_canonical_pareto/llama2_7b_chat/speed/runs/p02/checkpoint,2018.5632344335318,2020.7710321992636,2048,ours_max_speed,64,prefill_decode,OK,8370.309986717615,20.935289650445892,701.8477842211723
