timestamp,model,head,method,task,runtime_dtype,device,num_samples,batch_size,num_workers,resize_size,hidden_size,num_register_tokens,top1,top5,elapsed_sec,images_per_sec,backbone_path,head_path,dataset_root,csv,zip,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,nvfp4_scale_rule,calib_samples,activation_quant,activation_quant_modules,activation_group_size,activation_scale_rule
2026-05-18T00:37:14,facebook/dinov3-vit7b16-pretrain-lvd1689m,dinov3_vit7b16_imagenet1k_linear_head,nvfp4_4over6_unstructured_sparse,imagenet_accuracy,float32,NVIDIA GeForce RTX 5090,50000,1,4,256,4096,4,0.876140,0.984180,5428.474,9.211,/data/home/scxj523/run/wja/data/models/facebook/dinov3-vit7b16-pretrain-lvd1689m,/data/home/scxj523/run/wja/data/models/facebook/dinov3_vit7b16_imagenet1k_linear_head/dinov3_vit7b16_imagenet1k_linear_head-90d8ed92.pth,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/dinov3_vit7b16/nvfp4_4over6_unstructured_sparse/model.pt,nvfp4_4over6_unstructured_sparse,0.5,16,four_over_six_mse,16,,,,
2026-05-18T04:07:13,facebook/dinov3-vit7b16-pretrain-lvd1689m,dinov3_vit7b16_imagenet1k_linear_head,nvfp4_4over6_unstructured_sparse,imagenet_accuracy,float32,NVIDIA GeForce RTX 5090,50000,1,4,256,4096,4,0.876080,0.984140,9685.140,5.163,/data/home/scxj523/run/wja/data/models/facebook/dinov3-vit7b16-pretrain-lvd1689m,/data/home/scxj523/run/wja/data/models/facebook/dinov3_vit7b16_imagenet1k_linear_head/dinov3_vit7b16_imagenet1k_linear_head-90d8ed92.pth,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/dinov3_vit7b16/nvfp4_4over6_unstructured_sparse/model.pt,nvfp4_4over6_unstructured_sparse,0.5,16,four_over_six_mse,16,True,280,16,four_over_six_mse
