module_index,module_name,layer,module_type,prefill_method,decode_method,prefill_runtime,decode_runtime,quality_cost,latency_ms
0,model.layers.0.self_attn.qkv_proj,0,qkv_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.0008681417619147505,2.6727769176622624
1,model.layers.0.self_attn.o_proj,0,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.00017779278629485303,1.257995
2,model.layers.0.mlp.gate_up_proj,0,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.000547667898320871,4.8661182278672515
3,model.layers.0.mlp.down_proj,0,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.001226570661044343,3.4039856523906575
4,model.layers.1.self_attn.qkv_proj,1,qkv_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.0016368603950637857,2.6727769176622624
5,model.layers.1.self_attn.o_proj,1,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0004957426649344094,2.0052765
6,model.layers.1.mlp.gate_up_proj,1,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006718667378055133,4.8661182278672515
7,model.layers.1.mlp.down_proj,1,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,3.54568812017872e-06,3.4039856523906575
8,model.layers.2.self_attn.qkv_proj,2,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.00042586115619722376,3.3303209416187576
9,model.layers.2.self_attn.o_proj,2,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0008416809632323223,2.0052765
10,model.layers.2.mlp.gate_up_proj,2,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009509286894352605,4.8661182278672515
11,model.layers.2.mlp.down_proj,2,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0010394994422714598,4.971002412827959
12,model.layers.3.self_attn.qkv_proj,3,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0004955702704006152,3.3303209416187576
13,model.layers.3.self_attn.o_proj,3,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006359694422024652,2.0052765
14,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0010689834796515966,4.8661182278672515
15,model.layers.3.mlp.down_proj,3,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.001094057200133824,4.971002412827959
16,model.layers.4.self_attn.qkv_proj,4,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0005126638604759914,3.3303209416187576
17,model.layers.4.self_attn.o_proj,4,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0008311002821281005,2.0052765
18,model.layers.4.mlp.gate_up_proj,4,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009653057556910639,4.8661182278672515
19,model.layers.4.mlp.down_proj,4,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009872044041183128,4.971002412827959
20,model.layers.5.self_attn.qkv_proj,5,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0005430532459222201,3.3303209416187576
21,model.layers.5.self_attn.o_proj,5,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009578926289668505,2.0052765
22,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009229804253085808,4.8661182278672515
23,model.layers.5.mlp.down_proj,5,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0011546211002374518,4.971002412827959
24,model.layers.6.self_attn.qkv_proj,6,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0005376173839507693,3.3303209416187576
25,model.layers.6.self_attn.o_proj,6,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009976430232593002,2.0052765
26,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0008917782303482712,4.8661182278672515
27,model.layers.6.mlp.down_proj,6,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0011730323396110388,4.971002412827959
28,model.layers.7.self_attn.qkv_proj,7,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0005568956139205905,3.3303209416187576
29,model.layers.7.self_attn.o_proj,7,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0011438841667079857,2.0052765
30,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0008754635309064465,4.8661182278672515
31,model.layers.7.mlp.down_proj,7,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0011960967647411678,4.971002412827959
32,model.layers.8.self_attn.qkv_proj,8,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0004151241378602753,3.3303209416187576
33,model.layers.8.self_attn.o_proj,8,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.000978293455125,2.0052765
34,model.layers.8.mlp.gate_up_proj,8,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.000643225403023355,4.8661182278672515
35,model.layers.8.mlp.down_proj,8,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.006739886790531232,3.4039856523906575
36,model.layers.9.self_attn.qkv_proj,9,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0004280486108332096,3.3303209416187576
37,model.layers.9.self_attn.o_proj,9,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0010413825646906343,2.0052765
38,model.layers.9.mlp.gate_up_proj,9,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006283564821976169,4.8661182278672515
39,model.layers.9.mlp.down_proj,9,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009389270991553315,4.971002412827959
40,model.layers.10.self_attn.qkv_proj,10,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.00042601476441496167,3.3303209416187576
41,model.layers.10.self_attn.o_proj,10,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0011173559516618038,2.0052765
42,model.layers.10.mlp.gate_up_proj,10,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006120695860358414,4.8661182278672515
43,model.layers.10.mlp.down_proj,10,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.006662511910591575,3.4039856523906575
44,model.layers.11.self_attn.qkv_proj,11,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0004511835725002019,3.3303209416187576
45,model.layers.11.self_attn.o_proj,11,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0011880246131617046,2.0052765
46,model.layers.11.mlp.gate_up_proj,11,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006249855692898492,4.8661182278672515
47,model.layers.11.mlp.down_proj,11,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009475901250098141,4.971002412827959
48,model.layers.12.self_attn.qkv_proj,12,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0004610241304006214,3.3303209416187576
49,model.layers.12.self_attn.o_proj,12,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0011378601208932508,2.0052765
50,model.layers.12.mlp.gate_up_proj,12,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.000640371011334142,4.8661182278672515
51,model.layers.12.mlp.down_proj,12,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009556027367187454,4.971002412827959
52,model.layers.13.self_attn.qkv_proj,13,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0004927157806628343,3.3303209416187576
53,model.layers.13.self_attn.o_proj,13,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0010720812355690809,2.0052765
54,model.layers.13.mlp.gate_up_proj,13,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006243257242660493,4.8661182278672515
55,model.layers.13.mlp.down_proj,13,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009582632306656733,4.971002412827959
56,model.layers.14.self_attn.qkv_proj,14,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0004963045389730797,3.3303209416187576
57,model.layers.14.self_attn.o_proj,14,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0012057904154362865,2.0052765
58,model.layers.14.mlp.gate_up_proj,14,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006347470908243029,4.8661182278672515
59,model.layers.14.mlp.down_proj,14,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009779312031445828,4.971002412827959
60,model.layers.15.self_attn.qkv_proj,15,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0004820321251098965,3.3303209416187576
61,model.layers.15.self_attn.o_proj,15,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0010557023838058657,2.0052765
62,model.layers.15.mlp.gate_up_proj,15,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006305358348568404,4.8661182278672515
63,model.layers.15.mlp.down_proj,15,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009672349405951007,4.971002412827959
64,model.layers.16.self_attn.qkv_proj,16,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0005371602069331393,3.3303209416187576
65,model.layers.16.self_attn.o_proj,16,o_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.000981574017027503,2.0052765
66,model.layers.16.mlp.gate_up_proj,16,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006453563663968913,4.8661182278672515
67,model.layers.16.mlp.down_proj,16,down_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0010137054562241311,4.971002412827959
68,model.layers.17.self_attn.qkv_proj,17,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0005273023558493904,3.3303209416187576
