module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.0.self_attn.o_proj,dense_bf16,sparse_bf16,-0.08994150000000001,8.645260211249736e-05
model.language_model.layers.2.mlp.up_proj,dense_bf16,dense_nvfp4,-0.2752288306205331,0.0005188932073388207
model.language_model.layers.3.mlp.up_proj,dense_bf16,dense_nvfp4,-0.2752288306205331,0.0004877761520246018
model.language_model.layers.3.mlp.down_proj,dense_bf16,sparse_bf16,-0.23048705233876154,0.0005169136295782357
model.language_model.layers.7.mlp.down_proj,dense_bf16,dense_nvfp4,-0.16067421503921353,0.00035640833285077934
model.language_model.layers.8.mlp.down_proj,dense_bf16,dense_nvfp4,-0.16067421503921353,0.00038902481081851093
model.language_model.layers.9.mlp.down_proj,dense_bf16,dense_nvfp4,-0.16067421503921353,0.0003905068518023372
model.language_model.layers.10.mlp.down_proj,dense_bf16,dense_nvfp4,-0.16067421503921353,0.00037841966208267347
model.language_model.layers.15.mlp.down_proj,dense_bf16,sparse_bf16,-0.23048705233876154,0.000538864652185631
model.language_model.layers.17.mlp.up_proj,dense_bf16,dense_nvfp4,-0.2752288306205331,0.0004912811804641777
model.language_model.layers.18.mlp.up_proj,dense_bf16,dense_nvfp4,-0.2752288306205331,0.0004938644853278463
model.language_model.layers.19.mlp.up_proj,dense_bf16,dense_nvfp4,-0.2752288306205331,0.0004914894461382672
model.language_model.layers.20.mlp.down_proj,dense_bf16,sparse_bf16,-0.23048705233876154,0.0005489026777401243
model.language_model.layers.23.mlp.up_proj,dense_bf16,dense_nvfp4,-0.2752288306205331,0.0004984281021260126
