module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.5.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.06981283729954801,0.000219839396982868
model.language_model.layers.6.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.00026277942377390213
model.language_model.layers.6.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.06981283729954801,0.00023562920422758174
model.language_model.layers.7.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.00027351047247915327
model.language_model.layers.7.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.06981283729954801,0.00024141702872405277
model.language_model.layers.8.self_attn.q_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.0003103708489687305
model.language_model.layers.8.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.0002404622056067459
model.language_model.layers.8.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.06981283729954801,0.00021507523519575644
model.language_model.layers.9.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.0002387971973622195
model.language_model.layers.9.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.06981283729954801,0.00022469251165499428
model.language_model.layers.10.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.000250463343488933
model.language_model.layers.10.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.06981283729954801,0.0002215212341056443
model.language_model.layers.11.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.0002632724105942945
model.language_model.layers.12.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.00030601089644873827
model.language_model.layers.12.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.06981283729954801,0.0002437468898715113
model.language_model.layers.13.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.0002908638267989527
model.language_model.layers.14.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.0002828993489685783
model.language_model.layers.15.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.00028007049130369477
model.language_model.layers.16.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.0003039391234919286
model.language_model.layers.17.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.0003113282239663009
model.language_model.layers.17.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.06981283729954801,0.00019773340337253255
model.language_model.layers.18.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.00031560184156752144
model.language_model.layers.18.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.06981283729954801,0.0001785725868137301
model.language_model.layers.19.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.00029431271837477424
model.language_model.layers.20.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.0002839750664071081
model.language_model.layers.21.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.00031435741955333085
model.language_model.layers.21.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.06981283729954801,0.00025269775347508004
model.language_model.layers.22.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.0003035522839054507
model.language_model.layers.23.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.06981283729954801,0.0002502526218299109
model.language_model.layers.24.self_attn.k_proj,dense_bf16,sparse_bf16,-0.08994150000000001,0.0003118671783983823
model.language_model.layers.25.mlp.down_proj,dense_bf16,sparse_bf16,-0.23048705233876154,0.0007209236123981395
model.language_model.layers.26.mlp.down_proj,dense_bf16,sparse_bf16,-0.23048705233876154,0.0007702665362579328
model.language_model.layers.27.mlp.down_proj,dense_bf16,dense_nvfp4,-0.16067421503921353,0.0004949997124226137
