module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.0.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,8.645260211249736e-05
model.language_model.layers.3.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.47152300000000014,6.040981341546694e-05
model.language_model.layers.3.mlp.gate_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00040510881815659206
model.language_model.layers.4.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.0004675243894033194
model.language_model.layers.5.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.47152300000000014,6.447459177191736e-05
model.language_model.layers.5.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00045734166008930347
model.language_model.layers.6.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.000446447134595534
model.language_model.layers.7.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00043776502042207425
model.language_model.layers.8.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.0004312926099810385
model.language_model.layers.9.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00041978536142348234
model.language_model.layers.18.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.0004938644853278463
model.language_model.layers.19.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.0004914894461382672
model.language_model.layers.26.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00048612011689623194
