module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.0.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.00021236727227936375
model.language_model.layers.0.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.00026303578999230763
model.language_model.layers.4.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.000584759769772107
model.language_model.layers.5.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0005163117722072907
model.language_model.layers.5.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.0002756252772538337
model.language_model.layers.6.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0004786946886910974
model.language_model.layers.6.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.00029410396537143073
model.language_model.layers.7.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0006178500850751587
model.language_model.layers.7.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.0002732066057924827
model.language_model.layers.8.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.00028158777673985177
model.language_model.layers.9.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0005559486008428155
model.language_model.layers.10.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00055907766693943
model.language_model.layers.11.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0005470068359020276
model.language_model.layers.12.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0005748763853915984
model.language_model.layers.12.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.0002961041687299066
model.language_model.layers.13.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0005710332446933997
model.language_model.layers.13.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0006117697868160049
model.language_model.layers.14.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0005641571917591072
model.language_model.layers.15.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0005330934235824421
model.language_model.layers.18.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0005385140081099927
model.language_model.layers.21.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0005313201549577869
model.language_model.layers.22.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.47152300000000014,0.00016920402799959293
model.language_model.layers.23.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00062170460582057
model.language_model.layers.24.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.000411713474517479
model.language_model.layers.25.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0004248849182036885
model.language_model.layers.25.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0005037850751520967
model.language_model.layers.26.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0004026098273979857
model.language_model.layers.27.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00043287043214860745
model.language_model.layers.27.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0004171221917318864
model.language_model.layers.27.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00048577753066700785
model.language_model.layers.28.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.71184,0.0002605539935280931
model.language_model.layers.28.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.71184,0.0002797114982190853
model.language_model.layers.28.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00044823945451698656
model.language_model.layers.30.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.71184,0.0002693940772735137
model.language_model.layers.30.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.71184,0.0003159075286721197
model.language_model.layers.30.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0004911975524121174
model.language_model.layers.31.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.71184,0.0002588975947485071
model.language_model.layers.31.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0004429152391801326
