module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.2.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00013447867326430208
model.language_model.layers.2.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00012757684726715218
model.language_model.layers.11.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.0004513444751372976
model.language_model.layers.12.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00044793263505848383
model.language_model.layers.13.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00045451534792669186
model.language_model.layers.14.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00046899385243484375
model.language_model.layers.15.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.0004584648979828286
model.language_model.layers.16.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.0004689844348580585
model.language_model.layers.20.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00047345679640341926
model.language_model.layers.21.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.0004652358990738757
