module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.0.mlp.up_proj,dense_nvfp4,sparse_bf16,0.32844379494196874,-3.7617710061360664e-05
model.language_model.layers.1.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0001975689815759616
model.language_model.layers.3.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00021483778122654922
model.language_model.layers.3.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.71184,0.00012419103582068735
model.language_model.layers.4.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.71184,0.00012699750295580483
model.language_model.layers.5.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00023974478287401476
model.language_model.layers.5.self_attn.k_proj,dense_nvfp4,sparse_bf16,-0.71184,0.00013411378342329948
model.language_model.layers.8.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0003103708489687305
model.language_model.layers.8.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002404622056067459
model.language_model.layers.9.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002387971973622195
model.language_model.layers.10.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.000250463343488933
model.language_model.layers.11.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002632724105942945
model.language_model.layers.12.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00030601089644873827
model.language_model.layers.12.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.0006654158201790742
model.language_model.layers.13.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002908638267989527
model.language_model.layers.14.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002828993489685783
model.language_model.layers.17.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0003113282239663009
model.language_model.layers.18.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00031560184156752144
model.language_model.layers.19.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00029431271837477424
model.language_model.layers.20.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002839750664071081
model.language_model.layers.21.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00031435741955333085
model.language_model.layers.22.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0003035522839054507
model.language_model.layers.24.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0003118671783983823
model.language_model.layers.24.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.0007523004881786907
model.language_model.layers.25.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.0007209236123981395
model.language_model.layers.26.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.0007702665362579328
model.language_model.layers.27.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.0008214751717545948
model.language_model.layers.28.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.0006841124066507233
model.language_model.layers.31.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.47152300000000014,9.490602599386487e-05
