kind,item_id,label,num_samples,nll_samples,conditional_nll,conditional_ppl,nll_tokens,rouge1,rouge2,rougeL,results_jsonl
uniform,dense_bf16,dense_bf16,2,2,1.5538344109195403,4.729570575300625,87,0.309364867442304,0.08660714285714285,0.1852946786191112,fake/artifacts/debug/012_llama2_dialogsum_pareto/quality/uniform/dense_bf16/results.jsonl
uniform,dense_nvfp4,dense_nvfp4,2,2,1.660675136522315,5.262862796171441,87,0.309364867442304,0.08660714285714285,0.1852946786191112,fake/artifacts/debug/012_llama2_dialogsum_pareto/quality/uniform/dense_nvfp4/results.jsonl
uniform,marlin_nvfp4,marlin_nvfp4,2,2,1.609716568870106,5.001393476321584,87,0.309364867442304,0.08660714285714285,0.1852946786191112,fake/artifacts/debug/012_llama2_dialogsum_pareto/quality/uniform/marlin_nvfp4/results.jsonl
uniform,dense_nvfp4_prefill_marlin_decode,dense_nvfp4_prefill_marlin_decode,2,2,1.660675136522315,5.262862796171441,87,0.309364867442304,0.08660714285714285,0.1852946786191112,fake/artifacts/debug/012_llama2_dialogsum_pareto/quality/uniform/dense_nvfp4_prefill_marlin_decode/results.jsonl
uniform,sparse_bf16,sparse_bf16,2,2,1.7815292183010059,5.938931400594579,87,0.3123905854892044,0.08744939271255062,0.1871231277961486,fake/artifacts/debug/012_llama2_dialogsum_pareto/quality/uniform/sparse_bf16/results.jsonl
uniform,sparse_nvfp4,sparse_nvfp4,2,2,2.5432140306494704,12.720489382634812,87,0.03165503489531406,0.0,0.03165503489531406,fake/artifacts/debug/012_llama2_dialogsum_pareto/quality/uniform/sparse_nvfp4/results.jsonl
