layer,module_type,method,local_rel_mse,blocks,backend
0,q_proj,sparse_nvfp4,0.0004782828317286138,16,canonical_phase_wrapper
0,k_proj,sparse_nvfp4,0.0007170209959458828,16,canonical_phase_wrapper
0,v_proj,sparse_nvfp4,0.023086722076686203,16,canonical_phase_wrapper
0,o_proj,sparse_nvfp4,0.006247002807113946,16,canonical_phase_wrapper
0,gate_proj,sparse_nvfp4,0.036483334273636404,16,canonical_phase_wrapper
0,up_proj,sparse_nvfp4,0.049049618018975394,16,canonical_phase_wrapper
0,down_proj,sparse_nvfp4,0.027112723956477947,16,canonical_phase_wrapper
1,q_proj,sparse_nvfp4,0.002491599283053236,16,canonical_phase_wrapper
1,k_proj,sparse_nvfp4,0.0024282663511220825,16,canonical_phase_wrapper
1,v_proj,sparse_nvfp4,0.04086330971623932,16,canonical_phase_wrapper
1,o_proj,sparse_nvfp4,0.04693589406122762,16,canonical_phase_wrapper
1,gate_proj,sparse_nvfp4,0.0456237750930331,16,canonical_phase_wrapper
1,up_proj,sparse_nvfp4,0.07616776453987445,16,canonical_phase_wrapper
1,down_proj,sparse_nvfp4,0.0011503913271959992,16,canonical_phase_wrapper
2,q_proj,sparse_nvfp4,0.00598804692714283,16,canonical_phase_wrapper
2,k_proj,sparse_nvfp4,0.0050154539881142055,16,canonical_phase_wrapper
2,v_proj,sparse_nvfp4,0.0792759226805463,16,canonical_phase_wrapper
2,o_proj,sparse_nvfp4,0.08740855782895153,16,canonical_phase_wrapper
2,gate_proj,sparse_nvfp4,0.0794819663223427,16,canonical_phase_wrapper
2,up_proj,sparse_nvfp4,0.10885015255482323,16,canonical_phase_wrapper
2,down_proj,sparse_nvfp4,0.1484520298507086,16,canonical_phase_wrapper
3,q_proj,sparse_nvfp4,0.016693852722606223,16,canonical_phase_wrapper
3,k_proj,sparse_nvfp4,0.012630891457402952,16,canonical_phase_wrapper
3,v_proj,sparse_nvfp4,0.10775703778325521,16,canonical_phase_wrapper
3,o_proj,sparse_nvfp4,0.07120540966712452,16,canonical_phase_wrapper
3,gate_proj,sparse_nvfp4,0.09712536766269458,16,canonical_phase_wrapper
3,up_proj,sparse_nvfp4,0.13656424178980364,16,canonical_phase_wrapper
3,down_proj,sparse_nvfp4,0.14782713306689496,16,canonical_phase_wrapper
4,q_proj,sparse_nvfp4,0.01736428266100808,16,canonical_phase_wrapper
4,k_proj,sparse_nvfp4,0.011800081950145973,16,canonical_phase_wrapper
4,v_proj,sparse_nvfp4,0.11466709209059783,16,canonical_phase_wrapper
4,o_proj,sparse_nvfp4,0.10040444961852558,16,canonical_phase_wrapper
4,gate_proj,sparse_nvfp4,0.08389051141614987,16,canonical_phase_wrapper
4,up_proj,sparse_nvfp4,0.13659136064352714,16,canonical_phase_wrapper
4,down_proj,sparse_nvfp4,0.13715343331397156,16,canonical_phase_wrapper
5,q_proj,sparse_nvfp4,0.020032525413092656,16,canonical_phase_wrapper
