batch_size,point_index,quality_budget,quality_cost,latency_ms,dense_latency_ms,speedup_vs_dense_linear,count_dense_bf16,count_dense_nvfp4,count_sparse_bf16,count_sparse_nvfp4
1,0,0.0,0.0,74.59293229084469,74.59293229084469,1.0,224,0,0,0
1,1,0.00015836173143936267,7.867094485375215e-05,74.13195818616717,74.59293229084469,1.0062182912195559,222,0,2,0
1,2,0.00020095486159070271,0.00014523798338335673,73.90147113382841,74.59293229084469,1.0093565276361565,221,0,3,0
1,3,0.0002550038827556091,0.00014523798338335673,73.90147113382841,74.59293229084469,1.0093565276361565,221,0,3,0
1,4,0.00032358998287327284,0.00014525342277140556,73.67098408148964,74.59293229084469,1.0125144006266464,220,0,4,0
1,5,0.00041062306928195906,0.00018052569498515928,73.44049702915088,74.59293229084469,1.0156920950744162,219,0,5,0
1,6,0.0005210646619199259,0.00029943670361400905,73.16526819853034,74.59293229084469,1.0195128662474173,218,1,5,0
1,7,0.0006612107361052634,0.0004474953813277847,72.89003936790981,74.59293229084469,1.0233624914693706,217,2,5,0
1,8,0.0008390506389935353,0.0005288614107387823,72.65955231557105,74.59293229084469,1.0266087515496474,216,2,6,0
1,9,0.0010647225405659227,0.000698676384857541,72.3391237632323,74.59293229084469,1.0311561491260133,214,2,8,0
1,10,0.0013510913831720317,0.0009223933419920358,71.97395343261176,74.59293229084469,1.036387869963056,212,3,9,0
1,11,0.0017144822769615178,0.001259861564027627,71.51343727137069,74.59293229084469,1.043061767647782,211,5,8,0
1,12,0.002175611150086711,0.0015786989437874064,71.05832544075015,74.59293229084469,1.0497423324877218,208,6,10,0
1,13,0.0027607657075173495,0.002113881699366242,70.5078677795091,74.59293229084469,1.0579377116339743,206,8,10,0
1,14,0.003503304021722814,0.0027216295966446713,69.77752711826803,74.59293229084469,1.0690108315878677,202,10,12,0
1,15,0.004445556185807598,0.0035146675941421595,68.95184062640642,74.59293229084469,1.0818120533576865,199,13,12,0
1,16,0.005641237437181772,0.004565744916536525,67.8509253039243,74.59293229084469,1.0993649969653465,195,17,12,0
1,17,0.007158510317394619,0.0061050790810421975,66.70053348521039,74.59293229084469,1.1183258722718357,190,20,14,0
1,18,0.009083870433548996,0.008084839723877245,65.27378527976896,74.59293229084469,1.1427701330807318,186,25,13,0
1,19,0.011527077338003762,0.010275718954435187,63.48772901776399,74.59293229084469,1.1749188929087926,179,32,13,0
1,20,0.014627411622427474,0.013279824656748748,61.3306401510815,74.59293229084469,1.2162425193523652,171,39,14,0
1,21,0.0185616149261457,0.017230808516155702,58.94892650611723,74.59293229084469,1.2653823693142918,161,47,16,0
1,22,0.02355396549709852,0.02212401945195286,56.03596398487269,74.59293229084469,1.3311617573132424,150,58,16,0
1,23,0.02988906368578077,0.028311245244543374,52.96049148397635,74.59293229084469,1.408463747233415,136,68,20,0
1,24,0.037928056238458276,0.03612193591049271,49.94254849820061,74.59293229084469,1.4935748081324327,117,77,30,0
1,25,0.048129224292563375,0.0460277379592838,46.844070468188846,74.59293229084469,1.5923665801309839,95,67,62,0
1,26,0.06107410873998516,0.05836045833207148,43.6993069562902,74.59293229084469,1.706959159911976,61,66,97,0
1,27,0.07750066229427832,0.0744030934680574,40.8783759562902,74.59293229084469,1.8247528319276742,31,64,129,0
1,28,0.09834531817112577,0.09538045816386918,38.190323616947175,74.59293229084469,1.953189321960698,2,60,157,5
1,29,0.12479637360330023,0.12246220889585525,36.31243228056811,74.59293229084469,2.0541981796895947,0,1,160,63
1,30,0.15836173143936266,0.12290974999584213,36.28421391269951,74.59293229084469,2.0557957372403513,0,0,160,64
