method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,runtime_path,activation_quantization,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss,module_name,module_family,numel,kernel_module_type,weight_mse,weight_rel_mse,weight_rmse_over_rms,weight_max_abs_error,output_mse,output_rel_mse,output_rmse_over_rms,output_max_abs_error
dense_nvfp4,layer_type:0:q_proj,layer_type,0,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,2.978262886168465,-0.0024630834185885853,19.653646353591352,126,375.26112365722656,2.9807259695870534,model.layers.0.self_attn.q_proj,attention,16777216,NVFP4Linear,1.4041881968296366e-06,0.007728450069984084,0.08791160372774509,0.033203125,0.00030041746504139155,0.0004381851968756594,0.020932873593361694,0.3125
sparse_nvfp4,layer_type:0:q_proj,layer_type,0,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,2.9757689218672496,-0.004957047719803764,19.604691931861005,126,374.94688415527344,2.9807259695870534,model.layers.0.self_attn.q_proj,attention,16777216,PaddedSparseNVFP4Linear,2.451466571073979e-05,0.13492519760212004,0.36732165414268736,0.1376953125,0.0003639686619862914,0.0005308801863002854,0.023040837361091835,0.3125
