module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.2.mlp.gate_proj,2,gate_proj,mlp,dense_bf16,dense_nvfp4,-3.308211159706116,0.07194509675836203
model.layers.3.mlp.gate_proj,3,gate_proj,mlp,dense_bf16,dense_nvfp4,-3.308211159706116,0.07888982500598907
model.layers.4.mlp.gate_proj,4,gate_proj,mlp,dense_bf16,dense_nvfp4,-3.308211159706116,0.06486803731477173
model.layers.14.mlp.gate_proj,14,gate_proj,mlp,dense_bf16,dense_nvfp4,-3.308211159706116,0.0487874331281335
model.layers.15.mlp.gate_proj,15,gate_proj,mlp,dense_bf16,dense_nvfp4,-3.308211159706116,0.04903439476655477
model.layers.16.mlp.gate_proj,16,gate_proj,mlp,dense_bf16,dense_nvfp4,-3.308211159706116,0.04835745696106293
model.layers.17.mlp.gate_proj,17,gate_proj,mlp,dense_bf16,dense_nvfp4,-3.308211159706116,0.05176695800638349
model.layers.18.mlp.gate_proj,18,gate_proj,mlp,dense_bf16,dense_nvfp4,-3.308211159706116,0.05607836961036014
model.layers.19.mlp.gate_proj,19,gate_proj,mlp,dense_bf16,dense_nvfp4,-3.308211159706116,0.062479289651666305
model.layers.20.mlp.gate_proj,20,gate_proj,mlp,dense_bf16,dense_nvfp4,-3.308211159706116,0.060701764955135275
