module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.23.self_attn.v_proj,23,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.11447964871728752
model.layers.23.mlp.down_proj,23,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.4147450592688673
model.layers.24.self_attn.q_proj,24,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.4543410402123158
model.layers.24.self_attn.v_proj,24,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.13460392544928573
model.layers.25.self_attn.q_proj,25,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.5300119610764538
model.layers.25.self_attn.k_proj,25,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.4139282855466047
model.layers.25.self_attn.v_proj,25,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.13378874575833782
model.layers.26.self_attn.q_proj,26,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.47658831491226106
model.layers.26.self_attn.v_proj,26,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.13850377358757443
model.layers.27.self_attn.q_proj,27,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.5203916703472864
model.layers.27.self_attn.k_proj,27,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.40311574644276305
model.layers.27.self_attn.v_proj,27,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.13089691174406265
model.layers.28.self_attn.q_proj,28,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.5173423912704043
model.layers.28.self_attn.k_proj,28,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.4027620330574487
model.layers.28.self_attn.v_proj,28,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.12995353938113044
model.layers.29.self_attn.q_proj,29,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.4788185865819351
model.layers.29.self_attn.v_proj,29,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.1373187121980304
model.layers.29.mlp.down_proj,29,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.346662565663491
model.layers.30.self_attn.q_proj,30,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.4728464739347834
model.layers.30.self_attn.k_proj,30,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.3810883292593158
model.layers.30.self_attn.v_proj,30,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.121159627199056
model.layers.31.self_attn.q_proj,31,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.3794301320653482
model.layers.31.self_attn.v_proj,31,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.12435127007055917
