module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.2.self_attn.v_proj,2,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.572438101810648
model.layers.2.mlp.down_proj,2,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.1596262762654344
model.layers.3.self_attn.v_proj,3,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.09675703750747117
model.layers.3.self_attn.o_proj,3,o_proj,attention,dense_nvfp4,sparse_bf16,-0.6965344071388244,0.5305584179680712
model.layers.3.mlp.down_proj,3,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.3069093651694697
model.layers.4.self_attn.v_proj,4,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.10138295697782426
model.layers.4.self_attn.o_proj,4,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.08026980202798445
model.layers.4.mlp.down_proj,4,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.1186759099353003
model.layers.5.self_attn.v_proj,5,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.10642543725808011
model.layers.6.self_attn.v_proj,6,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.09684221934821598
model.layers.7.self_attn.v_proj,7,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.09958761785288672
model.layers.8.self_attn.v_proj,8,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.08593170346029672
model.layers.8.self_attn.o_proj,8,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.11250006603677072
model.layers.8.mlp.down_proj,8,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.333225957110304
model.layers.9.self_attn.v_proj,9,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.08786600431251641
model.layers.9.self_attn.o_proj,9,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.11975507623350974
model.layers.9.mlp.down_proj,9,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.3769528935500783
model.layers.10.self_attn.v_proj,10,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.08573337720752042
model.layers.10.self_attn.o_proj,10,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.1284917298485558
model.layers.10.mlp.down_proj,10,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.350735703752791
model.layers.11.self_attn.v_proj,11,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.08970825620185448
model.layers.11.self_attn.o_proj,11,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.13661835999600289
model.layers.11.mlp.down_proj,11,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.3801833364163358
model.layers.12.self_attn.v_proj,12,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.09083810284655958
model.layers.13.self_attn.v_proj,13,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.09973604408048867
model.layers.13.mlp.down_proj,13,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.3524857499432095
model.layers.14.self_attn.v_proj,14,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.10050032826825814
model.layers.14.mlp.down_proj,14,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.3635443924370212
model.layers.15.self_attn.v_proj,15,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.09925072135873814
model.layers.15.mlp.down_proj,15,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.3181453123546183
model.layers.16.self_attn.v_proj,16,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.10884244458585408
model.layers.16.mlp.down_proj,16,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.2764090735194888
model.layers.17.self_attn.v_proj,17,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.10343865078038338
model.layers.17.mlp.down_proj,17,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.3395668473424975
model.layers.18.self_attn.v_proj,18,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.10771650607432776
model.layers.18.mlp.down_proj,18,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.3270139766047553
model.layers.19.self_attn.v_proj,19,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.10669439983002124
model.layers.19.mlp.down_proj,19,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.3421269450659055
model.layers.20.self_attn.v_proj,20,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.11318252368768615
model.layers.20.mlp.down_proj,20,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.21837737605141
model.layers.21.self_attn.v_proj,21,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.11803595920806247
model.layers.21.mlp.down_proj,21,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.2700088353432124
model.layers.22.self_attn.v_proj,22,v_proj,attention,dense_bf16,dense_nvfp4,-0.4223487973213196,0.1117201235261431
model.layers.22.mlp.down_proj,22,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.3482906481666332
model.layers.23.self_attn.q_proj,23,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.4011119518388036
