module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.9.mlp.down_proj,9,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.11731821370821845
model.layers.10.mlp.up_proj,10,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.08344020161359293
model.layers.10.mlp.down_proj,10,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.11631088652746635
model.layers.11.mlp.up_proj,11,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.08607785611124551
model.layers.11.mlp.down_proj,11,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.11840065207800277
model.layers.12.mlp.up_proj,12,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0869622157671897
model.layers.12.mlp.down_proj,12,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.11940182170413777
model.layers.13.mlp.up_proj,13,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.08521866340097067
model.layers.13.mlp.down_proj,13,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.11973424836187925
model.layers.14.mlp.up_proj,14,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.08597515151477989
model.layers.14.mlp.down_proj,14,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.12219174628750502
model.layers.15.mlp.up_proj,15,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.08483410190498858
model.layers.15.mlp.down_proj,15,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.12085525656770864
model.layers.16.mlp.up_proj,16,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.08318317131216384
model.layers.16.mlp.down_proj,16,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.12148935635709922
model.layers.17.mlp.up_proj,17,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.09032728385354415
model.layers.17.mlp.down_proj,17,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.12257451716382227
model.layers.18.mlp.up_proj,18,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.09630167868835034
model.layers.18.mlp.down_proj,18,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.12109486589893755
model.layers.19.mlp.down_proj,19,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.11882524018563015
model.layers.20.mlp.up_proj,20,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.09394860735106968
model.layers.20.mlp.down_proj,20,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.11562778545209206
model.layers.21.mlp.up_proj,21,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.09806160029686181
model.layers.21.mlp.down_proj,21,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.11697018655479423
model.layers.22.mlp.up_proj,22,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.09957009749383071
model.layers.22.mlp.down_proj,22,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.11830820865470514
model.layers.23.mlp.down_proj,23,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.1198011890934673
model.layers.24.mlp.down_proj,24,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.13987440837421317
model.layers.25.mlp.down_proj,25,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.13815561446094463
model.layers.26.mlp.down_proj,26,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.14235633593716177
model.layers.27.mlp.down_proj,27,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.14269148323325398
model.layers.28.mlp.down_proj,28,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.14301540169554536
model.layers.29.mlp.down_proj,29,down_proj,mlp,dense_bf16,dense_nvfp4,-1.282329654693604,0.13683779722461695
model.layers.30.mlp.down_proj,30,down_proj,mlp,dense_bf16,sparse_bf16,-3.1556704282760624,0.0690650561051877
model.layers.31.mlp.down_proj,31,down_proj,mlp,dense_bf16,sparse_bf16,-3.1556704282760624,0.08887458782061469
