module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.10.self_attn.q_proj,10,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.2543377514877697
model.layers.10.self_attn.k_proj,10,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.17187325564487713
model.layers.11.self_attn.q_proj,11,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.28029405515157646
model.layers.11.self_attn.k_proj,11,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.19173377780005976
model.layers.12.self_attn.q_proj,12,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.293653030140188
model.layers.12.self_attn.k_proj,12,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.20738795963310916
model.layers.12.self_attn.o_proj,12,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.13084963215331175
model.layers.13.self_attn.q_proj,13,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.30168622744387
model.layers.13.self_attn.k_proj,13,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.21511963718336652
model.layers.13.self_attn.o_proj,13,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.12328530786592422
model.layers.14.self_attn.q_proj,14,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.31015632360768164
model.layers.14.self_attn.k_proj,14,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.20589485822369707
model.layers.14.self_attn.o_proj,14,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.13866136040515037
model.layers.15.self_attn.q_proj,15,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.27420582986916214
model.layers.15.self_attn.k_proj,15,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.1999527049895286
model.layers.15.self_attn.o_proj,15,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.12140180154651135
model.layers.16.self_attn.q_proj,16,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.28752197081259045
model.layers.16.self_attn.k_proj,16,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.19518981604249683
model.layers.16.self_attn.o_proj,16,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.10828243323545857
model.layers.17.self_attn.q_proj,17,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.3020009057847568
model.layers.17.self_attn.k_proj,17,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.2168177579552316
model.layers.17.self_attn.o_proj,17,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.11318926220898529
model.layers.18.self_attn.q_proj,18,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.30549668264433016
model.layers.18.self_attn.k_proj,18,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.2354973451418822
model.layers.18.self_attn.o_proj,18,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.10891921704834061
model.layers.19.self_attn.q_proj,19,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.3255286924279505
model.layers.19.self_attn.k_proj,19,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.22752253870704173
model.layers.19.self_attn.o_proj,19,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.11035821273329141
model.layers.20.self_attn.q_proj,20,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.3225769989265001
model.layers.20.self_attn.k_proj,20,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.2391707015760079
model.layers.20.self_attn.o_proj,20,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.08634476148849425
model.layers.21.self_attn.q_proj,21,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.3510190428039918
model.layers.21.self_attn.k_proj,21,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.2622152427241169
model.layers.21.self_attn.o_proj,21,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.10116348554395029
model.layers.22.self_attn.q_proj,22,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.34267789874693516
model.layers.22.self_attn.k_proj,22,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.2623789054718011
model.layers.22.self_attn.o_proj,22,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.08689333886142614
model.layers.23.self_attn.k_proj,23,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.3096816390827266
model.layers.23.self_attn.o_proj,23,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.1048220184792374
model.layers.24.self_attn.k_proj,24,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.32483953650506453
model.layers.24.self_attn.o_proj,24,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.09596771851453083
model.layers.25.self_attn.o_proj,25,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.10298876303170347
model.layers.26.self_attn.k_proj,26,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.3615006723394818
model.layers.26.self_attn.o_proj,26,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.08689392271768302
model.layers.27.self_attn.o_proj,27,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.11854331227747278
model.layers.28.self_attn.o_proj,28,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.10381506244598224
model.layers.29.self_attn.k_proj,29,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.3571775639690786
model.layers.29.self_attn.o_proj,29,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.0930172925456209
model.layers.30.self_attn.o_proj,30,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.09704904984971476
model.layers.31.self_attn.k_proj,31,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.2887772290759871
model.layers.31.self_attn.o_proj,31,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.04715370095448682
