module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.self_attn.k_proj,0,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.00025134788536883425
model.layers.1.self_attn.k_proj,1,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.005405059069295135
model.layers.1.self_attn.v_proj,1,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.22243568790932677
model.layers.1.self_attn.o_proj,1,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.3411776539749652
model.layers.2.self_attn.k_proj,2,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.031133803067720213
model.layers.2.self_attn.o_proj,2,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.08129171141223154
model.layers.3.self_attn.o_proj,3,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.0614235638215933
model.layers.4.self_attn.k_proj,4,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.09313167510141829
model.layers.5.self_attn.k_proj,5,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.10879023796620516
model.layers.5.self_attn.o_proj,5,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.09251573287203305
model.layers.6.self_attn.q_proj,6,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.20859847171087248
model.layers.6.self_attn.o_proj,6,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.09635492815207683
model.layers.7.self_attn.q_proj,7,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.22797188341679822
model.layers.7.self_attn.k_proj,7,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.17620591900743213
model.layers.7.self_attn.o_proj,7,o_proj,attention,dense_bf16,dense_nvfp4,-0.4271039843559268,0.11047927377606584
model.layers.8.self_attn.q_proj,8,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.2169768201293815
model.layers.8.self_attn.k_proj,8,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.15325417070279537
model.layers.9.self_attn.q_proj,9,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.2411499307367861
model.layers.9.self_attn.k_proj,9,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.16377203561285325
