module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.28.self_attn.v_proj,28,v_proj,attention,dense_nvfp4,sparse_bf16,-0.6998079895973206,1.5019596569875415
model.layers.28.self_attn.o_proj,28,o_proj,attention,dense_nvfp4,sparse_bf16,-0.6965344071388244,1.2297908957543606
model.layers.28.mlp.down_proj,28,down_proj,mlp,dense_nvfp4,sparse_bf16,-1.8733407735824583,1.5862191550414992
model.layers.29.self_attn.v_proj,29,v_proj,attention,dense_nvfp4,sparse_bf16,-0.6998079895973206,1.5805743402662455
model.layers.29.self_attn.o_proj,29,o_proj,attention,dense_nvfp4,sparse_bf16,-0.6965344071388244,1.0285266280609895
model.layers.30.self_attn.v_proj,30,v_proj,attention,dense_nvfp4,sparse_bf16,-0.6998079895973206,1.3944482391816024
model.layers.30.self_attn.o_proj,30,o_proj,attention,dense_nvfp4,sparse_bf16,-0.6965344071388244,1.0658996393706448
model.layers.31.self_attn.v_proj,31,v_proj,attention,dense_nvfp4,sparse_bf16,-0.6998079895973206,1.3738960123423662
model.layers.31.self_attn.o_proj,31,o_proj,attention,dense_nvfp4,sparse_bf16,-0.6965344071388244,0.5223579791396984
model.layers.31.mlp.gate_proj,31,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.85951918535899
model.layers.31.mlp.up_proj,31,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.7593584014738637
