policy_name,model_path,task,num_fewshot,limit,sample_len,arc_acc,arc_acc_norm
maxspeed_005_4746310a30,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_005_4746310a30,arc_challenge,0,,1172,0.24573378839590443,0.2883959044368601
