m,n,k,latency_ms,latency_mean_ms,latency_std_ms,latency_min_ms,latency_max_ms,samples,tflops,latency_q25_ms,latency_q75_ms,latency_iqr_ms,dense_flops,effective_sparse_flops,bytes_activation_bf16,bytes_output_bf16,bytes_weight_sparse_bf16,bytes_sparse_bf16,arithmetic_intensity_sparse
16384,4096,4096,1.001202,1.001202,0.0,1.001202,1.001202,1,549.096019,1.001202,1.001202,0.0,549755813888.0,274877906944.0,134217728.0,134217728.0,18874365.640704293,287309821.6407043,956.7299348636573
16384,4096,11008,2.475076,2.475076,0.0,2.475076,2.475076,1,596.938743,2.475076,2.475076,0.0,1477468749824.0,738734374912.0,360710144.0,134217728.0,50724857.65939279,545652729.6593928,1353.8544476321645
16384,12288,4096,2.727287,2.727287,0.0,2.727287,2.727287,1,604.728188,2.727287,2.727287,0.0,1649267441664.0,824633720832.0,134217728.0,402653184.0,56623096.92211288,593494008.922113,1389.455846959056
16384,22016,4096,4.93378,4.93378,0.0,4.93378,4.93378,1,598.919591,4.93378,4.93378,0.0,2954937499648.0,1477468749824.0,134217728.0,721420288.0,101449715.31878558,957087731.3187855,1543.7129758085746
