policy_id,scenario,sample_count,dense_prefill_nll,dense_decode_nll,prefill_nll,decode_nll,delta_prefill_nll,delta_decode_nll,target_delta_nll,prefill_tokens,decode_tokens
p00,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p01,prefill_only,100,2.0165355252637243,1.9183566811644002,2.042537554958476,1.9183566811644002,0.026002029694751627,0.0,0.026002029694751627,204700,8100
p02,prefill_only,100,2.0165355252637243,1.9183566811644002,2.387380443846941,1.9183566811644002,0.37084491858321655,0.0,0.37084491858321655,204700,8100
p03,prefill_only,100,2.0165355252637243,1.9183566811644002,3.0233585949903823,1.9183566811644002,1.006823069726658,0.0,1.006823069726658,204700,8100
p04,prefill_only,100,2.0165355252637243,1.9183566811644002,2.042537554958476,1.9183566811644002,0.026002029694751627,0.0,0.026002029694751627,204700,8100
p05,prefill_only,100,2.0165355252637243,1.9183566811644002,2.017048903979146,1.9183566811644002,0.0005133787154218972,0.0,0.0005133787154218972,204700,8100
p06,prefill_only,100,2.0165355252637243,1.9183566811644002,2.016886913633137,1.9183566811644002,0.0003513883694128417,0.0,0.0003513883694128417,204700,8100
p07,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0601777575129,1.9183566811644002,0.04364223224917563,0.0,0.04364223224917563,204700,8100
p08,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0251465475867887,1.9183566811644002,0.008611022323064432,0.0,0.008611022323064432,204700,8100
p09,prefill_only,100,2.0165355252637243,1.9183566811644002,2.015939597915776,1.9183566811644002,-0.0005959273479483329,0.0,-0.0005959273479483329,204700,8100
p10,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0058122774467972,1.9183566811644002,-0.010723247816927017,0.0,-0.010723247816927017,204700,8100
p11,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0823725793462993,1.9183566811644002,0.06583705408257501,0.0,0.06583705408257501,204700,8100
p12,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0178597859958933,1.9183566811644002,0.0013242607321690691,0.0,0.0013242607321690691,204700,8100
p13,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0181950696713176,1.9183566811644002,0.0016595444075933052,0.0,0.0016595444075933052,204700,8100
p14,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0144864340345627,1.9183566811644002,-0.002049091229161526,0.0,-0.002049091229161526,204700,8100
p15,prefill_only,100,2.0165355252637243,1.9183566811644002,2.073215577722353,1.9183566811644002,0.056680052458628616,0.0,0.056680052458628616,204700,8100
p16,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0190135049004643,1.9183566811644002,0.002477979636740013,0.0,0.002477979636740013,204700,8100
p17,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0200585078773816,1.9183566811644002,0.003522982613657355,0.0,0.003522982613657355,204700,8100
p18,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0135372696705547,1.9183566811644002,-0.0029982555931695742,0.0,-0.0029982555931695742,204700,8100
p19,prefill_only,100,2.0165355252637243,1.9183566811644002,2.1614250716082224,1.9183566811644002,0.14488954634449813,0.0,0.14488954634449813,204700,8100
p20,prefill_only,100,2.0165355252637243,1.9183566811644002,2.016309790003282,1.9183566811644002,-0.00022573526044222803,0.0,-0.00022573526044222803,204700,8100
p21,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p22,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p23,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p24,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p25,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p26,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p27,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p28,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p29,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p30,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p31,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p32,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p33,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p34,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p35,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p36,prefill_only,100,2.0165355252637243,1.9183566811644002,2.0165355252637243,1.9183566811644002,0.0,0.0,0.0,204700,8100
p37,prefill_only,100,2.0165355252637243,1.9183566811644002,2.1817886825136634,1.9183566811644002,0.16525315724993916,0.0,0.16525315724993916,204700,8100
p38,prefill_only,100,2.0165355252637243,1.9183566811644002,2.178651724751542,1.9183566811644002,0.16211619948781752,0.0,0.16211619948781752,204700,8100
p39,prefill_only,100,2.0165355252637243,1.9183566811644002,2.221117913600696,1.9183566811644002,0.20458238833697173,0.0,0.20458238833697173,204700,8100
p40,prefill_only,100,2.0165355252637243,1.9183566811644002,2.2111017218414144,1.9183566811644002,0.19456619657769014,0.0,0.19456619657769014,204700,8100
p41,prefill_only,100,2.0165355252637243,1.9183566811644002,2.200615332174371,1.9183566811644002,0.18407980691064685,0.0,0.18407980691064685,204700,8100
p42,prefill_only,100,2.0165355252637243,1.9183566811644002,2.1817886825136634,1.9183566811644002,0.16525315724993916,0.0,0.16525315724993916,204700,8100
p43,prefill_only,100,2.0165355252637243,1.9183566811644002,2.178651724751542,1.9183566811644002,0.16211619948781752,0.0,0.16211619948781752,204700,8100
p44,prefill_only,100,2.0165355252637243,1.9183566811644002,2.221117913600696,1.9183566811644002,0.20458238833697173,0.0,0.20458238833697173,204700,8100
p45,prefill_only,100,2.0165355252637243,1.9183566811644002,2.2111017218414144,1.9183566811644002,0.19456619657769014,0.0,0.19456619657769014,204700,8100
p46,prefill_only,100,2.0165355252637243,1.9183566811644002,2.200615332174371,1.9183566811644002,0.18407980691064685,0.0,0.18407980691064685,204700,8100
