n,seed,accuracy,abs_error
4000,0,0.7685,9.999999999998899e-05
4000,1,0.76675,0.0018499999999999073
4000,2,0.7665,0.0020999999999999908
4000,3,0.76875,0.0001500000000000945
4000,4,0.7655,0.0030999999999999917
4000,5,0.7715,0.0029000000000000137
4000,6,0.76825,0.00034999999999996145
4000,7,0.76575,0.002849999999999908
4000,8,0.76825,0.00034999999999996145
4000,9,0.76525,0.003349999999999964
4000,10,0.76625,0.0023499999999999632
4000,11,0.7685,9.999999999998899e-05
4000,12,0.7735,0.0049000000000000155
4000,13,0.76925,0.0006500000000000394
4000,14,0.76725,0.0013499999999999623
4000,15,0.7685,9.999999999998899e-05
4000,16,0.769,0.00040000000000006697
4000,17,0.7685,9.999999999998899e-05
4000,18,0.7665,0.0020999999999999908
4000,19,0.7735,0.0049000000000000155
4000,20,0.774,0.005400000000000071
4000,21,0.77025,0.0016500000000000403
4000,22,0.7695,0.0009000000000000119
4000,23,0.769,0.00040000000000006697
4000,24,0.769,0.00040000000000006697
4000,25,0.77025,0.0016500000000000403
4000,26,0.7685,9.999999999998899e-05
4000,27,0.77,0.0014000000000000679
4000,28,0.77325,0.004650000000000043
4000,29,0.766,0.0025999999999999357
