m,n,k,latency_ms,latency_mean_ms,latency_std_ms,latency_min_ms,latency_max_ms,samples,tflops,latency_q25_ms,latency_q75_ms,latency_iqr_ms,dense_flops,effective_sparse_flops,bytes_activation_bf16,bytes_output_bf16,bytes_weight_sparse_bf16,bytes_sparse_bf16,arithmetic_intensity_sparse
8,4096,4096,0.058429,0.058429,0.0,0.058429,0.058429,1,4.594232,0.058429,0.058429,0.0,268435456.0,134217728.0,65536.0,65536.0,18874365.640704293,19005437.640704293,7.062069842187872
8,4096,11008,0.113993,0.113993,0.0,0.113993,0.113993,1,6.328648,0.113993,0.113993,0.0,721420288.0,360710144.0,176128.0,65536.0,50724857.65939279,50966521.65939279,7.077393792156572
8,12288,4096,0.058731,0.058731,0.0,0.058731,0.058731,1,13.71173,0.058731,0.058731,0.0,805306368.0,402653184.0,65536.0,196608.0,56623096.92211288,56885240.92211288,7.0783418945401255
8,22016,4096,0.059571,0.059571,0.0,0.059571,0.059571,1,24.220438,0.059571,0.059571,0.0,1442840576.0,721420288.0,65536.0,352256.0,101449715.31878558,101867507.31878558,7.081947001435673
16384,4096,4096,1.017137,1.017137,0.0,1.017137,1.017137,1,540.493486,1.017137,1.017137,0.0,549755813888.0,274877906944.0,134217728.0,134217728.0,18874365.640704293,287309821.6407043,956.7299348636573
16384,4096,11008,2.503654,2.503654,0.0,2.503654,2.503654,1,590.124877,2.503654,2.503654,0.0,1477468749824.0,738734374912.0,360710144.0,134217728.0,50724857.65939279,545652729.6593928,1353.8544476321645
16384,12288,4096,2.744843,2.744843,0.0,2.744843,2.744843,1,600.860353,2.744843,2.744843,0.0,1649267441664.0,824633720832.0,134217728.0,402653184.0,56623096.92211288,593494008.922113,1389.455846959056
16384,22016,4096,4.939909,4.939909,0.0,4.939909,4.939909,1,598.176534,4.939909,4.939909,0.0,2954937499648.0,1477468749824.0,134217728.0,721420288.0,101449715.31878558,957087731.3187855,1543.7129758085746
