benchmark_level,shape_index,m,n,k,gpu,warmup,iters,bias,torch_version,cuda_version,kernel,status,latency_ms,tflops,error_msg
module_forward,0,16,12288,4096,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,0.042774,37.653660,
module_forward,0,16,12288,4096,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,0.148450,10.849559,
module_forward,0,16,12288,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.059701,26.978076,
module_forward,0,16,12288,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,skip,,,M%32!=0
module_forward,0,16,12288,4096,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,0.026506,60.764998,
module_forward,1,16,4096,4096,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,0.034600,15.516500,
module_forward,1,16,4096,4096,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,0.134510,3.991297,
module_forward,1,16,4096,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.058086,9.242627,
module_forward,1,16,4096,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,skip,,,M%32!=0
module_forward,1,16,4096,4096,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,0.023496,22.849460,
module_forward,2,16,22016,4096,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,0.137152,21.040022,
module_forward,2,16,22016,4096,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,0.174312,16.554690,
module_forward,2,16,22016,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.059117,48.813217,
module_forward,2,16,22016,4096,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,skip,,,M%32!=0
module_forward,2,16,22016,4096,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,0.033902,85.117311,
module_forward,3,16,4096,11008,0,5,20,False,2.9.0+cu128,12.8,dense_bf16,pass,0.067499,21.375669,
module_forward,3,16,4096,11008,0,5,20,False,2.9.0+cu128,12.8,dense_nvfp4,pass,0.164672,8.761906,
module_forward,3,16,4096,11008,0,5,20,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.110909,13.009253,
module_forward,3,16,4096,11008,0,5,20,False,2.9.0+cu128,12.8,sparse_nvfp4,skip,,,M%32!=0
module_forward,3,16,4096,11008,0,5,20,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,0.028952,49.835610,
