module_index,module_name,layer,layer_bucket,module_type,module_family,in_features,out_features,numel,weight_mean,weight_std,weight_abs_mean,weight_abs_max,weight_outlier_ratio_6x,weight_row_norm_mean,weight_row_norm_max,weight_col_norm_mean,weight_col_norm_max,activation_mean,activation_std,activation_abs_mean,activation_abs_max,activation_outlier_ratio_6x_weight_mean,method,runtime_path,activation_quantization,kernel_module_type,weight_mse,weight_rel_mse,weight_rmse_over_rms,weight_max_abs_error,output_mse,output_rel_mse,output_rmse_over_rms,output_max_abs_error,output_ref_rms
1,model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,-3.0185713058017427e-06,0.013479271903634071,0.007290542125701904,0.7734375,0.01427382230758667,0.7678268551826477,3.3519811630249023,0.6854398846626282,7.156308174133301,-4.36259142588824e-05,0.06772715039449022,0.012975274585187435,4.96875,0.025636672973632812,dense_nvfp4,real_kernel_forward,runtime_kernel,NVFP4Linear,1.4041881968296366e-06,0.007728450069984084,0.08791160372774509,0.033203125,0.00030041746504139155,0.0004381851968756594,0.020932873593361694,0.3125,0.8280064839901645
1,model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,-3.0185713058017427e-06,0.013479271903634071,0.007290542125701904,0.7734375,0.01427382230758667,0.7678268551826477,3.3519811630249023,0.6854398846626282,7.156308174133301,-4.36259142588824e-05,0.06772715039449022,0.012975274585187435,4.96875,0.025636672973632812,sparse_nvfp4,real_kernel_forward,runtime_kernel,PaddedSparseNVFP4Linear,2.451466571073979e-05,0.13492519760212004,0.36732165414268736,0.1376953125,0.0003639686619862914,0.0005308801863002854,0.023040837361091835,0.3125,0.8280064839901645
