phase,method,layer_bucket,fused_type,blocks,input_tokens,output_tokens,output_rel_mse,output_mse,output_count,backend
decode,sparse_nvfp4,0,down_proj,16,2048,64,0.15092249912787167,0.00039167023770403375,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,0,gate_up_proj,16,2048,64,0.09524988595430665,0.004879526670603894,180355072,canonical_phase_wrapper
decode,sparse_nvfp4,0,o_proj,16,2048,64,0.10527168773042023,0.00014050041743818298,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,0,qkv_proj,16,2048,64,0.015702495228082976,0.018764632792003983,100663296,canonical_phase_wrapper
decode,sparse_nvfp4,1,down_proj,16,2048,64,0.1700828641535342,0.0023429389593729866,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,1,gate_up_proj,16,2048,64,0.10184574407148249,0.015015023543910926,180355072,canonical_phase_wrapper
decode,sparse_nvfp4,1,o_proj,16,2048,64,0.16067983772692582,0.0013347049280127976,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,1,qkv_proj,16,2048,64,0.03445146138011021,0.049086199403973296,100663296,canonical_phase_wrapper
decode,sparse_nvfp4,2,down_proj,16,2048,64,0.18699331208761868,0.007996349720997387,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,2,gate_up_proj,16,2048,64,0.13027566447571637,0.030949247551562135,180355072,canonical_phase_wrapper
decode,sparse_nvfp4,2,o_proj,16,2048,64,0.15947272913185848,0.0023614914307472645,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,2,qkv_proj,16,2048,64,0.045485727808161416,0.06642636509786826,100663296,canonical_phase_wrapper
decode,sparse_nvfp4,3,down_proj,16,2048,64,0.07724040427032927,0.022849964701890713,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,3,gate_up_proj,16,2048,64,0.09880496267377599,0.055292401300353365,180355072,canonical_phase_wrapper
decode,sparse_nvfp4,3,o_proj,16,2048,64,0.12765397614710525,0.006339457471767673,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,3,qkv_proj,16,2048,64,0.06350347979317413,0.09669847705905947,100663296,canonical_phase_wrapper
