family,policy,speed_ms,measured_speedup,actual_delta_nll,wikitext_word_ppl,winogrande_acc,arc_easy_acc,arc_challenge_acc_norm,mmlu_acc
uniform,dense_bf16,1135.020175948739,1.0,0.0,12.227501197051792,0.6827150749802684,0.7281144781144782,0.4334470989761092,0.4657456202820111
uniform,marlin_nvfp4,1115.7993115484715,1.0172260945147864,0.025886642898908185,12.691261958056822,0.6882399368587214,0.7188552188552189,0.4308873720136519,0.4565588947443384
uniform,sparse_bf16,740.3935473412275,1.5329957696479473,0.34570702506088535,19.869162807238077,0.6385161799526441,0.6384680134680135,0.3506825938566553,0.2824383990884489
uniform,dense_nvfp4,664.4216477870941,1.708282955152061,0.04210258689224888,12.918458486060096,0.6779794790844514,0.7112794612794613,0.431740614334471,0.44943740207947586
uniform,sparse_nvfp4,611.5205995738506,1.8560620471979172,1.0170797386962978,52.897033824619356,0.5043409629044988,0.3661616161616162,0.23378839590443687,0.23087879219484403
