point_index,samples,formal_e2e_ms,formal_ttft_ms,formal_tpot_ms,raw_predicted_linear_ms,raw_linear_speedup_vs_dense
1,3,5193.328009918332,2213.224431499839,37.72283010656321,2920.880135250093,1.0170698451207998
10,3,3111.6386596113443,1472.1260126680136,20.753324644852288,1543.2362903402104,1.9250059925174037
2,3,5085.182689130306,2160.953404381871,37.01556056643589,2895.9506494875236,1.0258251836235344
4,3,4985.4117799550295,2225.257972255349,34.93865579366684,2821.162192199814,1.0530196083688423
5,3,4927.266910672188,2043.0607721209526,36.50893846267386,2721.4442491495347,1.0916038819107186
