module_index,module_name,layer,module_type,prefill_method,decode_method,prefill_runtime,decode_runtime,quality_cost,latency_ms
14,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0010804680468417779,4.158962
15,model.layers.3.mlp.down_proj,3,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.008567931580471226,2.475076
16,model.layers.4.self_attn.qkv_proj,4,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.002909184031446339,2.727287
17,model.layers.4.self_attn.o_proj,4,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
18,model.layers.4.mlp.gate_up_proj,4,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.011910126143895543,3.295666
19,model.layers.4.mlp.down_proj,4,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.007841647499392057,2.475076
20,model.layers.5.self_attn.qkv_proj,5,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0032824125674987955,2.727287
21,model.layers.5.self_attn.o_proj,5,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
22,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009328964164454441,4.158962
23,model.layers.5.mlp.down_proj,5,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.009089196203779374,2.475076
24,model.layers.6.self_attn.qkv_proj,6,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0034245463445674415,2.727287
25,model.layers.6.self_attn.o_proj,6,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
26,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.000901359002362179,4.158962
27,model.layers.6.mlp.down_proj,6,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.008858536028656157,2.475076
28,model.layers.7.self_attn.qkv_proj,7,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0036499389784058153,2.727287
29,model.layers.7.self_attn.o_proj,7,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
30,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0008848690268141336,4.158962
31,model.layers.7.mlp.down_proj,7,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.009206211439708265,2.475076
32,model.layers.8.self_attn.qkv_proj,8,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0028576710943141155,2.727287
33,model.layers.8.self_attn.o_proj,8,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
34,model.layers.8.mlp.gate_up_proj,8,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.009435601886490457,3.295666
35,model.layers.8.mlp.down_proj,8,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0074919377531202655,2.475076
36,model.layers.9.self_attn.qkv_proj,9,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0030385026006173404,2.727287
37,model.layers.9.self_attn.o_proj,9,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
38,model.layers.9.mlp.gate_up_proj,9,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.009180067049913124,3.295666
39,model.layers.9.mlp.down_proj,9,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.007635227217929389,2.475076
40,model.layers.10.self_attn.qkv_proj,10,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.003000282858310987,2.727287
41,model.layers.10.self_attn.o_proj,10,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
42,model.layers.10.mlp.gate_up_proj,10,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.008975124144709844,3.295666
43,model.layers.10.mlp.down_proj,10,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0074054747424216905,2.475076
44,model.layers.11.self_attn.qkv_proj,11,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0032177697273301944,2.727287
45,model.layers.11.self_attn.o_proj,11,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
46,model.layers.11.mlp.gate_up_proj,11,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.009492729116551711,3.295666
47,model.layers.11.mlp.down_proj,11,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.007756577631424596,2.475076
48,model.layers.12.self_attn.qkv_proj,12,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0033987936853164687,2.727287
49,model.layers.12.self_attn.o_proj,12,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
50,model.layers.12.mlp.gate_up_proj,12,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.00972411599929385,3.295666
51,model.layers.12.mlp.down_proj,12,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.00793853735114428,2.475076
52,model.layers.13.self_attn.qkv_proj,13,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0036862478524536716,2.727287
53,model.layers.13.self_attn.o_proj,13,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
54,model.layers.13.mlp.gate_up_proj,13,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.009523536846701508,3.295666
55,model.layers.13.mlp.down_proj,13,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.007819891916161016,2.475076
56,model.layers.14.self_attn.qkv_proj,14,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0036728872970417503,2.727287
57,model.layers.14.self_attn.o_proj,14,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
58,model.layers.14.mlp.gate_up_proj,14,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.009784972924936566,3.295666
59,model.layers.14.mlp.down_proj,14,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.008025809766254154,2.475076
60,model.layers.15.self_attn.qkv_proj,15,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.003549018296315243,2.727287
61,model.layers.15.self_attn.o_proj,15,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
62,model.layers.15.mlp.gate_up_proj,15,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.009586985450397259,3.295666
63,model.layers.15.mlp.down_proj,15,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.007694110072863764,2.475076
64,model.layers.16.self_attn.qkv_proj,16,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.003804374908800468,2.727287
65,model.layers.16.self_attn.o_proj,16,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
66,model.layers.16.mlp.gate_up_proj,16,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.009296253604071185,3.295666
67,model.layers.16.mlp.down_proj,16,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.007607741311866022,2.475076
68,model.layers.17.self_attn.qkv_proj,17,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0037776227989397265,2.727287
69,model.layers.17.self_attn.o_proj,17,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
70,model.layers.17.mlp.gate_up_proj,17,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.01020248587398313,3.295666
71,model.layers.17.mlp.down_proj,17,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.007722130545111924,2.475076
72,model.layers.18.self_attn.qkv_proj,18,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0005731509981685912,3.066038
73,model.layers.18.self_attn.o_proj,18,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
74,model.layers.18.mlp.gate_up_proj,18,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.010801829470778911,3.295666
75,model.layers.18.mlp.down_proj,18,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.008088172282882236,2.475076
76,model.layers.19.self_attn.qkv_proj,19,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0005725912107567363,3.066038
77,model.layers.19.self_attn.o_proj,19,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
78,model.layers.19.mlp.gate_up_proj,19,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0007922599929965848,4.158962
79,model.layers.19.mlp.down_proj,19,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.008245030989381836,2.475076
80,model.layers.20.self_attn.qkv_proj,20,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0005980607902367717,3.066038
81,model.layers.20.self_attn.o_proj,20,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
82,model.layers.20.mlp.gate_up_proj,20,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.011114072153127184,3.295666
83,model.layers.20.mlp.down_proj,20,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.008007818037245332,2.475076
84,model.layers.21.self_attn.qkv_proj,21,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.000633200799141008,3.066038
85,model.layers.21.self_attn.o_proj,21,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
86,model.layers.21.mlp.gate_up_proj,21,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0008166445766172324,4.158962
87,model.layers.21.mlp.down_proj,21,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.008505380703086898,2.475076
88,model.layers.22.self_attn.qkv_proj,22,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006073387217643863,3.066038
89,model.layers.22.self_attn.o_proj,22,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
90,model.layers.22.mlp.gate_up_proj,22,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0008361040308337743,4.158962
91,model.layers.22.mlp.down_proj,22,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.00888840860438883,2.475076
92,model.layers.23.self_attn.qkv_proj,23,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006455414164299262,3.066038
93,model.layers.23.self_attn.o_proj,23,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
94,model.layers.23.mlp.gate_up_proj,23,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0008913040532607303,4.158962
95,model.layers.23.mlp.down_proj,23,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.009244040373933187,2.475076
96,model.layers.24.self_attn.qkv_proj,24,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.000686813281308182,3.066038
97,model.layers.24.self_attn.o_proj,24,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
98,model.layers.24.mlp.gate_up_proj,24,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009726473524548049,4.158962
99,model.layers.24.mlp.down_proj,24,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.010280490448233722,2.475076
100,model.layers.25.self_attn.qkv_proj,25,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0007217206213890595,3.066038
101,model.layers.25.self_attn.o_proj,25,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
102,model.layers.25.mlp.gate_up_proj,25,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009825536394664105,4.158962
103,model.layers.25.mlp.down_proj,25,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.009503239607478679,2.475076
104,model.layers.26.self_attn.qkv_proj,26,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0007088571814998083,3.066038
105,model.layers.26.self_attn.o_proj,26,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
106,model.layers.26.mlp.gate_up_proj,26,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0009341532819668569,4.158962
107,model.layers.26.mlp.down_proj,26,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.009794060346260973,2.475076
108,model.layers.27.self_attn.qkv_proj,27,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006960559342426288,3.066038
109,model.layers.27.self_attn.o_proj,27,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
110,model.layers.27.mlp.gate_up_proj,27,gate_up_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0008720470246778697,4.158962
111,model.layers.27.mlp.down_proj,27,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.009214038220634138,2.475076
112,model.layers.28.self_attn.qkv_proj,28,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006900115000090165,3.066038
113,model.layers.28.self_attn.o_proj,28,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
114,model.layers.28.mlp.gate_up_proj,28,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.01142364534721874,3.295666
115,model.layers.28.mlp.down_proj,28,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.009074128726092964,2.475076
116,model.layers.29.self_attn.qkv_proj,29,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006960694575213225,3.066038
117,model.layers.29.self_attn.o_proj,29,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
118,model.layers.29.mlp.gate_up_proj,29,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.009693903164557066,3.295666
119,model.layers.29.mlp.down_proj,29,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.008068609219739047,2.475076
120,model.layers.30.self_attn.qkv_proj,30,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006432339432339911,3.066038
121,model.layers.30.self_attn.o_proj,30,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
122,model.layers.30.mlp.gate_up_proj,30,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.0065947396647691725,3.295666
123,model.layers.30.mlp.down_proj,30,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0013257316729327982,2.475076
124,model.layers.31.self_attn.qkv_proj,31,qkv_proj,dense_nvfp4,dense_nvfp4,dense_nvfp4,dense_nvfp4,0.0006066461706672857,3.066038
125,model.layers.31.self_attn.o_proj,31,o_proj,dense_bf16,dense_bf16,dense_bf16,dense_bf16,0.0,1.34235
126,model.layers.31.mlp.gate_up_proj,31,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.004979994534555112,3.295666
127,model.layers.31.mlp.down_proj,31,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.001125712545684611,2.475076
