pair_id,low_policy_id,high_policy_id,measured_delta,raw_delta,abs_raw_delta,local_only_pred_delta,local_only_abs_error,local_only_direction,local_layer_pred_delta,local_layer_abs_error,local_layer_direction,local_type_pred_delta,local_type_abs_error,local_type_direction,final_layer_type_pred_delta,final_layer_type_abs_error,final_layer_type_direction,selection_score,selected_pair_id
fav_pair_055,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair03_high_empirical,0.08551562695587256,-0.18550900494483535,0.18550900494483535,-0.008849167848898692,0.09436479480477125,0,0.023134957141971862,0.0623806698139007,1,-0.00701846316389193,0.09253409011976449,0,0.03359017948261292,0.05192544747325964,1,0.10395677840293543,selected_fav_pair_00
fav_pair_065,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair03_low_empirical,0.04684567404819795,-0.1851226848261689,0.1851226848261689,-0.008830739570581503,0.05567641361877945,0,0.002868822622302508,0.04397685142589544,1,-0.011557722432393808,0.05840339648059176,0,0.017202680277831478,0.02964299377036647,1,0.08949789497965409,
fav_pair_024,sparse_nvfp4_empirical_c064_pair10_high_empirical,sparse_nvfp4_empirical_c064_pair01_high_empirical,0.04762856507721258,-0.07510600355813768,0.07510600355813768,-0.003582713583869468,0.05121127866108205,0,0.05023501635934274,0.002606451282130162,1,-0.0054059928461526185,0.0530345579233652,0,0.03193236151803114,0.015696203559181443,1,0.08746807889221221,selected_fav_pair_01
fav_pair_104,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair07_high_empirical,0.04397389380199357,-0.181341007782013,0.181341007782013,-0.00865034565965514,0.05262423946164871,0,0.0177123875188597,0.026261506283133867,1,0.013440545192485526,0.030533348609508043,1,0.04081863286254209,0.003155260939451482,1,0.08739528103839816,
fav_pair_051,sparse_nvfp4_empirical_c064_pair07_low_empirical,sparse_nvfp4_empirical_c064_pair03_high_empirical,0.06422739812772571,-0.004645842665725652,0.004645842665725652,-0.00022161641997273107,0.06444901454769844,0,0.032422353315795155,0.031805044811930555,1,0.011397040001116604,0.052830358126609106,1,0.043009947037070895,0.021217451090654815,1,0.07843244346436698,
fav_pair_103,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair07_high_empirical,0.03417658292617354,-0.18073274930065164,0.18073274930065164,-0.008621330456869386,0.042797913383042924,0,-0.007044865083892793,0.04122144801006633,0,0.021770201486222385,0.012406381439951153,1,0.01569877522127716,0.018477807704896376,1,0.0776697375596609,selected_fav_pair_02
fav_pair_109,sparse_nvfp4_empirical_c064_pair07_low_empirical,sparse_nvfp4_empirical_c064_pair11_high_empirical,0.06628106858165728,-0.18938359698724838,0.18938359698724838,-0.009033993999734674,0.07531506258139195,0,0.009860126055178386,0.05642094252647889,1,0.02534341051911171,0.04093765806254557,1,0.03646949092078,0.029811577660877275,1,0.07727885318160385,selected_fav_pair_03
fav_pair_054,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair03_high_empirical,0.07571831608005253,-0.184900746463474,0.184900746463474,-0.008820152646112939,0.08453846872616547,0,-0.0016222954607806317,0.07734061154083316,0,0.0013111931298449286,0.0744071229502076,1,0.008470321841347994,0.06724799423870453,1,0.07717202391394298,
fav_pair_009,sparse_nvfp4_empirical_c064_pair00_low_empirical,sparse_nvfp4_empirical_c064_pair03_high_empirical,0.06989465441022613,-0.044825379069585836,0.044825379069585836,-0.002138264411451235,0.07203291882167737,0,0.011292720680366325,0.058601933729859806,1,-0.005618852865574286,0.07551350727580042,0,0.014098601711449082,0.05579605269877705,1,0.07674329905704998,
fav_pair_008,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair00_high_empirical,0.045539318465440015,-0.14033767557338006,0.14033767557338006,-0.006694400883894613,0.05223371934933463,0,0.03584043376541515,0.009698884700024862,1,0.009993629720388503,0.03554568874505151,1,0.05116762739871031,0.005628308933270293,1,0.07583394478797402,
fav_pair_016,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair00_low_empirical,0.015620972545646428,-0.14068362587524952,0.14068362587524952,-0.006710903437447457,0.022331875983093885,0,0.011842236461605538,0.00377873608404089,1,-0.001399610298317644,0.01702058284396407,0,0.019491577771163837,0.0038706052255174095,1,0.07560166366933323,
fav_pair_085,sparse_nvfp4_empirical_c064_pair10_low_empirical,sparse_nvfp4_empirical_c064_pair05_high_empirical,0.01922908827749925,-0.10078922048769634,0.10078922048769634,-0.0048078567922916204,0.02403694506979087,0,-0.00841341581657401,0.02764250409407326,0,0.02853702633231503,0.009307938054815779,1,0.02921858385799042,0.00998949558049117,1,0.07169088631670807,selected_fav_pair_04
fav_pair_066,sparse_nvfp4_empirical_c064_pair03_low_empirical,sparse_nvfp4_empirical_c064_pair11_high_empirical,0.040723623361606176,-0.1851240744401892,0.1851240744401892,-0.008830805858079133,0.04955442921968531,0,-0.002296092740947414,0.04301971610255359,0,0.018485629786496982,0.022237993575109194,1,0.009847043088490548,0.030876580273115628,1,0.07065607410876268,
fav_pair_074,sparse_nvfp4_empirical_c064_pair11_low_empirical,sparse_nvfp4_empirical_c064_pair04_high_empirical,0.045174720935858836,-0.022933607972321468,0.022933607972321468,-0.00109398110559783,0.046268702041456666,0,0.009100952949122748,0.03607376798673609,1,0.032619256400044566,0.01255546453581427,1,0.036446530958965606,0.00872818997689323,1,0.06899547718457752,selected_fav_pair_05
fav_pair_122,sparse_nvfp4_empirical_c064_pair11_low_empirical,sparse_nvfp4_empirical_c064_pair11_high_empirical,0.09406008692403578,-0.00148609538898814,0.00148609538898814,-7.088986079434312e-05,0.09413097678483012,0,0.003884647633490612,0.09017543929054517,1,0.030973676761188756,0.06308641016284702,1,0.034436077160708956,0.059624009763326824,1,0.06620844531348363,
fav_pair_068,sparse_nvfp4_empirical_c064_pair04_low_empirical,sparse_nvfp4_empirical_c064_pair04_high_empirical,0.03285889336274339,0.0005679379674559115,0.0005679379674559115,2.709182987251091e-05,0.03283180153287088,1,-0.0022717167922839676,0.03513061015502736,0,0.040370052100899084,0.007511158738155693,1,0.03337933735043272,0.0005204439876893285,1,0.06579535616106562,
fav_pair_028,sparse_nvfp4_empirical_c064_pair01_low_empirical,sparse_nvfp4_empirical_c064_pair05_high_empirical,0.012933513656287587,-0.025065818796017325,0.025065818796017325,-0.0011956920250960623,0.01412920568138365,0,-0.014472311467482013,0.0274058251237696,0,0.017252037308013557,0.0043185236517259695,1,0.004984051614606522,0.007949462041681066,1,0.06386295806880468,
fav_pair_007,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair00_high_empirical,0.035742007589619984,-0.1397294170920187,0.1397294170920187,-0.00666538568110886,0.042407393270728844,0,0.011083181162662659,0.024658826426957325,1,0.01832328601412536,0.017418721575494622,1,0.026047769757445383,0.009694237832174601,1,0.06378080896837388,
fav_pair_061,sparse_nvfp4_empirical_c064_pair07_low_empirical,sparse_nvfp4_empirical_c064_pair03_low_empirical,0.0255574452200511,-0.004259522547059191,0.004259522547059191,-0.00020318814165554144,0.025760633361706642,0,0.0121562187961258,0.0134012264239253,1,0.006857780732614727,0.018699664487436374,1,0.026622447832289453,0.0010650026122383527,1,0.060778552204370576,
fav_pair_072,sparse_nvfp4_empirical_c064_pair08_low_empirical,sparse_nvfp4_empirical_c064_pair04_high_empirical,0.04458927874929053,-0.008563014522784407,0.008563014522784407,-0.00040847371709634706,0.044997752466386876,0,0.007262808330270293,0.037326470419020236,1,0.0227308215687409,0.02185845718054963,1,0.027913118601145287,0.01667616014814524,1,0.06074148054398814,
fav_pair_080,sparse_nvfp4_empirical_c064_pair11_low_empirical,sparse_nvfp4_empirical_c064_pair04_low_empirical,0.012315827573115445,-0.02350154593977738,0.02350154593977738,-0.0011210729354703408,0.013436900508585786,0,0.011372669741406716,0.0009431578317087297,1,-0.007750795700854518,0.020066623273969963,0,0.0030671936085328866,0.009248633964582559,1,0.05956549755877076,
fav_pair_089,sparse_nvfp4_empirical_c064_pair10_low_empirical,sparse_nvfp4_empirical_c064_pair05_low_empirical,0.014679123977392017,-0.10216342680574719,0.10216342680574719,-0.004873409310192589,0.019552533287584606,0,-0.03348188900012869,0.048161012977520706,0,0.022697196154489924,0.008018072177097907,1,4.178603194887609e-05,0.01463733794544314,1,0.0595622939218539,
fav_pair_113,sparse_nvfp4_empirical_c064_pair11_low_empirical,sparse_nvfp4_empirical_c064_pair08_high_empirical,0.08005250456748403,-0.01379021923568935,0.01379021923568935,-0.0006578223236441971,0.08071032689112823,0,-0.011653519697123471,0.0917060242646075,0,0.014375664971808783,0.06567683959567525,1,0.0029335979405778756,0.07711890662690615,1,0.05759458236389283,
fav_pair_069,sparse_nvfp4_empirical_c064_pair06_high_empirical,sparse_nvfp4_empirical_c064_pair04_high_empirical,0.030593341110737082,-0.013810056485938915,0.013810056485938915,-0.0006587686020048944,0.03125210971274198,0,-0.010929096842544228,0.04152243795328131,0,0.010516289417225683,0.0200770516935114,1,0.0016082167297212235,0.02898512438101586,1,0.057536747858255105,
fav_pair_031,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair01_low_empirical,0.02602305570927177,0.06525954090015951,0.06525954090015951,0.0031130167041721335,0.022910039005099636,1,0.03969193557139247,0.013668879862120703,1,-0.007189572978136355,0.033212628687408124,0,0.026958421336970434,0.0009353656276986644,1,0.0570362396766088,
fav_pair_019,sparse_nvfp4_empirical_c064_pair02_low_empirical,sparse_nvfp4_empirical_c064_pair01_high_empirical,0.02413948921308151,-0.08085980682129001,0.08085980682129001,-0.003857182043555951,0.027996671256637462,0,0.00934763456242993,0.014791854650651581,1,0.020757937957036426,0.0033815512560450844,1,0.025200511994210473,0.0010610227811289619,1,0.05647871657654076,
fav_pair_079,sparse_nvfp4_empirical_c064_pair04_low_empirical,sparse_nvfp4_empirical_c064_pair11_high_empirical,0.08174425935092033,0.02201545055078924,0.02201545055078924,0.0010501830746759977,0.08069407627624434,1,-0.0074880221079161036,0.08923228145883644,0,0.038724472462043275,0.04301978688887706,1,0.03136888355217607,0.050375375798744265,1,0.05620059701155068,
fav_pair_013,sparse_nvfp4_empirical_c064_pair00_low_empirical,sparse_nvfp4_empirical_c064_pair07_high_empirical,0.02835292125634714,-0.04065738190676349,0.04065738190676349,-0.0019394422222076824,0.030292363478554823,0,0.005870151057254164,0.022482770199092977,1,0.01484015549080317,0.013512765765543971,1,0.02132705509137825,0.007025866164968891,1,0.055696799475738204,
fav_pair_003,sparse_nvfp4_empirical_c064_pair05_high_empirical,sparse_nvfp4_empirical_c064_pair00_high_empirical,0.006582749099880658,-0.18053139767752224,0.18053139767752224,-0.008611725562970685,0.015194474662851343,0,0.010620809661504693,0.004038060561624035,1,-6.883460948869935e-05,0.0066515837093693575,0,0.019225154447133352,0.012642405347252694,1,0.05463926896923387,
fav_pair_116,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair09_high_empirical,0.009797310875820031,-0.0006082584813613678,0.0006082584813613678,-2.9015202785753758e-05,0.009826326078605785,0,0.024757252602752494,0.014959941726932463,1,-0.008329656293736859,0.01812696716955689,0,0.025119857641264925,0.015322546765444894,1,0.05431031162427744,
fav_pair_047,sparse_nvfp4_empirical_c064_pair03_low_empirical,sparse_nvfp4_empirical_c064_pair03_high_empirical,0.03866995290767461,-0.0003863201186664611,0.0003863201186664611,-1.8428278317189628e-05,0.0386883811859918,0,0.020266134519669354,0.018403818388005255,1,0.004539259268501877,0.03413069363917273,1,0.01638749920478144,0.022282453702893168,1,0.044458883423281345,
fav_pair_106,sparse_nvfp4_empirical_c064_pair11_low_empirical,sparse_nvfp4_empirical_c064_pair07_high_empirical,0.05046468331622522,0.18741965609535693,0.18741965609535693,0.008940309908211153,0.04152437340801407,1,0.02102430527099522,0.029440378045230003,1,0.03748631459957111,0.012978368716654115,1,0.048204986656929016,0.0022596966592962064,1,0.04087561965548968,
fav_pair_040,sparse_nvfp4_empirical_c064_pair10_low_empirical,sparse_nvfp4_empirical_c064_pair02_high_empirical,0.0385625768314366,0.004728618864658252,0.004728618864658252,0.0002255650179316393,0.03833701181350496,1,-0.05155491394496858,0.09011749077640518,0,0.06034457997014997,0.02178200313871337,1,0.01224001909263464,0.02632255773880196,1,0.03964960439736554,
fav_pair_045,sparse_nvfp4_empirical_c064_pair10_high_empirical,sparse_nvfp4_empirical_c064_pair02_low_empirical,0.02348907586413107,0.005753803263152335,0.005753803263152335,0.00027446845968648326,0.023214607404444587,1,0.040887381796912814,0.017398305932781744,1,-0.026163930803189045,0.049653006667320115,0,0.0067318495238206655,0.016757226340310405,1,0.03666284479510681,
fav_pair_036,sparse_nvfp4_empirical_c064_pair05_low_empirical,sparse_nvfp4_empirical_c064_pair02_high_empirical,0.023883452854044585,0.10689204567040544,0.10689204567040544,0.005098974328124228,0.018784478525920356,1,-0.018073024944839894,0.04195647779888448,0,0.037647383815660046,0.013763930961615461,1,0.012198233060685765,0.01168521979335882,1,0.03600077340328175,selected_fav_pair_06
fav_pair_057,sparse_nvfp4_empirical_c064_pair11_low_empirical,sparse_nvfp4_empirical_c064_pair03_high_empirical,0.09200641647010421,0.1832516589325346,0.1832516589325346,0.0087414877189676,0.08326492875113661,1,0.02644687489410738,0.06555954157599683,1,0.01702730624319365,0.07497911022691056,1,0.04097653327699985,0.051029883193104364,1,0.035834841570827794,
fav_pair_083,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair05_high_empirical,0.03895656936555936,0.04019372210414218,0.04019372210414218,0.0019173246790760712,0.037039244686483286,1,0.02521962410391046,0.013736945261648897,1,0.010062464329877202,0.028894105035682155,1,0.031942472951576956,0.007014096413982401,1,0.03258269825425129,
fav_pair_000,sparse_nvfp4_empirical_c064_pair00_low_empirical,sparse_nvfp4_empirical_c064_pair00_high_empirical,0.029918345919793587,0.00034595030186945763,0.00034595030186945763,1.6502553552844024e-05,0.029901843366240743,1,0.023998197303809615,0.005920148615983972,1,0.011393240018706147,0.01852510590108744,1,0.03167604962754647,0.0017577037077528834,1,0.030218443106566014,selected_fav_pair_07
fav_pair_114,sparse_nvfp4_empirical_c064_pair08_low_empirical,sparse_nvfp4_empirical_c064_pair11_high_empirical,0.09347464473746747,0.012884498060548921,0.012884498060548921,0.0006146175277071397,0.09286002720976033,1,0.002046503014638157,0.09142814172282931,1,0.02108524192988509,0.07238940280758238,1,0.025902664802888636,0.06757197993457884,1,0.027439068750472292,
fav_pair_022,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair01_high_empirical,0.04324434134824884,0.0655440181210345,0.0655440181210345,0.00312658686308398,0.04011775448516486,1,0.046582450434291156,0.003338109086042318,1,0.03011673912670998,0.013127602221538859,1,0.051964147808603756,0.008719806460354917,1,0.02739621897523295,
fav_pair_017,sparse_nvfp4_empirical_c064_pair01_low_empirical,sparse_nvfp4_empirical_c064_pair01_high_empirical,0.0270185965147971,-0.0003237812604863777,0.0003237812604863777,-1.5445043873907327e-05,0.027034041558671007,0,0.03164776746565118,0.004629170950854078,1,0.028976655811109475,0.0019580592963123755,1,0.05012558411289825,0.023106987598101147,1,0.023346114184465746,
fav_pair_053,sparse_nvfp4_empirical_c064_pair08_low_empirical,sparse_nvfp4_empirical_c064_pair03_high_empirical,0.0914209742835359,0.19762225238207165,0.19762225238207165,0.009426995107469083,0.08199397917606682,1,0.024608730275254925,0.06681224400828098,1,0.007138871411889985,0.08428210287164592,1,0.03244312091917953,0.058977853364356375,1,0.022980876086031318,
fav_pair_048,sparse_nvfp4_empirical_c064_pair06_high_empirical,sparse_nvfp4_empirical_c064_pair03_high_empirical,0.07742503664498246,0.19237521041891714,0.19237521041891714,0.009176700222560535,0.06824833642242192,1,0.006416825102440404,0.07100821154254205,1,-0.005075660739625232,0.08250069738460769,0,0.0061382190477554666,0.07128681759722699,1,0.022974711589474117,
fav_pair_023,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair01_high_empirical,0.05304165222406887,0.06493575963967313,0.06493575963967313,0.003097571660298226,0.04994408056377064,1,0.07133970303704365,0.01829805081297478,1,0.02178708283297312,0.03125456939109575,1,0.07708400544986868,0.024042353225799812,1,0.02173086093876485,
fav_pair_038,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair02_high_empirical,0.05829005791949671,0.14571156145649677,0.14571156145649677,0.006950746489299331,0.051339311430197376,1,-0.017921874024484113,0.07621193194398082,0,0.04187001796771214,0.016420039951784565,1,0.014963908186221175,0.04332614973327553,1,0.021645875577046423,
fav_pair_120,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair10_low_empirical,0.019727481088060106,0.14098294259183852,0.14098294259183852,0.006725181471367692,0.013002299616692414,1,0.03363303992048447,0.013905558832424364,1,-0.018474562002437828,0.038202043090497934,0,0.0027238890935865345,0.01700359199447357,1,0.021630032189357468,
fav_pair_115,sparse_nvfp4_empirical_c064_pair11_low_empirical,sparse_nvfp4_empirical_c064_pair08_low_empirical,0.0005854421865683079,-0.014370593449537061,0.014370593449537061,-0.0006855073885014829,0.0012709495750697908,0,0.0018381446188524553,0.0012527024322841473,1,0.009888434831303666,0.009302992644735358,1,0.00853341235782032,0.007947970171252011,1,0.019687933665343105,
fav_pair_005,sparse_nvfp4_empirical_c064_pair07_high_empirical,sparse_nvfp4_empirical_c064_pair00_high_empirical,0.0015654246634464464,0.04100333220863295,0.04100333220863295,0.0019559447757605264,0.00039052011231408,1,0.01812804624655545,0.016562621583109005,1,-0.003446915472097023,0.005012340135543469,0,0.010348994536168221,0.008783569872721775,1,0.018901268726830494,
fav_pair_067,sparse_nvfp4_empirical_c064_pair11_low_empirical,sparse_nvfp4_empirical_c064_pair03_low_empirical,0.053336463562429604,0.18363797905120105,0.18363797905120105,0.00875991599728479,0.044576547565144814,1,0.006180740374438026,0.04715572318799158,1,0.012488046974691774,0.04084841658773783,1,0.024589034072218408,0.028747429490211196,1,0.018206852042672913,
fav_pair_096,sparse_nvfp4_empirical_c064_pair11_low_empirical,sparse_nvfp4_empirical_c064_pair06_high_empirical,0.014581379825121754,-0.009123551486382553,0.009123551486382553,-0.0004352125035929355,0.01501659232871469,0,0.020030049791666976,0.005448669966545222,1,0.022102966982818884,0.007521587157697129,1,0.03483831422924438,0.02025693440412263,1,0.017173054676075706,
fav_pair_102,sparse_nvfp4_empirical_c064_pair07_low_empirical,sparse_nvfp4_empirical_c064_pair07_high_empirical,0.02268566497384672,-0.00047784550290330685,0.00047784550290330685,-2.279423072917841e-05,0.022708459204575898,0,0.026999783692682994,0.004314118718836274,1,0.03185604835749406,0.00917038338364734,1,0.05023840041700006,0.027552735443153342,1,0.013526858489205955,
