pair_id,low_policy_id,high_policy_id,measured_delta,raw_delta,abs_raw_delta,local_only_pred_delta,local_only_abs_error,local_only_direction,local_layer_pred_delta,local_layer_abs_error,local_layer_direction,local_type_pred_delta,local_type_abs_error,local_type_direction,final_layer_type_pred_delta,final_layer_type_abs_error,final_layer_type_direction,selection_score,selected_pair_id
fav_pair_033,sparse_nvfp4_empirical_c064_pair10_low_empirical,sparse_nvfp4_empirical_c064_pair01_low_empirical,0.006295574621211664,-0.07572340169167902,0.07572340169167902,-0.003612164767195558,0.009907739388407222,0,0.006058895650908003,0.00023667897030366092,1,0.011284989024301473,0.004989414403089809,1,0.0242345322433839,0.017938957622172236,1,0.011603174406467118,
fav_pair_063,sparse_nvfp4_empirical_c064_pair08_low_empirical,sparse_nvfp4_empirical_c064_pair03_low_empirical,0.052751021375861296,0.1980085725007381,0.1980085725007381,0.009445423385786272,0.04330559799007502,1,0.004342595755585571,0.048408425620275725,1,0.002599612143388108,0.05015140923247319,1,0.01605562171439809,0.03669539966146321,1,0.008506539858003311,selected_fav_pair_08
fav_pair_097,sparse_nvfp4_empirical_c064_pair06_low_empirical,sparse_nvfp4_empirical_c064_pair07_high_empirical,0.04872268799932966,0.19534111138398558,0.19534111138398558,0.009318179906907226,0.039404508092422436,1,-0.011850175712635025,0.060572863711964686,0,0.01870443515737813,0.03001825284195153,1,0.00014449710007607974,0.04857819089925358,1,0.007639525936838116,
fav_pair_025,sparse_nvfp4_empirical_c064_pair10_low_empirical,sparse_nvfp4_empirical_c064_pair01_high_empirical,0.03331417113600876,-0.07604718295216539,0.07604718295216539,-0.0036276098110694655,0.03694178094707823,0,0.03770666311655918,0.004392491980550417,1,0.04026164483541095,0.006947473699402185,1,0.07436011635628215,0.04104594522027338,1,0.006048165447900053,
fav_pair_043,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair02_low_empirical,0.019104852135167327,0.1464038249423245,0.1464038249423245,0.006983768906639931,0.012121083228527396,1,0.03723481587186123,0.0181299637366939,1,0.009358801169673553,0.009746050965493774,1,0.026763635814393283,0.007658783679225956,1,0.00257785669358886,
fav_pair_010,sparse_nvfp4_empirical_c064_pair00_low_empirical,sparse_nvfp4_empirical_c064_pair03_low_empirical,0.031224701502551522,-0.044439058950919375,0.044439058950919375,-0.0021198361331340454,0.03334453763568557,0,-0.00897341383930303,0.04019811534185455,0,-0.010158112134076164,0.041382813636627686,0,-0.002288897493332359,0.03351359899588388,0,0.0022844156337686336,
fav_pair_011,sparse_nvfp4_empirical_c064_pair00_low_empirical,sparse_nvfp4_empirical_c064_pair05_high_empirical,0.02333559681991293,0.1808773479793917,0.1808773479793917,0.008628228116523529,0.0147073687033894,1,0.013377387642304922,0.009958209177608007,1,0.011462074628194846,0.011873522191718083,1,0.012450895180413118,0.01088470163949981,1,-0.00025812612664414614,
fav_pair_087,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair05_low_empirical,0.03440660506545212,0.03881951578609133,0.03881951578609133,0.0018517721611751026,0.03255483290427702,1,0.00015115092035578037,0.03425545414509634,1,0.004222634152052096,0.030183970913400027,1,0.0027656751255354106,0.03164092993991671,1,-0.0005909668646198612,
fav_pair_091,sparse_nvfp4_empirical_c064_pair06_high_empirical,sparse_nvfp4_empirical_c064_pair07_high_empirical,0.03588330349110347,0.1965432075817395,0.1965432075817395,0.009375522411804088,0.02650778107929938,1,0.0009942554793282432,0.034889048011775226,1,0.015383347616752224,0.020499955874351244,1,0.013366672427684634,0.022516631063418835,1,-0.0009480517302880393,
fav_pair_044,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair02_low_empirical,0.02890216301098736,0.14579556646096314,0.14579556646096314,0.006954753703854177,0.02194740930713318,1,0.06199206847461372,0.03308990546362636,1,0.001029144875936694,0.027873018135050665,1,0.05188349345565821,0.02298133044467085,1,-0.0015039886215670244,
fav_pair_082,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair05_high_empirical,0.029159258489739326,0.04080198058550355,0.04080198058550355,0.001946339881861825,0.0272129186078775,1,0.00046237150115796544,0.02869688698858136,1,0.01839212062361406,0.010767137866125265,1,0.00682261531031203,0.022336643179427296,1,-0.0017245168399108812,
fav_pair_094,sparse_nvfp4_empirical_c064_pair08_low_empirical,sparse_nvfp4_empirical_c064_pair06_high_empirical,0.013995937638553446,0.0052470419631545084,0.0052470419631545084,0.00025029488490854734,0.013745642753644899,1,0.01819190517281452,0.004195967534261075,1,0.012214532151515217,0.001781405487038229,1,0.026304901871424063,0.012308964232870617,1,-0.0039320416914050025,
fav_pair_108,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair07_low_empirical,0.02128822882814685,-0.1808631622791097,0.1808631622791097,-0.008627551428925961,0.02991578025707281,0,-0.009287396173823292,0.03057562500197014,0,-0.018415503165008534,0.03970373199315538,0,-0.009419767554457975,0.030707996382604824,0,-0.004475665061431549,
fav_pair_064,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair03_low_empirical,0.03704836317237792,-0.18451442634480753,0.18451442634480753,-0.008801724367795749,0.04585008754017367,0,-0.021888429980449986,0.058936793152827904,0,-0.0032280661386569487,0.04027642931103487,0,-0.007917177363433447,0.044965540535811366,0,-0.0051502971349220985,
fav_pair_004,sparse_nvfp4_empirical_c064_pair05_low_empirical,sparse_nvfp4_empirical_c064_pair00_high_empirical,0.011132713399987892,-0.1791571913594714,0.1791571913594714,-0.008546173045069716,0.01967888644505761,0,0.03568928284505937,0.02455656944507148,1,0.005770995568336407,0.005361717831651486,1,0.0484019522731749,0.037269238873187005,1,-0.007127256776086586,
fav_pair_030,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair01_low_empirical,0.01622574483345174,0.06586779938152088,0.06586779938152088,0.0031420319069578873,0.013083712926493851,1,0.014934682968639978,0.00129106186481176,1,0.0011400833156005041,0.015085661517851234,1,0.0018385636957055085,0.01438718113774623,1,-0.009168883835350031,
fav_pair_105,sparse_nvfp4_empirical_c064_pair07_high_empirical,sparse_nvfp4_empirical_c064_pair11_high_empirical,0.04359540360781056,-0.18890575148434507,0.18890575148434507,-0.009011199769005496,0.05260660337681605,0,-0.017139657637504607,0.060735061245315164,0,-0.006512637838382351,0.05010804144619291,0,-0.013768909496220061,0.05736431310403062,0,-0.01216396058582032,
fav_pair_112,sparse_nvfp4_empirical_c064_pair08_high_empirical,sparse_nvfp4_empirical_c064_pair11_high_empirical,0.014007582356551751,0.01230412384670121,0.01230412384670121,0.000586932462849854,0.013420649893701897,1,0.015538167330614083,0.0015305849740623323,1,0.016598011789379974,0.002590429432828223,1,0.03150247922013108,0.01749489686357933,1,-0.012302485391569954,
fav_pair_001,sparse_nvfp4_empirical_c064_pair00_high_empirical,sparse_nvfp4_empirical_c064_pair03_high_empirical,0.039976308490432544,-0.04517132937145529,0.04517132937145529,-0.002154766965004079,0.04213107545543662,0,-0.01270547662344329,0.052681785113875834,0,-0.017012092884280433,0.05698840137471298,0,-0.01757744791609739,0.05755375640652993,0,-0.018762093184849463,
fav_pair_060,sparse_nvfp4_empirical_c064_pair07_high_empirical,sparse_nvfp4_empirical_c064_pair03_low_empirical,0.0028717802462043807,-0.0037816770441558845,0.0037816770441558845,-0.00018039391092636303,0.0030521741571307437,0,-0.014843564896557193,0.017715345142761574,0,-0.024998267624879333,0.027870047871083714,0,-0.02361595258471061,0.02648773283091499,0,-0.027897386058744072,
fav_pair_101,sparse_nvfp4_empirical_c064_pair11_low_empirical,sparse_nvfp4_empirical_c064_pair06_low_empirical,0.0017419953168955615,-0.007921455288628643,0.007921455288628643,-0.0003778699986960732,0.0021198653155916347,0,0.032874480983630244,0.031132485666734683,1,0.018781879442192978,0.017039884125297416,1,0.04806048955685294,0.046318494239957375,1,-0.028996363087468294,
fav_pair_056,sparse_nvfp4_empirical_c064_pair03_high_empirical,sparse_nvfp4_empirical_c064_pair11_high_empirical,0.0020536704539315664,-0.18473775432152273,0.18473775432152273,-0.008812377579761943,0.01086604803369351,0,-0.02256222726061677,0.024615897714548335,0,0.013946370517995105,0.011892700064063538,1,-0.006540456116290894,0.00859412657022246,0,-0.029773546876038864,
fav_pair_006,sparse_nvfp4_empirical_c064_pair07_low_empirical,sparse_nvfp4_empirical_c064_pair00_high_empirical,0.024251089637293166,0.04052548670572964,0.04052548670572964,0.001933150545031348,0.022317939092261818,1,0.045127829939238445,0.02087674030194528,1,0.028409132885397037,0.004158043248103871,1,0.06058739495316828,0.03633630531587512,1,-0.030918006991613515,
