module_index,module_name,layer,layer_bucket,module_type,module_family,in_features,out_features,numel,weight_mean,weight_std,weight_abs_mean,weight_abs_max,weight_outlier_ratio_6x,weight_row_norm_mean,weight_row_norm_max,weight_col_norm_mean,weight_col_norm_max,activation_mean,activation_std,activation_abs_mean,activation_abs_max,activation_outlier_ratio_6x_weight_mean
1,model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,1.40632266720786e-07,0.01866932027041912,0.010390120558440685,0.74609375,0.01457899808883667,1.1073201894760132,4.003367900848389,0.9184780120849609,5.654656887054443,0.0015194224833976477,0.13211083093516784,0.04684348241426051,6.8125,0.1727198362350464
2,model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,1024,4194304,-9.069694897334557e-06,0.02693898044526577,0.015319198369979858,0.69921875,0.01374363899230957,1.6192221641540527,4.223666191101074,0.6641868948936462,5.15325927734375,0.0015194224833976477,0.13211083093516784,0.04684348241426051,6.8125,0.12821081280708313
3,model.layers.0.self_attn.v_proj,0,layers_00_07,v_proj,attention,4096,1024,4194304,-2.8345416467345785e-06,0.007224599830806255,0.004989572800695896,0.06103515625,0.001828908920288086,0.4576519727706909,0.7084967494010925,0.2048325389623642,0.36504459381103516,0.0015194224833976477,0.13211083093516784,0.04684348241426051,6.8125,0.29378071427345276
4,model.layers.0.self_attn.o_proj,0,layers_00_07,o_proj,attention,4096,4096,16777216,6.681953124143547e-08,0.008338166400790215,0.006350980140268803,0.462890625,0.0007484555244445801,0.5275951623916626,2.6172776222229004,0.5210481882095337,0.9845048189163208,0.00020343141432022094,0.010809095335050829,0.0050127795548178256,0.4375,0.013631641864776611
5,model.layers.0.mlp.gate_proj,0,layers_00_07,gate_proj,mlp,4096,14336,58720256,7.5198590820946265e-06,0.01280402671545744,0.010077373124659061,0.59765625,0.0002545799652580172,0.8149641156196594,2.9050443172454834,1.5290035009384155,2.070150375366211,0.00028256375395585565,0.09405638947101713,0.07097861124202609,1.6484375,0.4650718867778778
6,model.layers.0.mlp.up_proj,0,layers_00_07,up_proj,mlp,4096,14336,58720256,-3.887561490500957e-07,0.011733459308743477,0.009282484650611877,0.1962890625,4.277910556993447e-05,0.7503485679626465,0.9906516671180725,1.4024999141693115,1.4721125364303589,0.00028256375395585565,0.09405638947101713,0.07097861124202609,1.6484375,0.49769148230552673
7,model.layers.0.mlp.down_proj,0,layers_00_07,down_proj,mlp,14336,4096,58720256,-9.766664561539073e-07,0.01175522431731224,0.009275035001337528,0.61328125,0.00021215846936684102,1.4019383192062378,4.4821553230285645,0.7518818974494934,1.1099507808685303,9.895875531843298e-06,0.006878418607421333,0.002598310388358576,5.96875,0.0008933629308428083
8,model.layers.1.self_attn.q_proj,1,layers_00_07,q_proj,attention,4096,4096,16777216,-3.4287068046978675e-06,0.019375592470169067,0.01382577233016491,0.53515625,0.002135932445526123,1.136181116104126,3.0717341899871826,1.221958041191101,4.300784587860107,9.781786729945452e-06,0.22181557730851456,0.0877142227254808,5.875,0.22396710515022278
9,model.layers.1.self_attn.k_proj,1,layers_00_07,k_proj,attention,4096,1024,4194304,1.6100148059194908e-06,0.027428146451711655,0.019197605550289154,0.35546875,0.0031304359436035156,1.5918182134628296,3.7735626697540283,0.8557752966880798,1.8843291997909546,9.781786729945452e-06,0.22181557730851456,0.0877142227254808,5.875,0.14063912630081177
10,model.layers.1.self_attn.v_proj,1,layers_00_07,v_proj,attention,4096,1024,4194304,1.527702124803909e-06,0.008938548155128956,0.006930669769644737,0.0966796875,5.435943603515625e-05,0.5664350986480713,1.0265898704528809,0.2814839482307434,0.328136682510376,9.781786729945452e-06,0.22181557730851456,0.0877142227254808,5.875,0.4792771637439728
11,model.layers.1.self_attn.o_proj,1,layers_00_07,o_proj,attention,4096,4096,16777216,-1.980921069844044e-06,0.009573422372341156,0.007319950498640537,0.4140625,0.0010970830917358398,0.6020486950874329,3.122973918914795,0.6076480746269226,1.1396888494491577,9.619763090995548e-05,0.01593873226316642,0.00849640741944313,2.4375,0.024882376194000244
12,model.layers.1.mlp.gate_proj,1,layers_00_07,gate_proj,mlp,4096,14336,58720256,-6.407948660580587e-08,0.012969723902642727,0.010251383297145367,0.52734375,0.00013548987044487149,0.8268800377845764,3.921720027923584,1.5507452487945557,1.7966748476028442,0.00042024457650313707,0.1252744676866239,0.09583751438185573,4.125,0.589442104101181
13,model.layers.1.mlp.up_proj,1,layers_00_07,up_proj,mlp,4096,14336,58720256,2.0324573597463313e-06,0.011941760778427124,0.009458237327635288,0.462890625,7.263251609401777e-05,0.7635102868080139,2.792564630508423,1.4272761344909668,1.478335976600647,0.00042024457650313707,0.1252744676866239,0.09583751438185573,4.125,0.6162308752536774
14,model.layers.1.mlp.down_proj,1,layers_00_07,down_proj,mlp,14336,4096,58720256,-2.5313233891210984e-06,0.011923427693545818,0.009446901269257069,0.70703125,9.192739526042715e-05,1.4262726306915283,3.466888904571533,0.7625780701637268,1.1976628303527832,-5.0486540333492614e-05,0.17225111887855504,0.004261722671799362,564.0,0.0019203765051705496
15,model.layers.2.self_attn.q_proj,2,layers_00_07,q_proj,attention,4096,4096,16777216,-3.579193162295269e-06,0.018701542168855667,0.013962156139314175,0.26171875,0.0007300376892089844,1.1396424770355225,2.3311126232147217,1.1945849657058716,1.743375539779663,0.004674745941883884,0.40766478277079105,0.22938502486795187,9.25,0.6942393183708191
16,model.layers.2.self_attn.k_proj,2,layers_00_07,k_proj,attention,4096,1024,4194304,-2.3766529011481907e-06,0.02801508828997612,0.020425662398338318,0.349609375,0.0012526512145996094,1.680641770362854,2.7171735763549805,0.889293372631073,1.569339394569397,0.004674745941883884,0.40766478277079105,0.22938502486795187,9.25,0.5706006288528442
17,model.layers.2.self_attn.v_proj,2,layers_00_07,v_proj,attention,4096,1024,4194304,-1.0163230399484746e-06,0.0073942020535469055,0.005725324619561434,0.05859375,7.009506225585938e-05,0.46454519033432007,0.6495648622512817,0.23457275331020355,0.27562835812568665,0.004674745941883884,0.40766478277079105,0.22938502486795187,9.25,0.8693048059940338
18,model.layers.2.self_attn.o_proj,2,layers_00_07,o_proj,attention,4096,4096,16777216,-1.3082745908832294e-07,0.008775170892477036,0.006752446759492159,0.345703125,0.0005463361740112305,0.5561447143554688,3.2022454738616943,0.5500417947769165,1.1947394609451294,2.8734408601849282e-05,0.01612759248826823,0.007218083075713366,1.0546875,0.02660137414932251
19,model.layers.2.mlp.gate_proj,2,layers_00_07,gate_proj,mlp,4096,14336,58720256,-4.009752501588082e-06,0.013286275789141655,0.010508748702704906,0.32421875,0.00012969970703125,0.8467741012573242,2.2825348377227783,1.58815336227417,1.8285796642303467,0.0002563349607953569,0.1589773340622335,0.12361874151974916,5.71875,0.6708646416664124
20,model.layers.2.mlp.up_proj,2,layers_00_07,up_proj,mlp,4096,14336,58720256,-1.3770669227142207e-07,0.011885719373822212,0.009426787495613098,0.248046875,4.124641418457031e-05,0.7600484490394592,0.9591020941734314,1.4199153184890747,1.4683490991592407,0.0002563349607953569,0.1589773340622335,0.12361874151974916,5.71875,0.7032380402088165
21,model.layers.2.mlp.down_proj,2,layers_00_07,down_proj,mlp,14336,4096,58720256,2.523420107536367e-06,0.01193631999194622,0.009471316821873188,0.60546875,7.484640082111582e-05,1.4277138710021973,3.8307383060455322,0.763269305229187,0.8994619846343994,-2.7526792158434027e-05,0.013083127692984819,0.006334566045552492,2.875,0.004124070916857038
22,model.layers.3.self_attn.q_proj,3,layers_00_07,q_proj,attention,4096,4096,16777216,-1.25766200653743e-06,0.018764588981866837,0.014273097738623619,0.21875,0.0003612637519836426,1.1533846855163574,2.611816167831421,1.1999348402023315,1.8100783824920654,0.0011348925404490728,0.3551765305021747,0.24508113227784634,7.78125,0.7503493130207062
23,model.layers.3.self_attn.k_proj,3,layers_00_07,k_proj,attention,4096,1024,4194304,-2.2701397028868087e-05,0.027942173182964325,0.02094350941479206,0.283203125,0.0006036758422851562,1.6929410696029663,3.2081656455993652,0.8920969367027283,1.5526955127716064,0.0011348925404490728,0.3551765305021747,0.24508113227784634,7.78125,0.6434932053089142
24,model.layers.3.self_attn.v_proj,3,layers_00_07,v_proj,attention,4096,1024,4194304,-2.826030367941712e-06,0.008700519800186157,0.006813849322497845,0.1357421875,0.00010657310485839844,0.5509109497070312,0.8104318380355835,0.27688518166542053,0.3723473846912384,0.0011348925404490728,0.3551765305021747,0.24508113227784634,7.78125,0.8779044151306152
25,model.layers.3.self_attn.o_proj,3,layers_00_07,o_proj,attention,4096,4096,16777216,1.7284720570387435e-06,0.010012547485530376,0.00788554735481739,0.376953125,0.00019800662994384766,0.6379948854446411,3.405303716659546,0.6379040479660034,1.0715266466140747,1.4081061863180366e-05,0.02355322990299468,0.013234420272056013,1.1484375,0.048887670040130615
26,model.layers.3.mlp.gate_proj,3,layers_00_07,gate_proj,mlp,4096,14336,58720256,-2.5745175662450492e-06,0.013996254652738571,0.011031849309802055,0.5078125,0.00016166482237167656,0.8885990977287292,2.561509370803833,1.673936128616333,2.062113046646118,4.866054632657324e-05,0.19062846387179794,0.14861688669770956,6.78125,0.7128930389881134
27,model.layers.3.mlp.up_proj,3,layers_00_07,up_proj,mlp,4096,14336,58720256,5.718683837585559e-07,0.011698932386934757,0.009282983839511871,0.275390625,4.781995448865928e-05,0.7480753660202026,0.9955365657806396,1.3986430168151855,1.4450336694717407,4.866054632657324e-05,0.19062846387179794,0.14861688669770956,6.78125,0.7557103335857391
28,model.layers.3.mlp.down_proj,3,layers_00_07,down_proj,mlp,14336,4096,58720256,-1.3387556236921228e-06,0.011674203909933567,0.009257172234356403,0.546875,5.534716910915449e-05,1.3951125144958496,3.623262405395508,0.7464451193809509,0.8720301389694214,-3.1039698861994632e-06,0.018623787071514714,0.01012893659727914,3.953125,0.012718890394483293
29,model.layers.4.self_attn.q_proj,4,layers_00_07,q_proj,attention,4096,4096,16777216,-2.3255713585967897e-06,0.018561434000730515,0.014022042974829674,0.330078125,0.0005763769149780273,1.1335777044296265,2.265773057937622,1.1867843866348267,1.8204984664916992,0.0014224666556401644,0.3519137566605778,0.22836725506931543,8.1875,0.7277900874614716
30,model.layers.4.self_attn.k_proj,4,layers_00_07,k_proj,attention,4096,1024,4194304,-1.9188202713849023e-05,0.027554607018828392,0.02079744078218937,0.3359375,0.0006072521209716797,1.6863232851028442,2.8747057914733887,0.8786020278930664,1.4534327983856201,0.0014224666556401644,0.3519137566605778,0.22836725506931543,8.1875,0.6090653538703918
31,model.layers.4.self_attn.v_proj,4,layers_00_07,v_proj,attention,4096,1024,4194304,-1.4773991097172257e-06,0.009332901798188686,0.007249952293932438,0.07421875,7.915496826171875e-05,0.5868878364562988,0.7936738133430481,0.29673707485198975,0.3445773720741272,0.0014224666556401644,0.3519137566605778,0.22836725506931543,8.1875,0.8558195233345032
32,model.layers.4.self_attn.o_proj,4,layers_00_07,o_proj,attention,4096,4096,16777216,-7.148210556806589e-07,0.010210786014795303,0.007954447530210018,0.357421875,0.0004375576972961426,0.649362325668335,3.1238784790039062,0.6491103768348694,0.9360324144363403,9.179876769849216e-05,0.03368012610467513,0.01987432420719415,1.1015625,0.10092899203300476
33,model.layers.4.mlp.gate_proj,4,layers_00_07,gate_proj,mlp,4096,14336,58720256,-1.3958268027636223e-05,0.014675944112241268,0.01152042392641306,0.392578125,0.0001513447059551254,0.928572952747345,2.2375545501708984,1.7564445734024048,2.1531848907470703,0.001298395716730738,0.2172423751425807,0.16849968302994967,8.5,0.7338848114013672
34,model.layers.4.mlp.up_proj,4,layers_00_07,up_proj,mlp,4096,14336,58720256,-1.6750111342389573e-07,0.011451760306954384,0.00906907208263874,0.3046875,8.222035103244707e-05,0.7321311235427856,0.9600146412849426,1.3701720237731934,1.4146076440811157,0.001298395716730738,0.2172423751425807,0.16849968302994967,8.5,0.7890388369560242
35,model.layers.4.mlp.down_proj,4,layers_00_07,down_proj,mlp,14336,4096,58720256,1.537228513370792e-06,0.011426321230828762,0.009044746868312359,0.65625,7.447174721164629e-05,1.365043044090271,4.13991117477417,0.7305721044540405,1.0472662448883057,1.5079197185384277e-05,0.024980158776632604,0.014410780343626226,4.46875,0.030268422194889615
36,model.layers.5.self_attn.q_proj,5,layers_00_07,q_proj,attention,4096,4096,16777216,-1.977826286747586e-06,0.0184896569699049,0.013894317671656609,0.2578125,0.0007261037826538086,1.1256192922592163,2.2286272048950195,1.1824407577514648,1.7925629615783691,0.0036780261725652963,0.40969147069532275,0.2654973119497299,9.9375,0.764221727848053
37,model.layers.5.self_attn.k_proj,5,layers_00_07,k_proj,attention,4096,1024,4194304,-1.4367757103173062e-05,0.0276351235806942,0.02064439095556736,0.52734375,0.0007953643798828125,1.6769510507583618,2.7286784648895264,0.8807750940322876,1.55646550655365,0.0036780261725652963,0.40969147069532275,0.2654973119497299,9.9375,0.657701700925827
38,model.layers.5.self_attn.v_proj,5,layers_00_07,v_proj,attention,4096,1024,4194304,-4.970102509105345e-06,0.007802187465131283,0.006112340837717056,0.1357421875,4.363059997558594e-05,0.4952409863471985,0.63868248462677,0.24796484410762787,0.3893052935600281,0.0036780261725652963,0.40969147069532275,0.2654973119497299,9.9375,0.8933842182159424
