conversion,n,k,latency_ms,latency_mean_ms,latency_std_ms,latency_min_ms,latency_max_ms,samples
canonical_to_cutlass,4096,4096,0.02375,0.02375,0.0,0.02375,0.02375,1
canonical_to_cutlass,4096,11008,0.024844,0.024844,0.0,0.024844,0.024844,1
canonical_to_cutlass,12288,4096,0.025514,0.025514,0.0,0.025514,0.025514,1
canonical_to_cutlass,22016,4096,0.025973,0.025973,0.0,0.025973,0.025973,1
canonical_to_marlin,4096,4096,0.381107,0.381107,0.0,0.381107,0.381107,1
canonical_to_marlin,4096,11008,0.456122,0.456122,0.0,0.456122,0.456122,1
canonical_to_marlin,12288,4096,0.496591,0.496591,0.0,0.496591,0.496591,1
canonical_to_marlin,22016,4096,0.682268,0.682268,0.0,0.682268,0.682268,1
